A.H3K4me1.intersect.value	CLL.A34019.CEMT_4.H3K4me1.hg38.A34019_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34035.CEMT_5.H3K4me1.hg38.A34035_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34074.CEMT_6.H3K4me1.hg38.A34074_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34938.CEMT_26.H3K4me1.hg38.A34938_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34945.CEMT_27.H3K4me1.hg38.A34945_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34952.CEMT_28.H3K4me1.hg38.A34952_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34959.CEMT_29.H3K4me1.hg38.A34959_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35236.CEMT_25.H3K4me1.hg38.A35236_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35243.CEMT_30.H3K4me1.hg38.A35243_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60643.CEMT_94.H3K4me1.hg38.bwa-sb.IX4413.C958UANXX_6_ATCACG.FindER2.bed.remDups.bed.intersect.value	CLL.A60650.CEMT_95.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_CTAGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60657.CEMT_96.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_AACTTG.FindER2.bed.remDups.bed.intersect.value	CLL.A60670.CEMT_97.H3K4me1.hg38.bwa-sb.IX4412.C958UANXX_5_ACGATA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135686_EGAR00001139768_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133242_EGAR00001137328_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215953_EGAR00001228604_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215622_EGAR00001228081_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133247_EGAR00001137334_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272679_merged2runs_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001231900_EGAR00001245926_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001215636_EGAR00001228045_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001272596_EGAR00001300137_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234407_EGAR00001248465_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291824_EGAR00001320548_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272600_EGAR00001300131_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272621_EGAR00001300048_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272624_EGAR00001300051_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272707_EGAR00001300114_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272668_merged3runs_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001364257_EGAR00001401411_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272656_EGAR00001300003_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272661_EGAR00001300008_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272650_EGAR00001299997_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419429_EGAR00001456616_MBC_H3K4me1_PAIRED.FindER2.bed.intersect.value	EGAN00001276795_EGAX00001304981_EGAR00001334464_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276796_EGAX00001304983_EGAR00001334466_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001305005_EGAR00001334422_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326452_EGAR00001355725_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305085_EGAR00001334364_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305061_EGAR00001334388_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326574_EGAR00001355824_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326490_EGAR00001355777_usMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358538_EGAX00001371128_EGAR00001408501_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358558_EGAX00001371127_EGAR00001408500_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	GCBC.A68886.CEMT_129.H3K4me1.hg38.bwa-sb.IX5126.CAVYBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70848.CEMT_134.H3K4me1.hg38.IX5208.CAVPBANXX_1_ATCACG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70855.CEMT_135.H3K4me1.hg38.IX5209.CAVPBANXX_2_GATCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70862.CEMT_136.H3K4me1.hg38.IX5210.CAVPBANXX_3_ACCCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70869.CEMT_137.H3K4me1.hg38.IX5211.CAVPBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70876.CEMT_138.H3K4me1.hg38.IX5213.CAVPBANXX_6_CAAAAG.FindER2.bed.remDups.bed.intersect.value
chr20_39357050_39357550	0	500	500	500	0	500	0	0	0	500	500	500	500	0	0	0	0	0	500	0	0	0	0	500	0	0	0	0	0	25	0	0	0	500	0	0	0	400	475	0	500	500	500	0	0	400	0	0	0	325
chr20_39358250_39358800	0	550	550	550	25	550	0	0	0	550	550	550	550	0	550	0	0	0	550	0	0	0	0	475	0	0	0	475	0	400	0	0	0	550	0	250	0	550	475	400	550	550	550	0	175	100	0	0	0	175
chr20_39452450_39453250	0	775	800	750	0	525	0	0	0	800	0	800	0	0	0	0	0	250	800	0	0	300	0	800	0	0	0	0	550	800	0	0	0	800	0	0	0	800	775	0	800	800	800	0	800	300	0	0	0	800
chr20_39516000_39516600	0	600	600	600	0	0	0	0	225	600	150	600	600	0	0	0	600	0	600	0	0	600	0	600	0	375	0	75	525	450	0	0	75	600	0	0	525	600	150	0	600	600	600	0	450	300	225	75	150	450
chr20_39516750_39517050	0	300	300	300	0	300	0	0	300	300	300	300	300	225	300	0	300	0	300	0	0	300	300	300	0	300	0	300	300	300	0	0	300	300	0	0	300	300	300	0	300	300	300	0	300	300	300	300	300	300
chr20_39517250_39517750	0	500	500	500	0	500	0	450	500	500	500	500	500	0	400	0	500	0	500	0	0	0	500	500	0	500	0	500	500	500	0	0	500	500	0	0	500	500	500	175	500	500	500	0	500	500	475	500	500	500
chr20_39521600_39522000	0	400	400	400	0	0	0	0	250	400	0	400	375	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_39542650_39543050	0	400	400	400	0	0	0	0	50	400	0	400	400	0	0	0	0	350	400	0	0	0	400	0	0	400	0	50	0	0	0	0	0	400	0	0	400	50	0	0	400	400	0	0	400	400	0	400	50	400
chr20_39810500_39810850	0	350	325	350	0	0	0	0	0	350	0	350	350	0	0	0	350	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_41566200_41566500	0	75	300	300	300	0	0	225	75	300	0	300	300	150	300	300	300	300	150	0	0	0	300	300	0	0	300	300	300	150	300	0	0	300	300	300	150	300	225	300	300	150	0	0	300	225	0	225	300	150
chr20_41602200_41602600	25	400	325	400	0	400	0	400	25	0	0	375	400	0	400	400	400	400	0	0	0	175	0	400	0	0	400	400	400	400	400	0	0	250	75	0	0	400	0	400	400	0	0	0	0	0	0	0	0	0
chr20_42246050_42246450	0	0	400	400	0	0	0	0	0	400	0	400	400	0	0	0	0	0	0	0	0	225	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	300	400	0	0	0	0	0	0
chr20_42246750_42247050	0	0	300	300	0	0	0	0	0	300	0	300	300	0	0	0	0	225	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	225	300	0	0	0	0	0	0
chr20_42308700_42309300	0	0	600	600	0	0	0	0	0	600	0	600	600	0	0	0	150	0	600	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	600	0	0	0	0	0	0
chr20_42350600_42351000	0	0	400	400	0	400	400	400	0	375	0	375	400	0	0	0	0	0	400	0	0	0	400	300	0	400	0	0	0	0	0	0	400	0	0	0	400	300	175	0	400	0	0	0	400	400	225	400	400	400
chr20_45086100_45086700	0	600	600	600	600	600	0	600	300	600	600	600	600	150	600	600	75	0	600	0	600	600	600	600	0	600	375	600	0	600	0	0	600	600	450	75	600	375	150	600	600	300	0	450	600	600	75	600	600	600
chr20_46171950_46172250	0	300	300	0	0	300	0	0	0	300	0	0	300	75	0	0	0	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	300	150	0	0	0	300	0	0	300	0	0	0	0	0	0	0	0	0
chr20_47429350_47430050	425	700	700	700	0	350	200	700	450	700	0	700	425	0	125	275	0	0	200	0	0	350	50	575	0	425	0	50	275	0	0	0	700	700	0	0	700	0	0	700	650	0	425	0	700	700	450	700	700	700
chr20_47436350_47436900	0	550	550	550	0	550	550	550	325	550	550	550	550	0	0	0	450	0	550	0	0	550	550	550	250	550	525	550	550	0	75	250	550	550	550	550	550	550	550	225	550	550	0	0	550	550	550	550	550	550
chr20_48714700_48715200	0	450	500	500	0	0	75	150	0	500	500	500	500	500	500	450	0	500	500	0	0	500	500	500	75	500	500	500	500	500	225	300	500	500	500	0	500	500	500	500	500	500	0	500	500	500	500	500	500	500
chr20_49632150_49632600	0	0	0	450	0	450	0	450	0	225	300	450	450	0	0	0	0	0	300	0	0	300	225	450	450	450	0	450	0	0	0	450	450	450	450	450	450	75	0	150	300	0	0	0	450	450	450	450	450	450
chr20_49632900_49633200	0	0	300	300	0	75	0	0	0	0	75	300	300	0	0	0	150	0	300	0	0	225	300	300	300	300	0	75	0	0	0	300	300	150	0	300	300	225	0	0	0	0	0	0	300	300	300	300	300	300
chr20_49799100_49799600	425	500	500	500	500	500	500	500	0	500	200	200	500	500	425	500	50	425	500	0	0	200	275	500	0	350	500	275	500	500	500	0	200	500	500	0	350	500	125	500	500	275	0	500	500	500	0	500	200	200
chr20_50284700_50285150	0	50	200	125	0	450	425	350	200	450	0	450	450	450	450	450	450	450	425	0	50	450	350	450	450	450	450	450	450	450	450	350	450	450	450	125	450	450	450	450	450	450	450	425	450	450	450	450	450	450
chr20_50470100_50470600	375	400	500	500	325	400	475	500	0	400	250	325	500	325	25	325	500	500	475	0	100	250	500	500	100	0	475	500	475	250	500	325	0	500	500	325	0	400	175	475	475	500	475	500	100	100	0	0	25	0
chr20_50470900_50471200	0	300	300	300	300	0	0	300	0	300	300	300	300	300	300	300	300	300	300	0	0	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	175	300	300	300	300	300	300	300	300	300	300	300	300	300
chr20_50487200_50487950	25	750	750	750	575	325	250	750	375	500	0	0	0	750	0	750	350	500	725	0	0	575	750	750	425	750	750	750	750	575	750	650	750	750	725	650	750	750	750	750	750	750	725	0	750	750	750	750	750	750
chr20_50488500_50488800	0	300	300	300	300	300	150	300	0	300	0	300	0	300	0	150	0	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300
chr20_50488950_50489350	0	225	400	225	150	300	0	375	0	375	0	0	0	300	0	400	0	400	400	0	0	400	375	400	150	300	0	400	150	0	300	400	400	300	75	375	400	400	400	0	400	400	400	0	400	400	400	375	400	400
chr20_50993800_50994250	0	450	450	450	0	0	125	350	0	450	275	450	450	0	0	0	0	275	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0
chr20_51342750_51343150	0	100	0	400	400	0	0	400	0	325	0	400	400	0	150	400	325	0	400	0	0	300	375	400	400	400	0	0	0	0	0	400	400	400	0	400	400	400	400	0	400	0	0	325	400	400	400	400	400	400
chr20_51382450_51383850	0	375	1275	900	0	1400	450	375	300	1400	0	1400	1400	0	750	525	975	0	1400	0	0	1400	1350	725	1050	1400	0	75	600	0	125	525	1400	1175	0	750	1400	750	750	450	1400	1100	0	825	1400	1400	1400	1400	1400	1350
chr20_51560250_51560550	0	0	0	300	0	0	150	300	0	300	0	300	300	75	0	150	0	0	0	0	0	300	225	75	75	0	300	75	0	75	0	75	0	0	0	0	0	0	0	0	300	0	0	75	0	0	0	300	75	0
chr20_52493250_52493650	0	300	375	400	150	400	0	375	0	400	400	400	400	150	300	0	0	300	400	0	0	0	300	0	0	0	0	0	0	400	400	0	0	400	0	400	0	325	0	0	400	300	175	0	175	0	0	0	0	0
chr20_53208000_53208450	75	75	450	450	300	450	0	450	450	450	0	450	450	0	0	0	375	0	450	0	0	0	300	300	0	0	0	0	0	0	0	375	0	0	0	300	225	75	0	0	450	0	225	0	150	450	450	300	375	450
chr20_53903750_53904100	0	350	350	350	350	350	0	325	0	325	350	350	350	350	175	350	350	350	325	0	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	175	350	175	0	25	350	350	350	350	350	350
chr20_53905350_53905800	0	450	450	450	450	0	0	450	75	450	75	450	450	0	450	450	300	0	450	0	0	225	450	450	450	450	75	450	450	450	225	450	450	450	0	450	450	450	450	0	0	450	0	0	450	450	450	450	450	450
chr20_57265150_57265600	0	0	325	200	0	275	50	275	0	400	0	450	450	0	0	0	450	300	450	325	0	300	450	450	450	450	450	450	450	100	450	450	450	450	450	450	450	100	325	450	450	450	425	450	450	450	450	450	450	450
chr20_57683350_57684000	0	500	650	650	50	650	275	650	275	350	125	650	425	650	650	650	650	650	650	0	0	200	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	500	650	650	650	650	650	650
chr20_62607700_62608050	125	50	275	125	50	200	0	275	50	350	0	350	350	350	350	350	350	350	350	0	125	350	200	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350
chr20_63556950_63557350	0	0	325	0	0	400	0	75	0	400	400	400	400	0	300	150	375	0	400	0	0	375	400	400	250	0	150	0	300	400	0	0	0	300	175	0	0	400	0	400	400	400	0	0	0	0	0	0	0	0
chr20_63700200_63700550	0	0	350	0	0	350	0	0	0	350	0	350	350	150	0	0	150	0	0	0	0	350	350	350	350	225	0	0	0	0	350	350	350	150	0	350	350	350	0	275	0	75	0	0	0	150	0	0	0	75
chr21_7927800_7928450	0	650	650	200	50	0	0	650	0	650	0	650	650	300	650	0	125	600	0	0	0	525	650	450	0	0	0	650	0	0	225	200	0	150	0	525	0	0	150	650	50	0	75	275	0	0	375	0	0	0
chr21_7955250_7955650	0	400	400	400	400	0	0	400	0	400	0	400	400	0	0	0	400	100	0	0	0	375	400	0	0	0	0	250	0	0	25	0	0	325	0	100	0	175	0	100	0	0	250	0	0	0	0	0	0	0
chr21_10654200_10654500	0	300	300	150	0	0	0	75	0	300	300	300	300	0	300	0	300	0	300	0	0	300	300	0	0	0	0	0	300	0	300	300	0	0	150	300	0	300	0	0	300	0	225	0	0	0	75	0	0	0
chr21_10730650_10731000	0	350	350	350	350	0	0	350	0	350	0	275	350	200	350	0	350	350	350	350	0	350	350	0	0	0	0	75	200	350	350	350	275	350	0	350	0	0	350	350	350	350	350	0	0	0	0	0	0	0
chr21_15029100_15029400	0	300	300	300	0	300	300	300	0	0	0	300	0	300	300	300	300	300	0	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	150	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr21_15057200_15057700	0	0	500	500	0	500	0	500	0	0	0	500	0	500	500	500	500	500	0	0	0	325	475	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0	0	500	500	500	500	500	500
chr21_17930850_17931300	0	0	450	375	450	450	300	450	0	450	450	450	450	300	0	0	0	0	450	0	0	450	450	450	375	450	0	450	375	0	225	450	450	450	0	450	450	450	450	0	450	450	0	0	450	450	0	450	450	450
chr21_25563350_25563850	0	400	500	500	500	500	0	500	0	500	500	500	500	500	500	500	500	500	500	25	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	475	500	500	500	500	500	500	500
chr21_29120700_29121100	0	400	400	400	0	375	0	375	0	400	400	400	400	0	0	400	25	0	400	0	0	0	400	400	400	400	0	400	0	100	0	400	400	400	0	400	400	400	400	325	400	400	0	0	400	400	400	400	400	400
chr21_29122750_29123200	0	350	450	450	50	450	125	450	0	50	450	450	450	0	125	0	0	0	450	0	0	275	425	450	50	450	0	200	0	0	0	125	450	450	0	350	450	450	450	0	450	450	0	0	450	450	450	450	450	450
chr21_31559850_31560150	0	0	300	300	0	300	0	300	300	300	0	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr21_31674950_31675350	0	150	400	225	0	0	0	0	0	400	150	400	400	0	375	175	400	150	375	0	0	375	0	400	0	75	0	75	0	0	0	0	300	0	0	0	0	400	0	0	375	0	0	0	400	400	0	400	400	150
chr21_35039050_35039350	50	300	275	125	300	275	0	300	200	300	300	300	300	300	300	300	0	300	275	0	0	300	275	125	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	50	300	300	300	0	300	300	300
chr21_39329750_39330600	825	825	850	850	0	850	0	850	850	850	0	825	850	375	0	675	825	0	850	0	300	600	775	850	525	850	825	850	700	450	0	625	850	850	675	850	850	775	750	675	825	450	0	0	850	850	850	850	850	850
chr21_41147650_41148600	0	950	950	950	950	950	0	950	950	950	675	950	950	75	950	125	950	900	950	0	0	525	950	950	0	0	600	950	950	950	900	0	0	950	200	0	75	950	950	950	950	950	900	950	0	0	0	0	0	0
chr21_41477700_41478300	0	600	600	0	0	375	0	0	75	0	0	150	600	0	0	375	600	0	600	0	0	0	600	0	0	0	0	0	0	525	450	600	600	600	75	0	600	600	450	0	600	600	600	600	450	0	0	0	0	0
chr21_41834650_41835250	325	600	600	600	0	600	0	600	600	600	600	600	600	500	0	0	600	0	600	0	125	600	600	600	600	600	125	600	425	200	600	600	600	600	425	600	600	600	600	275	600	425	200	0	600	600	600	600	600	600
chr21_41836650_41837100	0	450	450	450	0	450	75	225	450	450	450	450	450	0	0	0	450	0	450	0	75	450	450	450	450	450	375	375	0	0	0	450	450	150	300	450	450	450	375	0	450	300	0	0	450	450	450	450	450	450
chr21_43295300_43296000	0	700	475	700	225	700	0	700	0	700	700	700	700	700	700	700	700	625	700	0	325	525	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	0	700	700	700	700	700	700
chr21_43351400_43351700	0	50	300	50	300	0	50	300	0	300	0	300	300	0	0	100	0	0	300	0	0	275	0	0	0	0	300	300	125	0	0	0	0	300	0	0	0	300	0	0	300	300	0	0	0	0	0	0	0	0
chr21_43359550_43359850	300	300	300	300	300	300	300	300	0	300	0	300	300	300	300	300	300	300	300	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	100	300	300	300	300	300	300	300
chr21_44064300_44064600	0	300	300	300	300	0	75	300	0	300	0	300	150	150	0	0	150	0	0	0	0	300	300	0	0	150	0	300	0	0	0	300	150	300	0	0	300	300	0	0	300	0	0	75	300	300	300	300	300	300
chr21_44792400_44792750	0	200	350	350	0	350	125	350	275	350	275	350	350	0	200	350	0	0	200	200	0	275	200	350	0	350	0	200	350	0	0	350	350	350	125	150	350	350	125	350	350	0	0	0	350	350	200	350	350	350
chr21_44830500_44830800	0	0	0	300	300	0	0	300	75	300	0	300	300	300	300	300	300	300	300	0	0	300	300	300	0	300	300	300	300	225	300	0	300	300	300	75	300	300	75	300	300	300	0	300	300	0	0	0	0	0
chr21_45090600_45090900	0	300	300	300	300	300	225	300	0	300	0	300	300	300	300	300	300	300	300	0	300	300	300	300	0	300	300	300	300	300	300	0	300	300	300	0	300	300	0	300	300	0	0	0	300	300	300	300	300	300
chr21_45119550_45119950	0	250	400	400	400	75	0	400	100	400	75	400	375	400	400	400	400	400	375	0	0	0	400	175	0	25	400	400	400	400	400	0	0	0	400	0	0	175	0	400	175	0	0	0	400	400	0	400	100	250
chr21_45979750_45980100	0	0	350	0	0	350	150	75	150	350	0	300	350	0	350	0	0	0	0	0	0	350	0	0	125	0	0	0	0	0	125	0	0	350	0	0	0	125	0	0	350	0	0	0	0	0	0	0	0	0
chr22_17437000_17437300	0	300	275	275	200	0	0	275	0	200	0	125	300	300	300	300	300	300	200	0	200	300	300	50	0	200	300	300	300	300	300	0	275	0	300	200	275	275	0	300	275	0	0	275	300	300	200	275	200	125
chr22_17909650_17910200	0	550	550	550	550	550	550	550	0	550	275	550	550	550	550	550	550	550	550	0	0	375	500	550	0	0	550	550	550	550	50	0	0	550	500	275	0	550	500	550	550	550	0	0	550	0	0	0	425	425
chr22_17914400_17914800	75	400	400	400	400	400	150	400	0	400	400	400	400	0	400	400	250	400	375	0	0	400	325	400	0	0	400	400	400	400	0	400	225	400	400	225	0	400	400	400	300	175	0	0	400	400	0	400	400	400
chr22_17955450_17957400	0	1950	1950	1950	1200	1950	1950	1950	375	1950	1950	1950	1950	825	1200	1950	75	1950	1950	0	0	1725	1950	1950	0	900	1950	1875	1950	1950	1125	0	675	1950	1950	0	225	1950	1950	1950	1950	1950	0	975	750	825	450	150	825	975
chr22_21602650_21602950	100	300	300	250	0	25	25	100	0	300	0	300	275	0	0	0	0	0	0	0	0	0	0	275	0	300	0	0	0	250	0	0	300	200	0	200	300	300	300	300	275	0	0	0	300	300	300	300	300	300
chr22_22045950_22046250	0	300	300	300	225	300	225	300	0	300	75	0	300	300	150	75	300	300	0	150	0	300	300	300	300	300	225	300	150	225	0	300	300	300	300	300	300	300	300	300	300	300	0	0	300	300	300	300	300	300
chr22_22249900_22250200	0	0	0	200	50	300	0	300	200	300	0	300	300	300	200	300	125	300	275	0	0	0	300	125	0	200	300	300	300	200	275	0	300	300	300	0	300	0	0	300	125	0	0	125	300	300	300	300	300	300
chr22_23851050_23851450	0	325	400	400	0	0	0	400	0	375	0	400	0	400	225	400	400	100	400	0	0	75	0	400	100	400	0	400	400	225	0	400	400	400	400	175	400	400	400	300	0	400	0	0	400	400	400	400	400	400
chr22_24507600_24508200	0	600	600	600	0	600	600	600	600	375	0	600	600	600	150	225	300	150	600	0	150	600	600	600	600	600	375	600	600	375	150	600	600	600	300	600	600	600	600	375	600	600	0	75	600	600	600	600	600	600
chr22_29409050_29409350	0	0	300	300	50	125	0	0	200	300	0	200	300	300	125	275	300	300	300	0	0	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	275	300	300	0	0	300	300	300	300	300	300
chr22_31846100_31846400	0	25	300	300	25	0	125	0	0	300	0	300	300	0	0	0	0	0	0	0	0	275	200	300	300	300	0	300	0	0	0	300	300	300	0	300	300	300	300	0	300	0	0	300	300	300	300	300	300	300
chr22_35744300_35744700	0	400	400	400	325	0	0	325	0	400	0	400	0	400	400	400	400	400	400	0	0	0	375	400	375	400	400	400	400	400	400	400	400	400	400	400	400	400	0	400	400	400	0	0	400	400	400	400	400	400
chr22_36859350_36859650	225	300	300	300	300	300	0	300	0	300	300	300	300	300	0	0	0	0	0	0	0	300	300	300	300	300	75	300	0	300	0	300	300	300	0	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300
chr22_39458850_39459150	0	300	300	300	0	300	300	300	0	300	225	300	300	300	300	300	225	0	300	0	0	150	75	300	300	300	300	300	300	75	75	300	300	300	300	300	300	300	300	300	225	300	150	75	300	300	300	300	300	300
chr22_41844400_41844700	0	250	300	300	25	100	25	300	25	300	50	300	300	300	300	300	300	300	300	0	25	275	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300
chr22_41865100_41865950	0	850	850	500	125	850	200	850	850	850	0	350	850	850	850	850	850	850	650	0	425	850	800	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	0	725	850	850	850	850	850	850
chr22_41885050_41885350	0	0	300	300	175	300	200	300	0	50	0	275	125	0	0	0	0	300	125	0	0	300	125	300	275	300	300	300	50	300	300	300	300	300	300	300	300	300	300	275	300	200	0	300	300	300	300	300	300	300
chr22_41887050_41887400	0	350	350	350	0	300	0	350	0	350	0	350	0	0	350	125	0	0	0	0	0	0	350	350	200	350	350	50	0	0	200	275	350	350	0	350	350	350	350	125	200	350	0	0	350	350	350	350	350	350
chr22_41950950_41951900	0	0	950	500	0	650	500	150	50	950	0	800	875	950	950	950	950	0	950	0	0	950	950	950	950	950	725	950	350	950	525	950	950	950	200	950	950	950	950	800	525	950	0	375	950	950	950	950	950	950
chr22_42317400_42317800	0	300	400	375	75	400	400	400	400	150	0	400	400	0	0	0	0	0	400	0	0	400	400	400	0	400	0	400	0	250	0	0	400	400	0	175	400	400	400	0	400	400	400	400	375	400	0	75	225	400
chr22_42405750_42406200	0	0	450	0	0	450	0	450	0	450	0	450	450	0	0	450	225	0	450	0	0	0	375	450	0	0	450	0	0	450	450	0	0	450	75	0	0	375	0	450	0	0	0	0	0	0	0	0	0	0
chr22_42407450_42407800	0	325	350	350	350	350	0	350	100	325	0	350	325	0	0	325	0	0	0	0	0	0	350	325	0	0	175	0	0	0	325	0	250	350	0	0	0	0	0	250	0	0	100	0	0	175	0	100	0	175
chr22_42417750_42418350	0	0	600	0	0	300	225	225	75	600	0	600	525	0	0	0	0	0	600	0	0	600	600	0	0	0	0	0	0	0	0	0	0	0	0	75	0	75	150	0	600	0	600	75	0	0	0	0	0	0
chr22_46286550_46286950	0	300	400	400	0	400	0	400	325	250	325	400	325	400	400	400	400	400	175	0	0	325	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	100	325	250	100	25	250	100	400
chr22_46464800_46466350	0	1350	1550	1375	0	1550	0	1525	0	1550	1550	1550	1550	0	0	0	0	300	1525	0	1550	1550	1550	675	0	450	0	0	0	0	0	0	675	1550	300	375	1125	1300	1300	0	1550	1200	1425	1450	825	900	0	0	0	0
chr22_46470200_46470850	0	650	625	650	0	650	0	650	300	625	0	650	625	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	400	0	0	0	0	0	0	0
chr22_46478650_46479450	0	125	800	225	50	800	0	800	50	800	375	800	800	0	0	0	0	0	300	0	150	750	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	225	50	0	0	0	0	0	0
