A.H3K9me3.intersect.value	CLL.A34021.CEMT_4.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34037.CEMT_5.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34076.CEMT_6.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34940.CEMT_26.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34947.CEMT_27.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34954.CEMT_28.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34961.CEMT_29.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A35238.CEMT_25.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CCCATG.FindER2.bed.remDups.bed.intersect.value	CLL.A35245.CEMT_30.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_ATGTCA.FindER2.bed.remDups.bed.intersect.value	CLL.A60645.CEMT_94.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60652.CEMT_95.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60659.CEMT_96.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60668.CEMT_97.H3K9me3.hg38.bwa-sb.IX4419.C9587ANXX_4_GGCTAC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135687_EGAR00001139769_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133243_EGAR00001137329_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215595_EGAR00001228091_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215955_EGAR00001228606_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171949_EGAR00001185105_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001135683_EGAR00001139773_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272637_EGAR00001300126_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272619_EGAR00001300046_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272595_EGAR00001300136_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291852_EGAR00001320579_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323209_EGAR00001352515_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326443_EGAR00001355794_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272620_EGAR00001300047_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272618_EGAR00001300045_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272625_EGAR00001300052_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272703_EGAR00001300107_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272706_EGAR00001300111_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272689_EGAR00001300082_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272659_EGAR00001300006_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272664_EGAR00001300011_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272653_merged2runs_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272585_EGAR00001300065_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304998_EGAR00001334471_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304995_EGAR00001334420_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326454_EGAR00001355727_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001326440_EGAR00001355791_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305062_EGAR00001334389_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326619_EGAR00001355765_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326520_EGAR00001355882_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326536_EGAR00001355851_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326492_EGAR00001355779_usMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	GCBC.A70850.CEMT_134.H3K9me3.hg38.A70850_3_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70857.CEMT_135.H3K9me3.hg38.IX5209.CAVPBANXX_2_GGCTAC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70864.CEMT_136.H3K9me3.hg38.IX5210.CAVPBANXX_3_ACGATA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70871.CEMT_137.H3K9me3.hg38.IX5212.CAVPBANXX_5_ATAATT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70878.CEMT_138.H3K9me3.hg38.IX5213.CAVPBANXX_6_CACCGG.FindER2.bed.remDups.bed.intersect.value
chr17_49089300_49089750	0	450	450	450	0	450	0	450	450	450	0	450	300	450	450	450	450	300	0	150	0	375	375	450	0	0	0	0	0	0	375	450	0	0	450	0	0	450	300	0	75	0	0	300	0	300	0	0	300
chr17_49104200_49104650	0	450	0	350	0	450	450	450	125	200	0	125	425	0	0	125	0	450	250	450	275	0	450	450	450	0	0	0	0	0	200	450	0	0	450	0	450	0	0	425	125	0	0	0	0	0	0	0	0
chr17_49117650_49118250	450	600	600	600	0	600	0	600	450	600	600	375	150	600	600	600	600	450	0	600	0	0	225	600	600	450	0	300	0	375	450	600	0	0	600	0	0	0	600	150	525	225	0	0	0	525	0	0	0
chr17_49144750_49145050	300	300	300	300	0	300	50	300	0	300	300	300	300	0	300	300	0	0	300	275	50	250	0	300	125	0	0	300	0	0	0	50	0	0	0	0	125	200	0	0	300	0	0	300	0	250	0	0	0
chr17_49239650_49240050	400	400	250	300	0	400	250	400	0	375	0	400	375	25	400	225	0	375	0	400	400	0	400	375	0	0	0	0	400	400	400	150	0	0	400	0	0	0	400	0	300	0	0	0	0	0	0	0	0
chr17_49252550_49253200	0	650	650	625	0	175	25	650	0	650	175	650	175	250	0	625	175	650	0	625	0	0	450	0	0	0	0	0	300	0	0	0	0	0	650	0	100	175	650	650	0	0	0	325	0	0	625	0	0
chr17_49443350_49444000	0	650	650	0	0	0	0	650	25	650	550	525	400	625	650	650	650	650	0	650	0	0	650	625	650	0	0	400	0	0	400	0	0	0	475	0	0	0	550	0	650	400	0	0	0	0	0	0	0
chr17_49856100_49856450	350	275	350	350	0	275	275	350	350	350	50	350	350	350	0	275	0	350	0	350	275	0	350	350	350	0	0	0	0	0	0	350	150	0	350	0	125	0	225	350	275	350	150	350	0	50	275	0	0
chr17_49917200_49917850	0	650	650	0	0	625	0	650	0	650	650	625	650	550	325	0	0	0	0	300	0	300	400	0	400	0	250	0	175	0	0	0	0	0	625	0	0	375	0	400	625	0	0	650	0	0	0	0	0
chr17_49959450_49959850	0	400	375	0	0	400	400	400	100	400	0	400	375	400	150	0	300	375	375	400	300	0	400	375	400	0	0	375	0	0	0	400	150	225	400	0	400	150	325	225	375	400	225	300	0	0	0	0	0
chr17_49966150_49966650	0	500	500	500	0	450	300	500	500	500	500	500	375	500	500	500	500	500	500	500	75	0	500	500	500	500	500	500	500	500	500	500	125	500	500	500	500	500	500	500	500	500	500	500	0	500	0	0	0
chr17_49970650_49971050	0	400	400	275	0	350	0	125	350	400	400	400	400	400	400	400	400	400	0	275	0	0	200	400	350	200	400	400	400	125	400	400	400	0	400	50	400	125	0	400	50	400	125	400	0	200	0	0	0
chr17_49984050_49984500	0	150	450	0	0	300	150	450	0	450	450	450	450	450	375	0	300	450	0	450	0	0	450	450	0	0	0	450	0	0	0	450	0	0	450	375	75	450	450	0	450	150	0	0	0	0	0	0	0
chr17_50824600_50825150	350	550	500	550	350	550	200	550	50	550	0	550	275	550	275	550	550	550	500	550	550	350	550	550	550	0	0	425	0	0	550	550	200	425	550	550	550	550	550	425	500	0	125	550	200	350	200	275	350
chr17_51334000_51334350	0	350	350	0	0	75	75	350	0	350	0	350	200	350	350	0	0	350	0	0	0	0	0	350	0	0	0	0	0	0	125	350	0	0	350	0	0	350	0	350	350	200	0	350	0	0	0	0	0
chr17_51348500_51348850	0	350	350	0	0	250	0	0	0	350	250	350	350	350	0	325	350	325	350	350	350	0	350	350	0	0	0	250	350	25	250	350	0	0	350	0	0	0	175	250	325	0	0	0	0	0	175	0	0
chr17_51363300_51364250	0	50	950	0	0	600	0	750	0	875	0	950	675	825	800	375	600	950	0	950	0	675	950	950	525	0	0	50	0	75	0	0	0	0	950	0	150	950	225	125	375	0	0	800	0	0	0	0	0
chr17_51378000_51379350	0	600	1350	150	450	675	600	825	150	300	0	1350	1350	1350	150	300	225	1350	600	1050	0	0	1350	1350	0	0	0	0	150	0	150	0	0	0	750	0	600	600	900	450	1125	0	0	375	0	450	150	0	0
chr17_51383650_51384150	0	500	425	500	0	500	0	500	50	500	350	500	500	500	500	0	425	200	0	500	500	0	500	500	500	0	0	0	300	0	0	0	0	0	0	0	125	375	0	500	500	0	0	500	0	0	0	0	0
chr17_51399650_51400100	0	375	450	375	0	450	0	450	450	425	0	425	450	450	325	450	400	450	450	450	0	325	450	450	25	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	425	0	0	0	0	0	0	0	400
chr17_51455250_51455550	0	300	300	300	0	300	0	300	0	300	300	300	300	300	300	75	0	300	0	300	300	300	300	300	150	0	0	75	0	75	0	300	0	0	300	0	0	0	300	300	300	300	0	300	0	0	0	0	0
chr17_51472650_51473000	0	350	350	350	0	350	0	350	350	300	75	350	350	350	350	200	125	125	50	0	275	0	350	350	125	0	0	0	0	50	0	350	0	0	350	0	350	350	0	350	350	275	0	275	0	0	0	0	0
chr17_51498300_51498600	0	300	300	75	0	300	0	300	300	300	0	300	300	75	300	300	0	225	0	300	0	300	150	300	300	150	300	0	300	0	0	300	0	0	300	0	225	300	300	300	300	0	0	300	0	0	0	0	0
chr17_51537300_51537600	0	300	300	300	0	300	300	300	300	300	300	300	300	0	300	300	300	0	300	300	300	0	300	300	300	0	0	75	300	0	0	0	0	0	300	0	0	225	225	300	300	0	0	0	0	0	75	0	0
chr17_51539700_51540000	0	300	300	300	0	300	0	300	300	300	300	300	300	300	300	300	300	300	0	300	0	300	300	300	300	0	0	300	75	300	300	300	0	0	300	0	150	300	300	300	300	300	0	300	0	0	0	0	0
chr17_51543200_51543800	0	600	575	600	425	600	0	600	600	575	200	600	600	600	0	0	425	0	0	0	0	0	600	600	175	0	0	250	200	50	0	0	0	0	425	0	0	0	200	0	600	600	0	350	0	125	0	0	0
chr17_51555150_51555450	0	0	0	0	0	0	0	0	0	300	0	300	300	300	300	0	300	300	150	300	0	0	300	300	300	0	0	150	300	300	225	300	0	0	300	0	225	225	300	300	300	0	0	300	0	75	0	0	0
chr17_51599250_51599550	0	300	300	300	0	300	300	300	300	300	0	300	300	300	300	300	300	300	0	300	300	0	300	300	300	225	0	0	75	300	0	300	0	0	300	0	0	75	300	300	300	300	0	300	0	0	0	0	0
chr17_51657300_51657800	0	225	500	500	0	75	0	375	500	500	300	500	500	350	450	0	350	225	75	500	0	0	500	350	0	0	0	200	500	150	300	500	0	0	350	0	500	275	500	500	500	0	0	500	0	200	0	0	0
chr17_51708200_51708500	0	300	300	300	0	300	300	300	0	300	300	300	300	300	300	125	300	300	0	300	300	300	300	300	0	0	0	300	300	300	175	300	250	0	300	0	300	300	300	300	300	0	0	50	0	0	0	0	300
chr17_51737250_51737700	0	0	450	450	75	450	0	0	0	450	450	450	375	150	375	225	450	450	450	450	150	0	450	450	150	0	0	0	0	300	450	375	0	0	450	0	0	450	0	450	75	225	0	450	0	0	150	0	0
chr17_51758700_51759100	0	400	300	400	0	400	0	400	400	400	0	150	325	400	150	0	375	75	400	400	400	0	400	400	300	0	0	0	175	400	0	400	0	0	375	0	400	400	0	400	400	0	0	0	0	0	0	0	400
chr17_51760250_51760650	0	400	400	400	250	0	0	375	0	400	325	400	400	0	375	250	400	0	25	0	400	0	400	400	0	0	0	0	400	0	250	300	0	0	400	0	400	0	250	0	400	400	300	400	0	0	0	0	75
chr17_51762600_51762900	0	300	300	300	300	300	0	300	300	300	0	300	300	225	75	0	0	0	0	300	300	150	300	300	300	0	0	300	0	0	0	300	0	0	300	0	225	0	0	150	75	0	0	0	0	0	0	0	0
chr17_51778700_51779250	0	550	550	525	75	550	0	550	550	550	550	550	550	175	325	75	550	325	25	550	550	0	550	550	475	0	0	550	225	550	550	550	150	0	550	175	175	550	550	25	550	550	0	550	0	100	0	0	0
chr17_51832750_51833050	0	175	300	0	0	250	0	250	175	300	0	300	300	0	0	25	300	300	0	300	0	175	300	300	125	0	25	300	300	300	300	300	0	0	0	0	300	300	300	300	300	300	0	300	0	0	0	0	0
chr17_51860850_51861150	0	0	300	0	0	300	0	150	300	300	0	300	300	0	300	300	150	300	150	300	75	0	300	300	0	0	0	0	300	300	300	225	0	0	300	0	300	300	300	300	300	300	0	300	0	0	0	0	0
chr17_51874950_51875250	0	0	300	300	300	300	0	300	300	300	0	300	300	0	300	300	0	300	300	300	300	0	300	300	300	0	75	0	300	300	300	300	300	300	300	300	225	0	300	0	300	150	0	300	0	0	300	0	150
chr17_52227550_52227900	0	0	0	0	0	0	0	0	0	350	0	350	350	350	0	300	350	150	350	350	0	0	350	350	350	350	350	0	350	350	50	350	350	350	350	350	150	350	350	350	350	0	350	125	350	350	350	350	50
chr17_52312700_52313050	0	350	0	0	0	350	0	350	0	350	350	325	175	350	350	100	350	325	350	325	175	0	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	25	350	350	350	350	350	350	350	350	350
chr17_52381400_52381800	0	400	400	400	0	375	300	400	400	400	0	400	400	325	325	0	0	25	400	400	400	0	400	400	325	400	400	325	400	25	0	325	400	400	0	400	400	400	400	325	400	0	400	100	400	0	400	400	400
chr17_52565900_52566250	0	0	0	0	0	0	0	0	0	350	0	350	350	175	350	350	0	25	350	325	0	0	350	350	350	350	350	350	0	350	350	350	350	350	350	350	250	350	350	350	350	175	350	250	350	100	350	350	350
chr17_52870600_52870950	0	200	350	350	0	0	0	200	350	350	50	350	350	125	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	75	350	350	350	350	350	350	350	350	350	350	350	350
chr17_52902500_52903000	0	375	0	0	375	325	0	400	0	475	0	500	500	500	175	100	25	500	0	0	0	0	475	500	500	500	500	500	500	500	500	500	500	500	400	500	325	400	500	100	475	500	500	500	500	250	475	500	500
chr17_52994550_52994950	0	0	375	0	375	400	375	0	0	400	0	400	400	0	400	400	400	400	400	400	400	0	400	400	400	400	400	225	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	150	400	400	400
chr17_53133800_53134150	0	325	0	325	0	350	0	350	0	250	0	350	350	350	350	350	350	350	350	250	350	0	325	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	325	350	350	350	350	350	350	350	350	175
chr17_53160150_53160450	0	0	0	0	0	0	0	0	0	300	0	300	300	0	75	0	300	300	300	300	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	225	300	150	300	300	0	300	300	300	150	300	300	300
chr17_53323500_53324200	0	0	0	0	0	0	0	0	0	675	0	675	700	700	450	0	325	450	700	700	0	0	700	700	550	700	700	400	700	550	700	475	700	700	700	700	700	625	700	700	700	700	700	700	700	700	700	700	325
chr17_53371700_53372200	0	500	250	500	325	400	0	475	400	500	0	500	500	0	500	475	500	500	250	325	500	0	500	500	175	500	500	500	500	500	500	400	500	500	500	500	500	500	500	500	500	475	500	500	500	500	500	500	500
chr17_53399450_53399800	0	250	350	0	0	350	0	350	0	325	0	350	325	25	100	100	350	250	100	25	350	100	350	350	350	350	350	100	350	350	350	0	350	350	350	350	100	350	350	250	350	350	350	350	350	350	350	350	250
chr17_53485500_53485850	0	0	0	0	0	0	0	0	0	350	0	350	350	0	350	350	275	350	350	350	0	0	350	350	350	350	350	350	0	225	0	350	350	350	350	350	0	350	350	350	350	50	350	350	350	350	350	350	350
chr17_53502450_53502750	0	0	0	0	0	0	0	0	0	300	0	300	300	300	75	300	300	225	300	300	0	0	300	300	150	300	300	300	300	300	300	225	300	300	300	300	0	300	300	300	300	300	300	300	300	225	300	300	300
chr17_53591950_53592250	0	300	200	200	200	300	0	300	300	300	50	300	300	300	50	300	300	300	300	275	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	175	300	300	300	300	300	100	300	300	275
chr17_54066500_54066850	0	325	350	350	0	350	0	300	250	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350
chr17_54158550_54158850	225	300	225	0	225	300	0	300	300	0	0	300	225	300	225	300	0	0	300	300	0	0	300	300	150	300	300	300	150	300	300	150	300	300	300	300	75	300	300	300	300	300	300	75	300	300	300	300	300
chr17_54225000_54225400	0	0	0	0	0	0	0	0	0	375	0	400	400	400	400	400	400	400	75	400	0	0	400	400	400	400	400	400	400	400	400	225	400	400	400	400	325	400	400	400	400	400	400	225	400	400	400	400	400
chr17_54327450_54327750	0	225	300	150	0	300	0	300	300	300	225	300	300	300	300	300	300	300	300	300	225	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	225	300	300	300	300	300	300
chr17_54333650_54334050	0	375	400	325	0	400	0	400	0	400	0	400	400	75	400	400	400	375	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	250	400	400	400	400	400	150	400	400	400
chr17_54530700_54531000	225	300	300	300	0	300	0	300	300	300	0	300	300	300	300	300	300	0	150	300	300	300	300	300	300	300	300	300	300	150	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300
chr17_54826600_54826950	0	350	350	200	200	350	0	350	350	350	350	350	350	350	0	225	350	0	350	350	0	0	350	350	150	150	0	350	350	350	350	75	225	75	350	300	225	350	350	350	350	0	300	350	300	350	350	350	350
chr17_54828300_54828750	0	300	450	0	0	450	0	375	450	450	0	450	450	300	450	375	450	450	450	450	450	0	450	450	450	0	450	75	450	450	450	225	75	450	450	0	450	450	450	450	450	0	300	450	0	375	375	0	225
chr17_54849000_54849600	0	600	600	600	150	600	0	600	600	600	600	600	600	600	600	600	600	600	300	600	600	0	600	600	300	0	0	600	600	600	600	600	375	225	600	150	600	600	525	600	600	600	450	600	0	450	0	0	0
chr17_54860650_54860950	0	300	300	300	0	300	275	300	300	300	100	300	300	0	175	300	0	300	300	0	0	0	200	275	300	0	0	0	300	0	300	0	100	300	300	0	300	25	300	0	300	175	125	0	0	300	0	0	0
chr17_54887850_54888500	0	75	425	650	0	0	0	650	75	150	0	450	525	500	500	500	125	200	0	650	0	0	650	650	0	0	0	0	0	650	0	0	0	0	650	0	450	75	0	650	650	425	0	0	0	0	0	0	0
chr17_54908900_54909350	0	450	450	0	0	450	0	350	450	450	0	450	450	425	450	0	0	0	450	450	0	350	450	450	0	0	0	0	450	325	375	125	0	0	275	0	0	425	350	0	325	0	0	450	0	0	0	0	0
chr17_54925400_54926100	0	700	700	0	0	525	0	700	700	700	0	675	700	225	175	700	0	700	0	400	475	0	700	700	600	0	0	0	0	0	525	675	0	0	175	0	325	525	0	0	700	0	0	700	0	300	0	0	0
chr17_55160750_55161100	0	350	350	0	0	350	0	250	175	325	0	350	350	350	350	0	350	350	250	250	0	350	325	350	0	0	0	350	250	0	325	0	0	0	325	0	0	350	0	100	350	0	0	250	0	0	0	0	0
chr17_55218300_55218900	0	600	600	525	0	300	0	450	525	600	600	600	600	600	0	600	600	600	375	600	0	225	600	600	450	0	0	600	225	225	600	600	150	0	600	0	450	600	225	600	600	600	0	600	0	75	600	0	75
chr17_55254950_55256050	0	1100	1100	1100	0	1100	250	1100	475	700	0	1100	175	625	1100	1000	1100	1100	625	850	175	25	1100	1100	850	0	0	1100	0	1100	100	1100	750	0	925	0	525	250	0	1075	1100	475	0	1075	0	0	0	0	0
chr17_55285200_55285650	75	450	450	225	0	450	150	450	450	450	375	450	450	375	150	450	450	450	450	450	300	75	225	450	0	0	0	450	450	450	375	450	0	0	450	0	0	225	225	0	450	300	0	450	0	450	0	0	0
chr17_55288800_55289100	0	300	300	75	0	300	0	300	0	0	0	225	0	0	300	0	300	75	0	225	0	0	300	150	0	0	0	0	0	300	0	0	0	0	300	0	0	0	0	0	300	0	0	300	0	0	0	0	0
chr17_55332450_55333100	0	650	650	650	375	650	275	650	650	650	650	650	650	275	650	650	0	650	0	650	650	0	650	650	225	0	0	225	0	350	350	650	0	0	650	0	650	650	575	50	650	0	275	575	0	0	0	0	0
chr17_55364900_55365250	0	325	350	325	0	325	0	325	0	350	350	350	350	100	0	350	350	350	0	350	0	350	350	325	325	0	0	0	0	25	0	250	0	0	325	0	350	325	25	175	0	0	0	0	0	0	250	0	0
chr17_55550300_55550950	0	650	550	550	0	650	0	625	650	475	400	650	650	0	100	325	0	375	400	600	0	550	625	650	175	0	650	0	375	625	450	650	650	550	650	175	0	0	650	0	625	650	0	650	325	0	250	0	0
chr17_55570100_55570450	0	350	250	0	0	350	0	350	350	350	350	350	350	325	0	325	350	350	350	25	0	0	350	350	0	0	0	350	0	0	0	325	0	0	325	0	25	250	325	250	250	325	0	350	0	0	25	0	0
chr17_55619000_55619400	225	375	400	400	0	375	0	400	400	300	325	400	400	0	0	0	375	400	0	375	0	0	400	400	0	0	0	0	0	25	0	400	0	0	175	0	0	250	0	0	400	0	400	400	0	0	0	0	0
chr17_55830650_55831100	0	200	275	425	0	450	0	425	275	0	0	450	450	200	450	275	0	0	125	450	125	0	450	400	450	0	0	50	0	0	0	325	0	0	50	0	0	0	0	450	450	50	0	425	0	0	0	0	0
chr17_55847950_55848400	275	450	450	450	400	450	425	450	350	450	450	450	450	450	450	450	450	450	125	450	450	0	450	450	450	0	0	450	450	425	450	450	450	200	450	0	450	425	450	450	450	350	425	450	50	350	450	125	200
chr17_56023950_56024650	0	0	675	0	0	0	0	0	0	525	0	700	700	700	700	700	700	0	150	700	0	0	700	700	700	0	0	600	700	700	75	0	0	0	700	0	0	600	0	625	700	0	0	700	25	0	25	250	0
chr17_56104950_56105550	0	525	600	450	0	450	0	375	75	600	525	600	600	600	0	0	600	525	0	300	600	300	600	600	600	0	0	300	600	0	150	375	0	0	600	0	600	75	600	0	600	375	0	600	0	0	0	0	300
chr17_56129900_56130350	0	450	450	425	275	425	0	425	350	450	450	450	450	0	450	0	0	325	425	450	450	0	200	450	450	0	0	250	450	275	125	0	0	0	450	0	0	450	0	0	450	0	0	450	0	450	0	0	450
chr17_56151000_56151300	0	300	300	300	75	300	0	300	300	300	300	300	300	0	300	300	300	300	300	300	300	0	300	300	300	0	0	300	0	300	300	300	0	150	300	0	300	300	300	300	300	300	0	300	0	0	0	0	225
chr17_56164300_56164600	0	275	200	50	0	125	0	200	200	300	125	300	300	200	300	300	300	0	125	300	0	0	0	300	0	0	0	0	50	0	0	300	0	0	300	0	275	300	300	300	275	275	0	300	0	300	0	0	25
chr17_56171100_56171500	0	375	400	250	0	400	0	400	400	400	100	400	400	0	400	400	325	150	0	400	400	0	400	400	0	0	0	0	375	0	400	250	0	0	400	0	400	400	400	400	400	0	0	400	0	0	0	0	0
chr17_56196400_56196750	350	350	0	350	275	350	0	350	350	350	0	350	200	350	350	350	350	0	0	350	350	0	350	350	300	0	0	0	350	350	350	350	0	350	350	225	350	350	350	350	350	0	75	225	0	0	0	0	0
chr17_56252850_56253150	0	300	300	300	225	300	300	300	300	0	0	300	75	225	0	300	225	300	0	300	75	75	300	300	300	0	0	0	300	75	300	300	0	0	300	150	0	300	300	300	300	300	0	300	0	0	0	0	0
chr17_56260550_56261000	0	450	450	450	50	450	0	450	275	450	450	450	350	0	450	0	0	125	0	400	425	0	450	450	450	0	0	200	450	0	0	400	0	0	0	0	0	450	450	125	450	250	0	450	0	0	0	0	0
chr17_56325500_56325900	0	400	400	400	75	400	0	375	400	400	400	400	400	25	100	0	375	400	0	400	400	0	400	400	400	0	0	225	400	400	150	400	0	0	400	0	400	300	75	400	400	150	0	400	0	150	0	0	0
chr17_56368400_56368800	100	325	400	375	325	400	175	400	0	400	400	400	400	0	400	0	0	0	0	400	400	0	400	400	400	0	0	0	0	225	0	250	0	0	300	0	0	250	0	0	375	0	0	400	0	0	0	0	0
chr17_56527650_56528100	225	450	375	450	300	450	0	450	450	450	450	450	450	450	450	450	150	450	225	450	450	0	450	450	450	75	0	450	75	0	300	225	0	0	450	0	450	450	450	450	450	450	0	450	0	0	0	0	0
chr17_56566350_56566650	0	300	300	300	150	300	0	300	300	300	300	300	300	225	300	300	300	300	0	300	300	0	300	300	0	0	0	0	0	300	0	300	0	0	300	0	300	300	300	300	300	75	0	300	0	0	150	0	0
chr17_56587250_56587650	0	400	400	400	400	400	0	400	400	400	400	400	400	0	0	325	325	0	0	400	400	0	400	400	225	0	0	300	0	25	0	0	0	0	375	0	0	0	0	0	400	0	0	400	0	0	0	0	0
chr17_56599300_56599750	400	450	450	450	300	425	425	450	450	450	450	425	450	450	450	250	450	450	450	450	125	0	450	450	125	200	0	400	450	0	0	0	25	0	50	0	0	450	0	0	450	300	0	450	0	450	0	0	0
chr17_56629450_56630150	0	700	700	350	0	700	350	700	700	700	275	700	700	0	700	0	0	0	375	700	500	0	700	700	0	350	0	700	350	0	0	0	0	0	700	0	350	0	125	575	700	0	0	700	0	375	0	0	0
chr17_56670150_56670550	0	400	400	0	0	400	375	375	400	400	400	400	400	0	400	375	400	0	0	400	0	0	400	400	400	0	0	0	400	25	0	300	0	0	400	0	400	0	0	400	300	250	0	400	0	0	0	0	0
chr17_56679000_56679300	0	300	300	300	0	225	0	300	300	300	0	300	0	75	0	300	0	0	150	300	300	0	300	300	300	0	75	0	150	0	0	300	300	150	300	150	75	225	0	300	300	150	150	300	0	300	0	0	0
chr17_56697150_56697500	0	350	350	350	0	350	350	350	350	350	350	0	225	0	0	0	0	0	350	350	0	0	350	350	200	0	0	0	200	0	0	0	0	0	125	0	0	50	0	0	350	0	0	275	0	0	0	0	0
chr17_56717400_56717700	0	300	75	0	0	75	0	300	0	300	150	300	225	0	0	0	0	0	0	300	300	0	300	300	0	0	0	0	0	300	0	0	0	0	300	0	0	0	0	0	150	0	0	300	0	0	0	0	0
