A.intersect.value	CLL.A34021.CEMT_4.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34037.CEMT_5.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34076.CEMT_6.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34940.CEMT_26.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34947.CEMT_27.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34954.CEMT_28.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34961.CEMT_29.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A35238.CEMT_25.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CCCATG.FindER2.bed.remDups.bed.intersect.value	CLL.A35245.CEMT_30.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_ATGTCA.FindER2.bed.remDups.bed.intersect.value	CLL.A60645.CEMT_94.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60652.CEMT_95.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60659.CEMT_96.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60668.CEMT_97.H3K9me3.hg38.bwa-sb.IX4419.C9587ANXX_4_GGCTAC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135687_EGAR00001139769_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133243_EGAR00001137329_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215595_EGAR00001228091_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215955_EGAR00001228606_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171949_EGAR00001185105_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001135683_EGAR00001139773_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272637_EGAR00001300126_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272619_EGAR00001300046_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272595_EGAR00001300136_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291852_EGAR00001320579_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323209_EGAR00001352515_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326443_EGAR00001355794_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272620_EGAR00001300047_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272618_EGAR00001300045_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272625_EGAR00001300052_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272703_EGAR00001300107_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272706_EGAR00001300111_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272689_EGAR00001300082_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272659_EGAR00001300006_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272664_EGAR00001300011_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272653_merged2runs_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272585_EGAR00001300065_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304998_EGAR00001334471_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304995_EGAR00001334420_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326454_EGAR00001355727_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001326440_EGAR00001355791_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305062_EGAR00001334389_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326619_EGAR00001355765_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326520_EGAR00001355882_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326536_EGAR00001355851_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326492_EGAR00001355779_usMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	GCBC.A70850.CEMT_134.H3K9me3.hg38.A70850_3_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70857.CEMT_135.H3K9me3.hg38.IX5209.CAVPBANXX_2_GGCTAC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70864.CEMT_136.H3K9me3.hg38.IX5210.CAVPBANXX_3_ACGATA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70871.CEMT_137.H3K9me3.hg38.IX5212.CAVPBANXX_5_ATAATT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70878.CEMT_138.H3K9me3.hg38.IX5213.CAVPBANXX_6_CACCGG.FindER2.bed.remDups.bed.intersect.value
chr21_27532600_27532950	0	75	0	0	0	0	0	225	150	0	0	0	75	0	350	0	0	0	350	0	0	0	0	350	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	225	0	350	0	0	0	350	350	0
chr21_27563800_27564200	0	0	0	0	0	0	0	0	0	350	275	0	200	0	0	0	0	0	50	400	0	0	0	350	0	400	400	0	0	0	0	0	400	400	0	400	0	0	0	0	0	0	400	0	0	0	400	275	0
chr21_27565350_27565700	0	0	350	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	275	0	350	0	350	350	0	0	0	0	0	350	350	75	350	0	0	0	0	200	225	350	0	0	0	0	125	350
chr21_27567300_27567900	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	75	0	0	150	600	0	0	0	450	0	600	600	0	0	0	0	0	600	600	0	600	0	0	0	0	0	0	600	0	0	0	150	600	300
chr21_27571600_27572000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	400	0	200	0	0	0	0	400	0	400	400	0	0	0	0	0	400	400	0	400	0	0	0	0	0	125	400	0	0	0	400	400	0
chr21_27589050_27589200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	150	0	0	0	0	150	0	150	150	0	0	0	0	0	150	150	0	150	0	0	0	75	0	0	150	0	0	0	150	150	0
chr21_27612150_27612650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	500	0	0	0	0	275	0	500	500	0	0	0	0	0	500	500	0	500	0	0	0	0	0	0	500	0	0	0	500	500	500
chr21_27620700_27621000	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	300	0	0	0	0	0	0	300	300	0	0	0	0	0	300	225	0	300	300	0	0	0	0	0	300	0	300	0	0	300	150
chr21_27628450_27628950	0	0	0	0	0	0	0	0	0	150	150	0	500	0	0	0	0	200	0	0	450	0	0	0	0	500	500	0	500	0	0	0	500	500	0	500	0	0	0	0	0	0	500	0	0	0	500	500	75
chr21_27634050_27634800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	75	750	0	750	750	0	0	0	0	0	750	750	0	750	0	0	0	0	525	0	75	0	0	0	0	300	450
chr21_27642300_27642600	0	0	0	0	0	0	0	75	0	0	0	0	0	0	300	0	75	0	300	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	0	0	300	300	300
chr21_27647950_27648500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	550	0	0	0	0	50	0	550	550	0	125	0	50	0	550	200	0	550	0	0	0	0	0	0	550	0	0	0	550	550	500
chr21_27653950_27654300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	350	0	125	0	0	350	0	350	350	0	125	0	0	0	350	50	300	350	0	0	0	0	0	0	350	0	0	0	350	350	350
chr21_27675000_27675300	0	0	0	0	0	0	0	0	0	0	0	0	225	75	0	300	0	0	300	0	0	0	75	150	0	300	300	0	0	0	0	0	300	0	300	300	0	0	0	0	0	0	300	0	0	0	300	300	300
chr21_27779250_27779750	0	0	0	75	0	0	0	0	150	0	0	0	500	75	350	500	0	0	500	0	0	0	0	300	0	500	500	0	0	0	0	0	500	500	0	500	0	0	0	0	0	0	500	0	0	0	500	500	375
chr21_27798450_27798600	0	150	0	0	150	75	0	150	75	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	150	150	0	0	0	0	0	150	150	0	150	0	0	0	150	0	0	150	0	0	0	0	0	150
chr21_27900150_27900450	0	0	0	0	0	0	0	0	0	0	0	150	225	0	225	0	0	0	0	0	0	0	300	0	0	300	300	0	0	0	0	0	300	0	0	0	0	0	0	0	150	0	300	0	0	0	150	300	300
chr21_27900600_27901300	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	700	0	0	0	0	0	0	700	550	0	0	600	0	0	675	450	100	700	0	0	0	0	325	0	700	0	0	100	250	700	75
chr21_27927750_27928100	0	0	0	0	0	0	0	350	350	0	0	0	350	0	75	0	0	275	350	0	0	350	0	350	0	350	350	0	0	0	0	0	350	0	0	350	0	0	0	200	0	0	350	0	0	0	300	350	0
chr21_27979600_27980050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	350	0	450	450	0	0	0	0	0	425	0	0	450	50	0	0	0	0	0	450	0	0	0	275	450	0
chr21_28010350_28010500	0	50	0	0	0	0	0	50	50	125	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	150	0	0	0	0	0	125	150	0	150	0	0	0	0	50	0	150	0	0	0	150	150	0
chr21_28033150_28033500	0	0	0	0	0	0	0	0	0	0	0	350	225	350	125	0	0	0	0	0	0	0	0	350	0	350	350	0	0	0	200	0	350	0	350	350	0	0	0	0	200	0	350	0	0	0	200	350	0
chr21_28083150_28083450	0	0	0	0	0	0	0	0	0	0	0	150	150	300	0	0	0	0	0	0	0	0	300	0	0	300	300	0	0	0	0	0	300	0	0	300	150	0	0	0	0	0	300	0	0	0	75	0	0
chr21_28088800_28089100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	300	0	300	0	50	0	275	300	0	275	50	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	300	0	0	0	300	300	0
chr21_28107900_28108100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	200	0	0	0	0	0	125	200	0	0	0	0	0	0	200	0	0	150	0	0	200	0	200	0	200	0	0	0	0	0	0
chr21_28124050_28124350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	275	0	0	125	0	0	0	0	300	0	300	0	0	0	0	0	0	275	0	0	300	0	0	0	0	0	0	300	0	0	0	275	0	0
chr21_29998900_29999250	0	0	0	0	0	0	0	0	0	0	0	350	0	0	275	0	200	0	0	0	0	0	0	350	0	350	350	0	50	0	0	0	350	350	0	350	0	0	0	0	0	0	350	0	0	0	275	350	0
chr21_30023550_30023850	0	0	0	75	0	75	0	150	75	0	0	0	225	75	0	0	0	0	75	0	0	0	0	0	0	300	300	0	0	0	0	0	300	150	0	150	0	0	0	0	0	0	300	0	0	0	225	0	0
chr21_30024900_30025250	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	225	275	0	0	0	150	75	0	350	350	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	350	0	0	0	0	350	350
chr21_30055450_30055650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	75	200	0	200	200	0	0	0	50	0	200	200	0	200	0	0	0	0	200	0	200	0	0	0	200	200	0
chr21_30056700_30057000	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	0	0	0	75	0	0	300	0	225	0	300	300	0	0	0	0	0	300	300	0	150	0	0	0	0	0	0	300	0	0	225	0	300	75
chr21_30066600_30067050	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	300	150	450	0	0	0	0	450	0	450	450	0	0	0	0	0	450	225	0	450	0	0	0	0	375	0	450	0	0	450	0	450	450
chr21_30068500_30069300	0	0	0	0	0	0	0	0	0	0	225	0	600	0	150	0	675	0	0	0	0	450	0	200	0	800	800	0	0	0	150	0	800	200	225	800	275	0	0	0	0	0	800	0	0	0	800	800	800
chr21_30069700_30070300	0	0	0	0	0	0	0	0	0	0	0	0	50	0	600	250	0	0	600	575	0	0	0	0	0	600	600	0	0	0	0	0	575	200	50	175	0	0	0	0	0	0	600	0	0	0	350	200	600
chr21_30070800_30071150	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	200	0	0	0	0	0	0	350	350	0	0	0	0	0	350	0	0	350	0	0	0	0	0	0	350	0	0	0	350	350	350
chr21_30099850_30099900	0	0	0	0	0	0	0	0	0	0	0	0	50	0	50	0	0	50	50	50	0	0	0	50	0	50	50	0	0	0	0	0	50	50	0	50	0	0	0	0	0	0	50	0	0	0	50	50	50
chr21_30106450_30107000	0	125	0	0	0	0	0	125	50	0	0	0	0	275	550	0	0	0	550	0	0	0	0	125	0	550	550	0	0	0	0	0	550	550	0	550	0	0	0	0	0	0	550	0	0	0	200	200	550
chr21_30109950_30110300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	350	0	350	350	0	350	0	150	0	350	0	0	200	0	0	0	0	75	0	350	0	225	0	125	350	300
chr21_30165400_30165750	0	0	0	0	0	0	0	0	0	75	0	0	0	0	125	0	0	0	350	0	0	0	0	75	0	350	350	0	0	50	0	0	350	350	0	125	0	0	0	0	0	0	350	0	0	0	0	350	350
chr21_30185050_30185900	0	0	0	0	0	0	0	0	0	50	0	50	125	0	200	0	275	0	350	0	0	0	0	350	0	850	850	0	0	0	0	0	850	850	0	575	0	0	0	0	200	0	850	0	0	650	200	275	850
chr21_30201950_30202400	0	0	0	0	0	0	0	0	0	250	0	425	250	0	0	0	0	0	450	0	0	0	0	0	0	450	450	0	0	0	0	0	450	0	0	350	0	0	0	0	0	0	425	0	0	0	400	450	450
chr21_30202750_30203400	0	0	0	0	0	0	0	150	0	0	0	0	450	0	225	600	0	0	650	0	200	0	275	0	0	650	650	0	0	0	0	0	650	650	450	650	0	0	0	0	0	0	650	0	0	0	0	650	650
chr21_30213600_30214000	0	0	0	0	0	0	0	0	0	0	0	0	0	225	250	150	0	0	225	0	0	0	0	150	0	400	400	0	0	0	0	0	375	0	250	400	0	0	0	0	0	0	400	0	0	0	0	400	400
chr21_30220800_30221000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	200	0	0	0	0	200	0	200	200	0	200	0	0	0	200	0	0	200	0	0	0	125	50	0	200	0	0	200	0	200	200
chr21_30259450_30259850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	400	275	0	0	0	0	0	400	400	0	0	0	0	0	400	125	0	400	0	0	0	0	200	0	400	0	0	50	0	50	400
chr21_30260500_30261150	0	0	0	0	0	0	0	0	0	0	300	0	200	0	650	0	0	0	0	0	0	650	0	0	0	650	650	0	50	0	0	0	650	650	0	275	375	0	0	125	275	0	650	0	0	0	575	500	425
chr21_30278900_30279200	0	0	0	0	0	275	0	300	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	275	300	0	0	0	125	0	300	275	0	300	0	0	0	0	0	0	300	0	0	0	250	300	300
chr21_30294150_30294450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	300	0	300	0	0	300	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	0	0	0	300	300
chr21_30304300_30304650	0	0	0	0	0	225	225	350	75	0	0	150	0	200	0	0	0	0	350	0	150	0	0	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	0	0	350	0	0	0	150	350	350
chr21_30310350_30310800	0	0	0	0	0	0	0	0	0	0	0	0	300	450	375	0	0	0	450	0	0	0	0	75	0	450	450	0	0	0	0	0	225	150	0	75	0	0	0	0	450	0	450	0	0	0	375	450	0
chr21_30329850_30330150	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	300	0	0	0	0	225	0	300	300	0	0	0	0	0	300	300	0	300	75	0	0	0	0	0	300	0	0	0	75	300	0
chr21_30331650_30332000	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	350	0	350	350	0	0	0	0	0	350	350	0	0	150	0	0	0	0	0	350	0	0	0	350	350	350
chr21_30364900_30365150	0	0	0	0	0	0	0	0	0	0	0	200	0	0	250	0	0	0	250	125	0	0	0	250	0	250	250	0	0	0	250	0	250	250	0	250	0	0	0	0	250	0	250	0	0	0	250	250	250
chr21_30373900_30373950	0	0	0	0	0	0	0	0	0	0	0	50	0	0	50	50	0	0	50	0	0	0	0	0	0	50	50	0	0	0	0	0	50	50	0	50	0	0	0	0	50	0	50	0	0	0	50	50	50
chr21_30383800_30384350	0	0	0	0	0	0	0	0	0	0	0	0	50	450	50	0	0	0	550	0	0	0	0	275	0	550	550	0	0	0	0	0	550	350	0	125	0	0	0	0	0	0	550	0	0	0	550	550	550
chr21_30402250_30402750	0	0	0	0	0	0	0	0	0	0	0	0	375	0	425	300	0	0	500	500	0	300	275	350	0	500	500	0	0	0	200	0	500	500	0	500	0	0	0	0	0	0	500	0	0	0	375	150	500
chr21_30432300_30432700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	150	0	0	0	0	300	0	225	400	0	400	400	400	0	0	0	0	375	0	0	400	0	0	0	0	0	0	400	0	0	250	400	400	400
chr21_30442500_30443100	0	0	0	0	0	150	0	150	0	0	0	0	225	0	600	600	0	0	0	75	0	450	75	0	0	600	600	0	300	0	150	0	600	600	0	600	0	0	0	0	0	0	600	0	0	0	525	600	450
chr21_30449700_30450200	0	0	0	0	0	0	0	0	0	0	0	0	75	0	375	0	0	0	500	0	0	0	0	75	0	500	500	500	0	0	0	0	500	350	0	500	0	0	0	0	0	0	500	0	0	0	75	500	500
chr21_30453300_30453800	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	500	225	200	0	0	275	0	500	500	0	0	0	275	0	500	500	0	500	0	0	0	0	0	0	500	0	0	0	50	500	500
chr21_30458550_30459150	0	0	0	0	0	75	0	150	75	0	0	0	450	0	600	0	600	0	375	300	0	0	225	600	0	600	600	0	75	0	0	0	600	600	300	600	0	0	0	0	0	0	600	0	0	0	150	600	600
chr21_30460750_30460850	0	100	0	0	0	0	0	100	0	50	100	0	0	0	0	0	0	0	100	0	100	0	0	0	0	100	100	100	0	0	100	0	100	100	0	100	0	0	0	0	0	0	100	0	0	0	100	100	100
chr21_30465250_30465800	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	550	0	0	550	0	0	0	0	275	0	550	550	0	0	0	0	0	550	550	125	350	0	0	0	0	0	0	550	0	0	0	550	550	200
chr21_30474900_30475550	0	0	0	0	0	0	0	0	0	75	75	650	275	0	425	0	0	0	125	0	0	0	0	50	0	650	650	0	0	0	0	0	650	650	0	125	0	0	0	0	0	0	650	0	425	0	650	650	600
chr21_30483600_30483900	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	300	0	0	300	0	0	0	0	0	0	300	300	0	0	0	0	150	300	300	0	150	0	0	0	0	0	0	300	0	0	0	0	225	75
chr21_30490900_30491300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	400	400	275	0	0	0	0	400	400	0	400	0	0	0	0	0	0	400	0	0	0	125	400	400
chr21_30499200_30499500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	225	0	300	0	0	0	0	300	0	300	300	0	0	0	0	0	300	300	75	300	0	0	0	0	0	0	300	0	0	75	300	300	300
chr21_30504900_30505350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	450	450	0	0	0	0	0	450	0	0	450	0	0	0	0	150	0	450	0	75	150	0	450	0
chr21_30554500_30555000	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	500	0	0	0	0	0	0	500	500	0	0	0	50	0	500	500	0	500	0	0	0	0	225	0	500	0	0	500	200	500	500
chr21_30562300_30562850	0	0	0	0	0	0	0	0	0	425	275	425	50	0	0	50	50	0	275	50	125	0	0	0	0	550	550	0	0	0	0	0	550	550	0	550	0	0	0	0	0	0	550	0	125	0	550	550	550
chr21_30566350_30567350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	650	275	0	125	0	0	0	0	0	0	1000	1000	0	0	0	0	0	1000	200	300	1000	0	0	0	0	0	0	1000	0	0	350	500	1000	1000
chr21_30569950_30570600	0	225	0	0	0	0	0	450	300	0	0	0	0	0	0	0	200	0	575	0	0	0	375	0	0	650	650	0	0	0	0	0	650	650	200	650	0	0	0	0	50	0	650	0	0	0	0	650	650
chr21_30582450_30582650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	200	0	0	0	0	0	0	200	200	0	0	0	125	0	200	200	0	200	0	0	0	0	200	0	200	0	0	200	0	200	200
chr21_30593550_30594350	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	125	0	0	150	0	0	0	0	150	0	800	800	0	0	0	0	0	800	800	0	800	525	0	0	275	350	0	800	0	0	0	300	800	150
chr21_30595650_30595850	0	0	0	0	0	0	0	0	0	0	0	0	0	150	200	0	0	0	200	0	0	0	0	0	0	200	200	0	0	0	0	0	200	200	200	200	0	0	0	0	0	0	200	0	0	0	0	200	200
chr21_30618100_30618600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	500	0	0	0	0	0	0	500	500	0	150	0	200	0	500	50	0	500	0	0	0	0	300	0	500	0	0	500	375	500	500
chr21_30649450_30649900	0	0	0	0	0	0	0	0	0	200	125	25	450	25	450	450	0	0	0	0	0	0	0	400	0	450	450	0	0	0	0	0	425	450	450	450	0	0	0	0	0	0	450	0	0	0	450	450	450
chr21_30704250_30704300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	50	0	0	0	50	50	0	0	0	50	0	50	50	0	50	50	0	0	0	50	0	50	0	0	0	50	50	50
chr21_30728500_30729600	0	0	500	0	0	0	0	0	0	0	825	675	375	0	425	0	0	0	0	225	0	0	0	125	0	1100	1100	0	0	0	200	0	1100	725	0	450	75	0	0	0	0	0	1100	0	0	0	1100	1100	1100
chr21_30753850_30753950	0	0	0	0	0	0	0	100	50	0	0	0	0	0	100	100	0	0	0	0	0	0	0	50	0	100	100	0	0	0	0	0	100	100	100	100	0	0	0	0	50	0	100	0	0	0	100	100	0
chr21_30767100_30767450	0	0	0	0	0	0	0	0	0	0	0	0	350	0	350	0	350	0	350	50	0	300	75	50	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	0	0	350	0	50	0	350	350	350
chr21_30777750_30777900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	75	150	0	150	150	0	0	0	150	0	150	150	75	150	0	0	0	0	0	0	150	0	0	0	150	150	150
chr21_35719400_35719750	0	0	0	0	0	0	0	325	0	0	0	325	0	100	350	325	0	0	0	350	0	100	175	0	25	325	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0
chr21_38053900_38054100	0	0	0	0	0	0	0	200	0	125	200	0	0	0	200	200	75	0	0	0	0	0	0	50	0	200	200	0	0	0	0	200	200	200	0	200	0	0	0	0	200	0	200	0	0	0	0	0	0
chr21_38766900_38768100	225	375	450	375	300	525	375	525	450	750	975	525	750	0	0	0	0	0	0	675	525	450	1200	225	0	1200	0	0	0	0	0	0	1200	0	600	0	0	0	0	0	1200	0	1200	0	0	0	0	0	0
chr21_39742050_39742350	0	0	0	0	0	0	0	0	0	300	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	300	225	0	300	0	0	0	0	0	0	300	0	0	0	150	75	300
chr21_39773200_39773750	0	0	0	0	0	0	0	0	0	0	350	0	200	200	0	0	0	0	0	125	0	0	0	125	0	125	550	0	0	0	0	0	550	550	125	550	0	0	0	0	0	0	550	0	0	0	550	550	550
chr21_39911950_39912350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	275	400	400	0	0	125	0	0	400	400	0	0	125	0	0	400	400	400	400	0	0	0	0	0	0	400	0	0	0	200	400	125
chr21_40067250_40067550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	300	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	0	0	75	300	0
chr21_40104100_40104450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	350	0	0	225	0	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	300	0	350	0	0	300	350	350	0
chr21_40146400_40146700	0	0	0	0	0	50	0	0	0	0	0	0	0	0	200	0	0	0	0	50	125	0	300	0	0	300	300	0	0	0	0	0	300	0	0	300	0	0	0	0	125	0	275	0	0	0	0	0	0
chr21_40162750_40163450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	700	700	0	0	0	0	200	700	700	375	700	0	0	0	0	0	0	700	0	0	0	575	700	275
chr21_40177450_40177800	0	0	275	0	0	0	0	0	0	150	0	75	350	300	75	0	0	0	0	0	0	0	0	75	0	350	350	0	300	0	0	0	350	350	0	350	0	0	0	0	350	0	350	0	0	0	350	350	350
chr21_40229700_40230350	0	0	0	0	0	0	0	0	0	0	150	150	525	0	225	425	200	450	650	375	0	650	0	650	0	650	650	0	0	0	0	0	650	650	0	650	0	0	0	0	0	0	650	0	0	650	450	650	650
chr21_40232550_40233300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	150	0	675	0	0	0	0	525	0	750	750	0	0	0	0	0	750	750	0	750	0	0	0	75	225	0	750	0	750	0	150	750	750
chr21_40258350_40258800	0	0	0	0	0	0	0	0	150	0	300	150	0	0	0	150	0	0	300	0	0	0	0	0	0	450	450	0	0	0	0	75	450	450	0	450	0	0	0	0	225	0	450	0	0	0	450	450	0
chr21_40266700_40267200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	500	0	0	0	0	150	0	500	500	0	0	0	0	0	500	500	300	375	0	0	0	300	0	0	375	0	0	0	50	300	150
chr21_40281450_40281800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	350	0	0	0	0	0	0	350	350	350	0	0	0	0	350	350	350	350	0	0	0	0	350	0	350	0	0	0	0	350	350
