A.H3K36me3.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value
chr19_58093500_58093800	300	300	0	300	0	300	75	75	300	300	300	300	0	0	300	0	75	300	0	300	300	0	300	0	75	0	0	75	300	225	225	300	0	0	300	0	300	300	300	300	0	300	0	300	0	0	0	0	0	0
chr19_58351950_58352700	750	450	750	525	0	450	225	225	750	750	750	750	750	150	750	450	750	750	525	750	750	0	750	750	0	0	0	375	750	750	750	750	750	0	675	600	300	750	750	750	525	750	750	750	0	0	0	0	0	0
chr19_58353900_58354250	350	225	350	225	0	350	0	0	350	350	350	350	350	0	350	350	350	0	350	0	350	0	350	350	350	0	0	350	200	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	0	0	0	0	0	0
chr2_3197500_3198400	425	900	725	125	0	850	0	900	900	900	900	900	900	900	900	900	900	175	200	525	900	0	900	875	900	900	725	900	900	900	900	900	900	900	875	900	900	900	900	900	900	900	900	900	50	0	0	0	0	0
chr2_3199850_3200700	600	600	850	675	0	850	0	675	850	850	850	850	850	400	850	175	850	850	0	850	850	225	850	300	850	850	625	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	0	0	0	0	0	0
chr2_3236700_3237150	450	450	450	450	0	450	450	450	450	450	450	450	450	450	450	75	450	450	0	450	450	0	450	450	450	0	450	450	450	450	450	450	375	450	450	450	450	450	450	450	0	450	450	450	0	0	0	0	0	0
chr2_3237350_3237650	300	300	300	300	0	275	300	300	300	300	300	300	300	25	300	300	300	300	0	300	300	0	300	300	300	0	300	300	275	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	0	0	0	0	0	0
chr2_3238600_3239050	450	425	450	450	0	450	0	450	450	450	450	450	450	425	450	450	450	425	175	450	450	25	450	175	450	450	450	50	450	450	450	450	450	450	450	450	450	450	450	450	275	450	450	450	0	0	0	0	0	0
chr2_3243650_3244100	450	400	450	450	0	450	50	400	450	450	425	425	450	125	450	450	450	200	0	0	450	0	450	450	275	200	350	0	425	450	450	450	450	450	350	450	450	450	450	450	425	450	450	450	275	0	0	0	0	0
chr2_3252450_3252750	150	300	300	300	0	300	75	300	300	150	300	300	300	0	0	300	0	0	0	150	300	0	300	150	75	300	0	300	300	75	0	300	300	300	300	300	150	300	300	300	0	300	300	300	300	0	0	0	75	150
chr2_3266550_3267300	750	750	750	225	0	750	225	225	750	750	750	750	750	0	750	750	750	750	0	750	750	0	750	750	750	675	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	0	0	0	0	0	0
chr2_3268200_3268550	350	350	350	350	0	350	0	350	350	350	350	350	350	350	350	350	350	350	225	350	350	350	350	350	350	300	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	0	0	0	0	0
chr2_3287750_3288650	900	900	900	900	800	900	350	725	900	900	900	900	900	900	900	850	900	275	0	875	900	0	900	875	900	550	875	900	350	875	800	900	900	900	875	900	650	800	900	900	875	900	900	900	650	0	425	350	650	0
chr2_3289550_3290150	600	600	600	600	425	600	25	600	600	600	600	600	600	350	600	600	600	600	350	600	600	0	600	575	575	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	25	0	0	0	0	0
chr2_3339950_3340250	300	300	300	300	50	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	0	300	275	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	275	300	300	300	200	0	0	0	0	0
chr2_3362550_3362850	300	300	300	300	0	300	300	300	300	300	300	300	300	300	0	0	300	0	0	225	300	0	300	300	300	0	300	300	300	0	300	300	300	300	300	300	300	300	300	300	0	300	300	300	0	0	0	0	0	0
chr2_3461200_3461500	300	300	300	50	0	300	50	300	300	300	300	300	300	300	300	300	300	300	300	300	300	250	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	275	300	300	300	0	0	0	0	0	0
chr2_10386950_10387350	400	300	400	0	0	75	0	150	225	400	400	400	400	400	400	400	400	25	0	400	400	0	400	400	400	400	0	400	400	400	400	400	400	0	400	0	400	400	400	400	175	400	400	400	0	0	0	0	0	0
chr2_15945950_15946500	550	550	550	550	0	550	0	550	550	550	550	550	550	550	0	0	0	0	0	525	550	0	550	550	0	0	0	0	0	0	0	25	0	0	550	0	0	0	0	0	400	550	0	0	0	0	0	0	0	0
chr2_18640300_18640750	450	450	450	400	0	450	0	450	450	450	450	425	350	0	0	450	200	450	0	0	450	0	450	450	0	0	0	0	0	250	450	450	0	0	450	0	425	450	450	450	0	450	0	450	0	0	0	0	0	0
chr2_18742500_18742850	350	350	350	350	0	200	0	350	350	350	350	350	350	0	0	350	0	0	0	350	350	0	125	300	150	0	0	0	0	0	0	0	0	0	0	0	0	125	350	350	350	350	0	350	0	0	0	0	0	0
chr2_20646700_20647300	600	600	600	25	0	600	600	600	600	600	600	600	600	600	500	100	600	600	0	600	600	0	600	575	600	575	25	500	600	425	600	600	600	425	600	600	600	600	600	600	425	600	600	600	0	0	0	0	0	0
chr2_20647800_20648100	300	300	150	300	0	300	0	300	300	300	300	300	150	0	0	0	300	150	0	0	300	0	300	0	0	0	0	0	300	300	0	0	300	0	300	0	75	300	300	300	300	300	0	300	0	0	0	0	0	0
chr2_23476950_23477400	450	450	450	450	0	450	450	450	450	450	450	450	450	0	0	450	0	0	0	450	450	0	450	450	450	450	450	0	375	450	450	0	450	450	450	450	0	450	450	0	450	450	0	450	0	0	0	0	0	0
chr2_23905500_23905850	350	350	350	350	0	350	225	350	350	300	350	350	150	350	350	350	0	225	350	350	350	225	350	350	350	0	350	225	350	350	350	350	0	350	350	350	350	350	350	350	0	350	350	350	350	0	0	350	350	350
chr2_24053850_24054200	350	350	350	0	0	350	0	0	350	350	350	350	125	150	0	0	0	0	0	350	350	0	350	350	50	0	0	0	0	0	0	350	0	0	0	0	0	350	350	0	0	350	125	350	0	0	0	0	0	0
chr2_24200650_24201150	500	500	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	225	500	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	150	500	500	500	500	0	500	500	500	500
chr2_25330200_25330500	300	150	300	75	0	300	0	300	300	300	300	300	0	225	0	300	0	300	0	300	300	0	300	300	75	0	0	0	150	300	300	300	225	0	300	0	300	150	300	300	300	300	300	300	0	0	0	0	0	0
chr2_25589700_25590000	300	300	300	300	0	300	0	0	300	300	300	300	300	300	150	0	300	0	0	300	300	0	300	150	300	225	0	225	0	300	300	300	150	300	225	0	300	300	300	300	300	300	300	300	0	0	0	0	0	0
chr2_28225050_28225350	0	300	300	300	0	300	0	300	300	300	300	300	300	300	0	0	0	225	0	300	300	0	300	300	300	0	0	0	300	75	300	0	0	0	0	0	0	300	300	300	300	300	150	300	0	0	0	0	0	0
chr2_28325400_28325700	225	300	300	300	0	0	0	300	300	300	300	300	300	0	300	300	300	300	0	0	300	0	300	300	0	0	0	300	300	225	300	300	0	0	300	300	300	300	300	300	150	300	300	300	0	0	0	0	0	0
chr2_28334250_28334850	600	600	600	600	75	600	0	600	600	600	600	600	600	600	600	600	600	0	0	600	600	0	600	0	600	0	0	600	600	600	600	600	600	0	75	0	600	600	600	600	600	600	600	600	0	0	0	0	0	0
chr2_28335600_28336050	450	450	450	450	0	450	225	450	450	450	450	450	375	450	0	300	150	300	0	450	450	0	450	0	450	0	0	0	450	450	450	450	450	0	75	0	450	450	450	450	0	450	450	450	0	0	0	0	0	0
chr2_28336900_28337450	550	550	550	125	50	275	0	50	550	550	550	550	550	550	550	275	550	550	0	550	550	0	550	550	550	425	125	550	550	550	550	550	550	0	0	0	550	550	550	550	550	550	550	550	0	0	0	0	0	0
chr2_32293950_32294250	300	75	300	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	150	0	300	300	300	300
chr2_38586150_38586550	300	375	400	400	150	375	0	400	375	400	400	400	400	0	0	0	250	375	400	400	400	0	400	400	0	400	300	0	400	300	225	0	400	300	400	400	150	0	0	400	0	400	75	400	250	25	0	175	25	100
chr2_38691550_38691900	350	350	350	350	275	350	50	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	275	200	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	150	50	275	350	350
chr2_39521700_39522000	0	225	300	300	0	300	300	300	300	300	300	300	300	300	300	300	0	150	0	300	300	0	300	225	0	300	300	0	0	0	300	75	300	300	150	300	0	300	300	300	150	300	300	300	300	300	300	300	300	300
chr2_42627100_42627450	350	350	350	350	0	350	350	350	350	350	350	350	350	0	350	200	300	350	0	350	350	0	350	350	0	350	350	350	300	0	350	350	350	350	350	350	0	350	350	350	0	350	350	350	350	0	350	350	350	350
chr2_43212250_43212700	450	450	450	425	0	450	125	450	0	450	450	450	400	450	0	425	450	0	125	0	450	0	450	0	450	450	100	0	450	0	325	450	450	400	450	25	0	450	450	450	450	450	450	450	0	0	0	0	0	0
chr2_43313400_43313700	300	300	300	300	0	300	75	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	75	300	225	300	300	300	300	300	300	300	300	300	300	300	300	300	300	150	300	300	300	75	0	0	75	0	0
chr2_44214150_44214450	300	300	300	300	300	300	75	300	300	300	300	300	300	0	300	300	300	300	300	300	300	0	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	0	300	300	300	0
chr2_45821250_45821850	600	600	600	600	0	375	75	525	600	600	600	600	600	0	0	225	600	600	0	600	600	0	600	300	450	0	375	0	525	300	600	600	600	600	0	600	225	150	300	300	0	600	600	600	0	0	0	0	0	0
chr2_45822150_45822500	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	0	350	125	50	350	350	0	350	350	200	0	350	350	150	0	350	350	300	350	350	350	350	350	350	350	125	350	350	350	0	0	0	0	0	0
chr2_45904350_45904950	375	600	600	0	0	600	300	600	600	600	600	600	600	150	600	600	600	600	0	600	600	0	600	600	600	450	600	600	600	600	600	600	600	600	600	600	600	600	600	600	0	600	600	600	375	0	0	0	150	0
chr2_46924800_46925100	300	300	300	150	150	300	300	300	300	300	300	300	225	300	0	0	300	0	0	150	300	0	300	300	300	0	300	0	0	300	300	0	300	300	0	300	300	300	300	300	0	300	300	300	0	0	0	0	0	0
chr2_47057950_47058600	650	650	650	375	0	650	0	650	0	650	650	650	650	200	650	650	650	50	0	650	650	0	650	650	650	650	650	650	650	650	650	650	650	650	650	650	450	650	650	650	650	650	525	650	375	0	0	0	0	0
chr2_47518050_47518350	300	300	300	300	0	300	0	0	300	300	300	0	300	0	0	0	0	0	0	0	300	0	300	0	0	300	300	0	0	0	300	0	300	300	150	300	150	300	300	0	300	300	300	0	300	300	0	300	300	300
chr2_63172550_63172850	300	300	300	300	0	0	0	300	300	125	250	300	300	250	250	300	300	50	250	300	300	0	300	300	0	0	0	0	300	300	300	25	0	0	250	0	300	300	300	300	0	300	300	300	25	0	0	0	0	0
chr2_63199450_63200050	500	600	600	600	0	575	0	425	575	600	600	600	600	0	325	600	275	0	450	575	600	0	600	600	325	0	0	600	0	125	575	600	0	0	0	0	475	400	600	600	0	600	600	600	0	0	0	175	0	0
chr2_64044900_64045200	300	300	300	300	0	300	0	300	300	300	300	75	300	0	0	0	0	0	0	300	300	0	300	150	0	0	300	0	0	0	0	0	300	300	0	300	0	0	0	0	0	300	0	0	0	0	0	0	0	0
chr2_64057600_64057950	350	350	350	0	0	350	0	350	350	350	350	350	350	0	0	0	0	350	0	0	350	0	350	0	0	0	350	0	0	0	0	0	350	350	350	350	0	0	0	0	0	350	0	0	350	350	350	350	350	50
chr2_64068600_64069350	750	750	600	750	0	750	0	750	750	750	750	750	750	300	0	0	0	0	0	750	750	375	750	675	0	0	750	0	0	0	0	300	750	750	600	750	0	0	300	0	0	750	0	750	750	750	675	750	750	675
chr2_64070350_64070800	450	450	450	450	450	450	0	450	450	450	450	450	450	0	0	0	0	200	0	450	450	125	450	425	275	0	450	0	0	0	0	0	450	450	450	450	0	0	300	0	0	450	0	450	450	425	125	450	450	450
chr2_64079450_64079750	300	300	200	300	0	300	0	300	300	300	300	300	300	0	0	0	0	0	0	0	300	0	300	0	0	0	300	0	0	0	0	0	300	300	0	300	0	0	0	0	0	300	0	0	300	0	200	275	300	300
chr2_64396150_64396750	350	600	600	600	50	600	50	50	600	600	600	600	350	250	0	0	50	600	0	0	600	0	600	600	0	0	0	0	0	0	0	0	50	0	600	0	0	50	275	0	0	600	0	600	0	0	0	0	0	0
chr2_72942900_72943300	400	300	400	0	0	0	0	0	400	400	400	400	400	0	400	100	400	75	0	0	400	0	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	325	400	400	400	400	400	400	0	0	0	0	0	0
chr2_72944350_72945300	950	950	950	750	0	750	0	675	950	50	950	950	950	950	950	200	950	600	0	0	950	0	950	950	950	675	425	125	200	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	0	0	0	0	0	0
chr2_72952650_72953050	400	400	400	400	0	0	0	400	400	400	400	400	300	0	150	400	175	0	0	0	400	0	400	0	0	400	0	325	0	400	100	400	400	0	400	325	325	400	400	100	300	400	400	400	0	0	0	0	0	0
chr2_72981150_72981750	600	600	600	75	300	150	225	600	600	150	600	600	600	0	300	300	150	0	225	600	600	0	600	525	75	525	0	0	0	0	150	600	600	0	450	600	75	150	525	525	600	600	600	600	0	0	0	0	0	0
chr2_72998650_72999250	600	250	600	325	0	250	175	250	600	600	600	600	600	600	600	600	600	0	0	600	600	0	600	575	500	600	575	600	600	575	600	600	600	600	600	600	600	600	600	600	425	600	600	600	0	0	0	0	0	0
chr2_73020450_73020900	450	450	450	225	0	450	0	450	450	450	450	450	450	450	450	450	450	150	0	0	450	0	450	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	0	0	0	0	0
chr2_73022550_73022900	350	350	350	50	0	350	75	125	350	225	350	350	350	200	300	0	350	300	0	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	75	0	0	0	0	0
chr2_73036700_73037200	500	375	500	0	0	175	0	0	500	500	500	500	500	0	475	25	500	175	0	0	500	0	500	475	475	500	475	475	500	500	500	500	500	500	500	500	500	500	500	500	325	500	500	500	0	0	0	0	0	0
chr2_73270650_73271150	500	500	500	500	0	500	50	125	350	500	500	500	500	500	500	500	350	500	0	500	500	200	500	500	125	0	500	500	500	500	500	425	500	500	350	500	500	500	500	500	500	500	500	500	0	0	0	0	0	0
chr2_74258550_74258850	300	300	300	300	0	300	300	300	300	300	300	300	300	0	225	225	300	0	300	300	300	0	300	300	300	0	0	300	300	300	300	300	0	0	300	0	300	300	300	300	0	300	300	300	0	0	0	0	0	0
chr2_74864850_74865150	300	300	300	300	0	300	0	75	300	300	300	300	150	300	300	300	300	300	0	75	300	0	300	300	0	0	0	225	75	300	300	300	75	300	225	0	300	300	300	300	0	300	300	300	0	0	0	0	0	0
chr2_84909350_84909750	400	400	400	300	0	400	0	400	400	400	400	400	400	0	400	0	400	0	100	0	400	0	400	0	400	175	400	400	400	325	400	400	400	400	325	400	400	400	400	400	100	375	400	400	400	25	400	400	400	400
chr2_84944300_84944750	450	450	450	450	0	450	200	450	450	450	450	450	0	0	0	350	350	0	0	0	450	0	425	450	0	0	450	450	0	0	0	425	0	450	0	450	0	450	450	450	0	450	0	350	0	0	0	0	0	0
chr2_85661550_85661950	400	175	400	0	0	0	0	0	250	400	400	400	400	400	400	400	400	400	0	375	400	0	400	400	400	400	400	400	400	400	400	400	400	400	375	400	400	400	400	400	400	400	400	400	0	0	0	0	0	0
chr2_86081100_86081500	400	400	400	0	0	400	0	400	400	400	400	400	325	400	400	400	400	400	225	375	400	0	400	0	400	400	400	400	400	400	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	375	325	400	400
chr2_86545700_86546050	100	0	350	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	325	350	0	350	350	350	325	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350
chr2_95169500_95169850	350	350	350	350	0	0	100	350	325	325	350	350	350	350	175	0	350	0	175	350	325	0	350	350	0	0	0	325	0	0	350	25	0	0	0	0	0	175	350	0	0	350	350	350	0	0	0	0	0	0
chr2_96124650_96125050	375	300	400	0	0	400	0	0	400	400	400	400	400	0	0	150	0	75	0	0	400	0	400	400	0	0	400	75	0	225	400	400	400	400	0	400	400	225	400	0	0	400	400	400	0	0	0	0	0	0
chr2_96212400_96212700	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	0	300	0	0	300	300	0	300	300	0	0	300	75	0	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	150	0	0	225	75	0
chr2_96239650_96240050	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	275	400	0	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	0	0	0	0	0
chr2_96701750_96702300	550	550	550	550	0	450	550	450	550	550	550	550	550	550	550	225	550	550	0	550	550	0	550	525	550	550	525	550	550	550	550	550	550	550	550	550	475	550	550	550	550	550	550	550	0	0	0	0	0	0
chr2_96769950_96770400	450	450	450	450	0	450	450	450	450	450	450	450	300	150	450	450	450	225	450	450	450	0	450	450	450	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	0	0	0	0	0	0
chr2_98510050_98510550	500	500	500	500	0	500	450	500	500	500	500	500	500	125	0	0	350	500	0	0	500	0	500	0	500	500	0	0	200	375	500	500	500	0	0	225	0	500	500	500	425	500	500	500	0	0	0	0	0	0
chr2_98549950_98550350	400	400	400	350	0	400	0	0	400	400	400	400	125	400	0	50	350	200	0	400	400	0	400	0	400	400	0	50	400	400	400	275	400	400	400	400	400	400	400	400	400	400	400	400	0	0	0	0	0	0
chr2_98580400_98580800	400	400	400	400	0	400	0	0	400	400	400	350	350	125	0	0	400	400	0	0	400	0	400	0	275	400	0	0	400	400	400	400	400	275	400	400	125	400	400	400	400	400	400	400	0	0	0	0	0	0
chr2_105777850_105778350	500	500	500	500	0	500	0	500	500	500	500	500	500	0	450	500	500	225	500	500	500	150	450	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	350	500	500	500	0	0	0	0	0	0
chr2_105791150_105791500	350	350	350	350	250	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	25	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	100	350	350	350	325	0	0	100	350	0
chr2_105801550_105801950	400	400	400	400	0	400	50	400	400	400	400	400	400	0	400	400	400	275	350	0	400	0	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	0	0	0	0	0
chr2_108634250_108634550	300	300	300	300	300	275	200	300	300	300	300	300	300	0	300	50	275	200	0	300	300	0	300	300	300	300	300	0	50	0	50	300	275	300	300	300	0	300	300	300	100	300	50	300	200	0	0	0	0	300
chr2_119683600_119684400	800	275	800	150	0	800	0	150	350	800	800	800	800	800	800	800	800	800	0	800	800	75	800	50	800	0	575	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	0	0	0	0	0	0
chr2_127047050_127047350	275	300	300	25	0	275	0	275	300	300	300	300	300	300	300	300	300	300	0	0	300	0	300	200	300	0	300	300	300	300	300	300	300	300	275	300	300	300	300	300	0	300	300	300	0	0	0	0	0	0
chr2_128299050_128299500	225	150	450	0	0	450	75	375	450	450	450	450	450	450	450	450	450	450	0	450	450	0	450	450	450	450	0	300	450	450	450	450	450	450	450	375	450	450	450	450	375	450	450	450	0	0	0	0	0	0
chr2_128301900_128302800	675	0	900	0	0	900	0	0	900	900	900	900	900	0	900	900	900	900	0	900	900	0	900	900	900	900	375	525	750	900	900	900	900	900	900	900	900	900	900	900	0	900	900	900	0	0	0	0	0	0
chr2_130157650_130158050	400	400	400	0	0	350	0	350	400	400	400	400	400	0	0	0	0	0	0	275	400	0	400	275	0	275	0	400	0	0	200	0	400	400	350	400	400	0	200	200	350	400	400	125	0	0	0	0	0	0
chr2_134122450_134122950	500	500	500	0	150	500	150	500	500	500	500	500	375	75	500	0	500	500	0	0	500	0	500	500	0	425	500	500	450	500	500	500	375	500	500	500	500	500	500	500	0	500	500	500	300	0	0	0	0	225
chr2_134141600_134142050	425	450	450	275	0	425	50	350	450	450	450	450	450	275	450	350	450	125	0	450	450	0	450	450	350	0	450	450	450	450	450	450	125	450	350	450	450	450	450	450	200	450	450	450	0	0	0	0	0	0
chr2_134160650_134161050	400	400	400	400	0	400	400	400	400	400	400	400	400	0	400	175	400	0	0	400	400	0	400	400	225	0	25	400	300	400	400	400	375	400	375	400	400	400	400	400	0	400	400	400	0	0	0	0	0	0
chr2_134289050_134289350	300	300	300	300	300	300	0	200	300	300	300	300	300	300	300	300	300	300	0	300	300	0	300	300	300	0	300	300	100	300	300	300	0	300	300	300	300	300	300	300	0	300	300	300	100	175	0	0	300	0
chr2_134312650_134313150	500	500	500	500	0	500	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	425	0	500	500	500	500	500	500	275	500	500	500	500	500	500	500	0	500	500	500	500	0	0	0	300	0
chr2_168079150_168079450	300	300	300	300	50	275	0	250	300	300	300	300	275	175	0	0	300	300	0	300	300	175	300	300	300	300	300	300	250	0	300	300	300	300	300	300	0	300	300	300	250	300	300	300	300	0	0	0	125	0
