# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
AAED1	unnamed (+8306)
LEF1	unnamed (-5178), unnamed (-3653), unnamed (-603), unnamed (+2072), unnamed (+48522), unnamed (+49822), unnamed (+54197), unnamed (+59347), unnamed (+60197), unnamed (+70147), unnamed (+73922), unnamed (+75072), unnamed (+80397), unnamed (+91847), unnamed (+95597), unnamed (+100772), unnamed (+103747), unnamed (+106247), unnamed (+108747), unnamed (+110672), unnamed (+112197), unnamed (+117572), unnamed (+122372), unnamed (+124722), unnamed (+129347), unnamed (+131022)
LEUTX	unnamed (+42030), unnamed (+51855)
LGALS9	unnamed (-8448)
LGALSL	unnamed (-236992), unnamed (-127317), unnamed (+1033)
LGMN	unnamed (+161329), unnamed (+166904), unnamed (+178229), unnamed (+188554), unnamed (+191254), unnamed (+208504), unnamed (+210404), unnamed (+213529), unnamed (+216729), unnamed (+231629), unnamed (+232754)
LHB	unnamed (-4294)
LHFPL2	unnamed (-69925)
LILRA4	unnamed (+1450)
LILRA5	unnamed (-24561), unnamed (+26439)
LILRB2	unnamed (-5516), unnamed (+259)
LILRB4	unnamed (+947)
LIMS1	unnamed (-30337), unnamed (-26237)
LITAF	unnamed (+6963), unnamed (+13813), unnamed (+14413), unnamed (+18513), unnamed (+24463), unnamed (+27263), unnamed (+28988)
LMF1	unnamed (+93299)
LMNB1	unnamed (+70777), unnamed (+71302), unnamed (+171602), unnamed (+252352)
LMNTD1	unnamed (+171183)
LMO3	unnamed (-250075)
LMO4	unnamed (-393943)
LONRF1	unnamed (-8135)
LPIN2	unnamed (+34997)
LPP	unnamed (+149042), unnamed (+150692), unnamed (+234617)
LRFN4	unnamed (+7323)
LRIG1	unnamed (+188482)
LRP10	unnamed (-33538)
LRRC32	unnamed (-17100), unnamed (+28525), unnamed (+30225), unnamed (+81400)
LRRC8B	unnamed (+84096)
LRRC8C	unnamed (-24122)
LRRN1	unnamed (-1012), unnamed (+788)
LRRN3	unnamed (+435969), unnamed (+440294)
LRRTM2	unnamed (-100310)
LSG1	unnamed (-537123), unnamed (-534648), unnamed (-480823), unnamed (-478848), unnamed (-477498), unnamed (-473573), unnamed (-458898), unnamed (-454023), unnamed (-453648), unnamed (-453073)
LSM4	unnamed (+22174), unnamed (+28174)
LTBP4	unnamed (+6415)
LUZP1	unnamed (+64058), unnamed (+65708)
LY6G6D	unnamed (-1156)
LYN	unnamed (-40488), unnamed (-20363), unnamed (-17763)
LYPD8	unnamed (+15614)
LYZL4	unnamed (-72475)
MAB21L1	unnamed (-217316)
MAB21L2	unnamed (-493872), unnamed (-484872), unnamed (-482922), unnamed (-465947), unnamed (-465122), unnamed (-463922)
MAD1L1	unnamed (+50368)
MAFA	unnamed (-32969), unnamed (-30994), unnamed (-3744)
MAGI3	unnamed (+362916), unnamed (+365991)
MALSU1	unnamed (+73025)
MAML2	unnamed (+77030)
MAN1A2	unnamed (+173901), unnamed (+203976), unnamed (+205151)
MAN1C1	unnamed (+154807), unnamed (+157282), unnamed (+159757)
MAN2A1	unnamed (+232734)
MANEAL	unnamed (-16602)
MAP1LC3B2	unnamed (-6381)
MAP2K1	unnamed (+85033)
MAP2K6	unnamed (+86827)
MAP3K1	unnamed (-544899), unnamed (-462074), unnamed (-338774), unnamed (-224124), unnamed (-222449), unnamed (-222024), unnamed (-176774), unnamed (-133974), unnamed (-131199), unnamed (-126224), unnamed (-125349), unnamed (-122124), unnamed (-118349), unnamed (-116849), unnamed (-115899), unnamed (-114574), unnamed (-111649), unnamed (-55824), unnamed (-54749), unnamed (-45024), unnamed (-44649), unnamed (-44324)
MAP3K14	unnamed (-82749), unnamed (-80949)
MAP3K5	unnamed (+2893), unnamed (+5268), unnamed (+6218), unnamed (+9068), unnamed (+18618), unnamed (+20618), unnamed (+31868), unnamed (+42118), unnamed (+67993), unnamed (+73968)
MAP3K9	unnamed (+31059)
MAP6	unnamed (+84470)
MAP7	unnamed (-263412), unnamed (-261037), unnamed (-260087), unnamed (-257237), unnamed (-247687), unnamed (-245687), unnamed (-234437), unnamed (-224187), unnamed (-198312), unnamed (-192337)
MAPK13	unnamed (-6871)
MAPK14	unnamed (+95739)
MAPKAP1	unnamed (+58434), unnamed (+269084), unnamed (+270159)
MAPKAPK2	unnamed (-1462), unnamed (+52088), unnamed (+52538)
MARCH3	unnamed (+1308), unnamed (+82058), unnamed (+182358), unnamed (+182883)
MARCH8	unnamed (+82044), unnamed (+100619)
MARS	unnamed (-6707)
MBD2	unnamed (-4987)
MBOAT1	unnamed (+5849)
MBP	unnamed (+25469), unnamed (+26744), unnamed (+154944), unnamed (+212494)
MC2R	unnamed (-23360)
MC4R	unnamed (+413875)
MCF2L	unnamed (-257696), unnamed (-256621), unnamed (-199921), unnamed (-126571)
MCHR1	unnamed (+49800), unnamed (+50275), unnamed (+50500)
MCM3	unnamed (-14669)
MCM5	unnamed (-6263), unnamed (-3913), unnamed (-1888), unnamed (+48412)
MCMBP	unnamed (+56404), unnamed (+57404), unnamed (+63979), unnamed (+65804), unnamed (+85004), unnamed (+95579), unnamed (+109554), unnamed (+112554), unnamed (+117754), unnamed (+118954), unnamed (+123779), unnamed (+126479), unnamed (+129554), unnamed (+138954), unnamed (+143229)
MCOLN2	unnamed (-30735)
MCOLN3	unnamed (+20771)
MCPH1	unnamed (+24458), unnamed (+87183)
MDS2	unnamed (-60384), unnamed (-58084), unnamed (-46234), unnamed (-44359), unnamed (-38934), unnamed (-36384), unnamed (-28134), unnamed (-27859), unnamed (-26484), unnamed (-25159), unnamed (-24184), unnamed (-20884), unnamed (-18559), unnamed (-16134), unnamed (-8684), unnamed (-5984), unnamed (-5234), unnamed (-2159), unnamed (-684), unnamed (+8966)
MED13L	unnamed (-275662)
MED15	unnamed (+42865), unnamed (+61490)
MED16	unnamed (+1468)
MED6	unnamed (-177785)
METTL16	unnamed (+58736)
METTL21A	unnamed (-43374), unnamed (-40324)
MEX3C	unnamed (+37095), unnamed (+37645), unnamed (+58570)
MGAT4B	unnamed (+48)
MGAT5	unnamed (+128318)
MGME1	unnamed (-92638), unnamed (-90488), unnamed (-86663), unnamed (-74013)
MGRN1	unnamed (-95615), unnamed (-94815)
MILR1	unnamed (-44640), unnamed (-43490), unnamed (-42615)
MKI67	unnamed (+67110), unnamed (+76810)
MKL1	unnamed (+14655)
MKL2	unnamed (-114572)
MMP14	unnamed (+1518)
MMS22L	unnamed (+232401)
MNT	unnamed (-52032)
MOK	unnamed (+120600)
MORC3	unnamed (-29914)
MPC1	unnamed (-159452), unnamed (-158977)
MRC1	unnamed (-419), unnamed (+50206), unnamed (+109156)
MRNIP	unnamed (+4687), unnamed (+7062)
MRPL11	unnamed (-21002), unnamed (-19527)
MRPL39	unnamed (+187942), unnamed (+199967), unnamed (+200717), unnamed (+425992)
MRPL44	unnamed (-2904), unnamed (-1154)
MRPS17	unnamed (-48094)
MRPS7	unnamed (-15424)
MRPS9	unnamed (-62658), unnamed (+103617)
MSI2	unnamed (+183366), unnamed (+185441), unnamed (+188066), unnamed (+197791), unnamed (+198591), unnamed (+199416), unnamed (+202741), unnamed (+204291), unnamed (+205641), unnamed (+208666), unnamed (+211691), unnamed (+213866), unnamed (+215291), unnamed (+227916), unnamed (+231116), unnamed (+232816), unnamed (+236766), unnamed (+241916), unnamed (+271441), unnamed (+276366), unnamed (+286591), unnamed (+296991), unnamed (+321616)
MSL1	unnamed (-15589), unnamed (-13614), unnamed (-12414), unnamed (-11239)
MSTN	unnamed (-57271), unnamed (+223679)
MTDH	unnamed (-17829)
MTF2	unnamed (-97188)
MTHFD1L	unnamed (+135896), unnamed (+163296)
MTIF2	unnamed (-13952)
MTMR2	unnamed (-341855)
MTPAP	unnamed (+62069), unnamed (+62644)
MTSS1	unnamed (+55098), unnamed (+55873), unnamed (+101898), unnamed (+103048), unnamed (+106323), unnamed (+108398), unnamed (+117398), unnamed (+118723), unnamed (+121998), unnamed (+124373), unnamed (+128348)
MTSS1L	unnamed (-55484), unnamed (-54084), unnamed (-50184)
MUC6	unnamed (+96431)
MXI1	unnamed (+1045), unnamed (+1870), unnamed (+4645)
MYB	unnamed (-77390)
MYBL1	unnamed (+104849), unnamed (+109199)
MYBL2	unnamed (+47868), unnamed (+52968), unnamed (+54118), unnamed (+56343)
MYCN	unnamed (+24911), unnamed (+25861), unnamed (+27411)
MYF6	unnamed (-222073)
MYH9	unnamed (+128943)
MYL12B	unnamed (+121933)
MYL9	unnamed (-77984), unnamed (-77259), unnamed (-75309)
N4BP1	unnamed (+85009), unnamed (+154459), unnamed (+182334)
N4BP2	unnamed (+121699), unnamed (+124549), unnamed (+132449)
NACA2	unnamed (+123027)
NARS2	unnamed (+12439), unnamed (+36989), unnamed (+37189), unnamed (+144439), unnamed (+147664), unnamed (+148314)
NAXD	unnamed (+48589)
NBPF11	unnamed (-110678)
NBPF19	unnamed (+167902)
NBPF9	unnamed (+151639)
NCK2	unnamed (+91878)
NCOA3	unnamed (-104402), unnamed (-93852), unnamed (-91877), unnamed (-82077), unnamed (-34927), unnamed (-34527)
NCOR2	unnamed (-123), unnamed (+1927), unnamed (+8077)
NDUFA12	unnamed (+208270)
NDUFB9	unnamed (+60822), unnamed (+64797), unnamed (+67172), unnamed (+70447), unnamed (+71772), unnamed (+80772), unnamed (+82847), unnamed (+86122), unnamed (+87272), unnamed (+133297), unnamed (+134072)
NDUFS4	unnamed (+555565), unnamed (+609790), unnamed (+613115), unnamed (+614265), unnamed (+617640), unnamed (+618690)
NEB	unnamed (-41038), unnamed (-35813), unnamed (+37787), unnamed (+38437)
NEU4	unnamed (+32275), unnamed (+46875)
NEURL1	unnamed (-2829), unnamed (+187146)
NEURL4	unnamed (-4347), unnamed (-2597)
NFATC1	unnamed (+43675), unnamed (+108175), unnamed (+119775), unnamed (+121250), unnamed (+122425)
NFATC3	unnamed (-9283), unnamed (-2408), unnamed (+32092)
NLRP6	unnamed (-21520), unnamed (-20620)
NMB	unnamed (-13812)
NME6	unnamed (+32383)
NOD2	unnamed (-3964), unnamed (-2639), unnamed (-1364), unnamed (+2961), unnamed (+5786), unnamed (+11636)
NOL10	unnamed (+196342), unnamed (+196817)
NOL11	unnamed (-70333)
NOS1	unnamed (-545348), unnamed (-535648), unnamed (-533098), unnamed (-531748), unnamed (-527923), unnamed (-526123), unnamed (-522773), unnamed (-520198), unnamed (-516548), unnamed (-514048)
NOSIP	unnamed (+9022), unnamed (+14922), unnamed (+22347), unnamed (+25172), unnamed (+27947), unnamed (+31672), unnamed (+46172)
NOV	unnamed (+185844)
NOX3	unnamed (-942472), unnamed (-938847), unnamed (-936197), unnamed (-933847), unnamed (-933197), unnamed (-855172), unnamed (-801922), unnamed (-800397), unnamed (-711572), unnamed (-572797), unnamed (+38728)
NPAS4	unnamed (-29879)
NPEPL1	unnamed (-31013)
NPIPA7	unnamed (+965520), unnamed (+980795), unnamed (+984770), unnamed (+987745), unnamed (+989620)
NPIPB6	unnamed (+53033)
NR1D1	unnamed (-10650), unnamed (-9475), unnamed (-8275), unnamed (-6300), unnamed (-4200), unnamed (-2975), unnamed (-625), unnamed (+28350), unnamed (+31600)
NR3C1	unnamed (+285114)
NRN1	unnamed (+337894)
NRP1	unnamed (+181862), unnamed (+183412), unnamed (+186462), unnamed (+190362), unnamed (+193187), unnamed (+198312), unnamed (+203787), unnamed (+209737), unnamed (+213812), unnamed (+217987), unnamed (+218887), unnamed (+220762), unnamed (+234137), unnamed (+241737), unnamed (+325712)
NSF	unnamed (+103656), unnamed (+165456), unnamed (+166281), unnamed (+174756), unnamed (+179481), unnamed (+182181)
NSMCE1	unnamed (-35256), unnamed (-4531), unnamed (-2981), unnamed (+9694), unnamed (+11494), unnamed (+13419), unnamed (+15894), unnamed (+23394), unnamed (+24569), unnamed (+28744), unnamed (+29569), unnamed (+40894), unnamed (+42894), unnamed (+45594)
NSMCE3	unnamed (-38721)
NSUN6	unnamed (+250922), unnamed (+301097), unnamed (+304772), unnamed (+310797), unnamed (+506947)
NSUN7	unnamed (-92822), unnamed (+89478), unnamed (+91753), unnamed (+100153), unnamed (+105703), unnamed (+107678)
NT5C	unnamed (+16670)
NT5DC3	unnamed (-83928)
NTAN1	unnamed (+37939)
NTN4	unnamed (+217433)
NTSR1	unnamed (-64387), unnamed (-54612), unnamed (-53537), unnamed (-52912)
NUAK1	unnamed (-106217), unnamed (-88142)
NUAK2	unnamed (+21066), unnamed (+29066), unnamed (+47391)
NUBP1	unnamed (+31355)
NUDT3	unnamed (+46949), unnamed (+50649)
NUMBL	unnamed (-1049), unnamed (+87001)
NUP133	unnamed (-44509), unnamed (-35659), unnamed (-34484), unnamed (-33459)
NUP160	unnamed (-74108)
NUP85	unnamed (+40559)
ODC1	unnamed (-45121), unnamed (-44646)
OGDH	unnamed (+9261), unnamed (+22111)
OPRK1	unnamed (-479403)
OPRM1	unnamed (+146074), unnamed (+239224)
OPTC	unnamed (-15193), unnamed (-10143), unnamed (-8493), unnamed (-5843), unnamed (+13257), unnamed (+19357), unnamed (+61932)
OR13A1	unnamed (-50382)
OR13J1	unnamed (+35951)
OR14I1	unnamed (-57821)
OR1D5	unnamed (+132182)
OR1F1	unnamed (+12003)
OR4B1	unnamed (-234610), unnamed (-228385), unnamed (-219235), unnamed (-209785), unnamed (-209035), unnamed (-207410), unnamed (-205785), unnamed (-201885), unnamed (-200685), unnamed (-200060), unnamed (-191560), unnamed (-188035), unnamed (-183660), unnamed (-171710), unnamed (-171135), unnamed (-170685), unnamed (-167660), unnamed (-167060), unnamed (-165585), unnamed (-164310), unnamed (-112485), unnamed (-111560)
OR4E2	unnamed (+805190), unnamed (+810065), unnamed (+814865), unnamed (+834215), unnamed (+835140), unnamed (+846340), unnamed (+850765), unnamed (+884965), unnamed (+888440), unnamed (+889790), unnamed (+893090), unnamed (+894790), unnamed (+895315), unnamed (+906265)
OSBPL10	unnamed (+166577)
OSBPL2	unnamed (+53715)
OSBPL7	unnamed (+85145), unnamed (+86895)
P2RX2	unnamed (+13683), unnamed (+14658), unnamed (+15933)
P2RX4	unnamed (+44060)
PABPC1	unnamed (-110088)
PABPN1L	unnamed (-45257), unnamed (-43682)
PACS2	unnamed (+27256), unnamed (+32881)
PAN3	unnamed (+284344)
PAQR8	unnamed (-62578)
PARP6	unnamed (-46054)
PC	unnamed (+93551)
PCNX1	unnamed (+34520)
PDC	unnamed (-50678)
PDCD1	unnamed (-2292), unnamed (+1033), unnamed (+15633)
PDE4A	unnamed (-10405), unnamed (+9545)
PDE4B	unnamed (+480111), unnamed (+487136), unnamed (+550261)
PDE4DIP	unnamed (+62437)
PDE7A	unnamed (-12798)
PDGFA	unnamed (-132781)
PDIA2	unnamed (+25073), unnamed (+44423)
PDILT	unnamed (-4763)
PDPK1	unnamed (+70486)
PDPR	unnamed (+49024)
PDSS1	unnamed (+34116)
PDXDC1	unnamed (+43022)
PEBP1	unnamed (+9092), unnamed (+9517), unnamed (+10217)
PECAM1	unnamed (-15622), unnamed (-14747), unnamed (-13597), unnamed (-497), unnamed (+128), unnamed (+42128), unnamed (+46403), unnamed (+64228), unnamed (+67303)
PELI1	unnamed (-182321), unnamed (-72646), unnamed (+22504)
PELI3	unnamed (-8494), unnamed (-7019)
PFN4	unnamed (+19527)
PGAP1	unnamed (-189819)
PGBD5	unnamed (+195146), unnamed (+215146), unnamed (+272446)
PGGHG	unnamed (-1513), unnamed (+8762)
PGLS	unnamed (+34221)
PHACTR2	unnamed (-110565)
PHF19	unnamed (-6154)
PHLDA3	unnamed (-12016)
PHLPP1	unnamed (+416075), unnamed (+425600), unnamed (+430125), unnamed (+431700), unnamed (+433750), unnamed (+434850), unnamed (+437475), unnamed (+438425), unnamed (+439350), unnamed (+452950), unnamed (+460075), unnamed (+462350), unnamed (+463025), unnamed (+466150), unnamed (+479275), unnamed (+479700), unnamed (+483975), unnamed (+489000), unnamed (+493950), unnamed (+496100), unnamed (+498825), unnamed (+502300), unnamed (+503100), unnamed (+506450), unnamed (+507600), unnamed (+518025), unnamed (+521450), unnamed (+544075), unnamed (+545250), unnamed (+574375), unnamed (+583350), unnamed (+586775), unnamed (+590450), unnamed (+594600)
PHTF1	unnamed (+2526), unnamed (+5601)
PIM1	unnamed (-77103), unnamed (-70253), unnamed (-69553), unnamed (-35453), unnamed (-32678), unnamed (-27428)
PIM3	unnamed (-9388), unnamed (-8538)
PINX1	unnamed (-125524), unnamed (-121799)
PITPNC1	unnamed (+269345)
PITPNM2	unnamed (-39047), unnamed (-33972), unnamed (-30897), unnamed (-24272), unnamed (-22872), unnamed (-20247), unnamed (-16572), unnamed (-12072), unnamed (-8772), unnamed (-6047), unnamed (-3397), unnamed (-2497), unnamed (-972), unnamed (+24528), unnamed (+27328), unnamed (+28928), unnamed (+31178), unnamed (+33303), unnamed (+35353), unnamed (+48528), unnamed (+52003)
PITRM1	unnamed (-591609), unnamed (-585234), unnamed (-584759)
PKD1L1	unnamed (+184366), unnamed (+185991)
PLAT	unnamed (+27174)
PLBD1	unnamed (-101), unnamed (+1149)
PLCG1	unnamed (-1760), unnamed (+3190), unnamed (+5040)
PLCG2	unnamed (-60308)
PLCL1	unnamed (+201048)
PLCL2	unnamed (-46159), unnamed (+302916), unnamed (+305666), unnamed (+308091)
PLD5	unnamed (-265182)
PLEK2	unnamed (-4275)
PLEKHF1	unnamed (-55306), unnamed (-54806)
PLEKHF2	unnamed (+86796)
PLEKHG6	unnamed (+24992), unnamed (+25792), unnamed (+27142), unnamed (+29417)
PLEKHG7	unnamed (-297639), unnamed (-293989)
PLGLB1	unnamed (-562748), unnamed (-494698), unnamed (-485973), unnamed (-479298)
PLGLB2	unnamed (-246937), unnamed (-240262), unnamed (-231537), unnamed (-163487)
PLIN2	unnamed (-57324), unnamed (-56299)
PLK3	unnamed (+1175)
PLPP4	unnamed (+370546)
PMAIP1	unnamed (-52723), unnamed (-51273), unnamed (-26648), unnamed (-24248), unnamed (-23098), unnamed (-18673), unnamed (-16673), unnamed (-14848), unnamed (-1098), unnamed (+58952)
PMS1	unnamed (+54669)
PNRC2	unnamed (-40037), unnamed (-35662), unnamed (-5037), unnamed (-3637)
POLE	unnamed (+52609), unnamed (+53884), unnamed (+54859)
POLR1A	unnamed (+65405)
POLR3B	unnamed (-82358), unnamed (-81108), unnamed (-68683)
POMC	unnamed (-107197)
POMT2	unnamed (-27466)
POP4	unnamed (+5733), unnamed (+6233)
POU2F1	unnamed (+227421)
POU3F3	unnamed (+119814)
PPIA	unnamed (-9880), unnamed (-8880)
PPIAL4C	unnamed (-25340)
PPIAL4G	unnamed (+220679)
PPIC	unnamed (+120941)
PPP1CC	unnamed (+29739)
PPP1R2	unnamed (-8139), unnamed (-6214), unnamed (-939)
PPP2R5C	unnamed (+19002), unnamed (+46402), unnamed (+50477), unnamed (+53852), unnamed (+55602), unnamed (+59852), unnamed (+84927), unnamed (+96952), unnamed (+118752)
PPP2R5E	unnamed (-180426), unnamed (-107251)
PRAG1	unnamed (-12377), unnamed (+103723)
PRDM2	unnamed (+1170), unnamed (+3770), unnamed (+5895)
PRELP	unnamed (-114453), unnamed (-112878), unnamed (-111003), unnamed (-108453), unnamed (-95653), unnamed (-93178), unnamed (-72453), unnamed (-66878), unnamed (-49553), unnamed (-46353), unnamed (-36203), unnamed (-34503), unnamed (-28928), unnamed (-25178), unnamed (-20353), unnamed (-16603), unnamed (-15178), unnamed (-10978), unnamed (-5853), unnamed (+3122), unnamed (+8172), unnamed (+9822), unnamed (+12472)
PREX1	unnamed (+469733), unnamed (+485133), unnamed (+487833)
PRKAR1B	unnamed (+61032)
PRKCB	unnamed (+21401), unnamed (+41526), unnamed (+43001), unnamed (+112576), unnamed (+114901), unnamed (+116226), unnamed (+127901), unnamed (+132301), unnamed (+134276), unnamed (+134976), unnamed (+231676)
PRKCE	unnamed (+238476), unnamed (+238976)
PRKCZ	unnamed (+56630), unnamed (+76030), unnamed (+84030), unnamed (+124280)
PRSS2	unnamed (+16183)
PRSS38	unnamed (-55168)
PRTFDC1	unnamed (+57804)
PSEN2	unnamed (-71738)
PSMD13	unnamed (+20073), unnamed (+20973)
PTGER4	unnamed (-237473), unnamed (-3198), unnamed (-2623), unnamed (+7352), unnamed (+7902)
PTGR2	unnamed (-61746), unnamed (+10629)
PTGS2	unnamed (+168627)
PTK6	unnamed (-7596), unnamed (-6346)
PTPN12	unnamed (-8025), unnamed (+2675), unnamed (+12475), unnamed (+19100), unnamed (+24500), unnamed (+26750)
PTPN2	unnamed (+23960)
PTPN20	unnamed (+263277)
PTPN22	unnamed (+2409)
PTPN7	unnamed (-4569), unnamed (-1944)
PTPRE	unnamed (+142514), unnamed (+152214)
PTPRG	unnamed (+75789)
PTPRJ	unnamed (-57986), unnamed (+1639), unnamed (+7864), unnamed (+17014), unnamed (+26464), unnamed (+27214), unnamed (+28839), unnamed (+30464), unnamed (+34364), unnamed (+35564), unnamed (+36189), unnamed (+44689), unnamed (+48214), unnamed (+52589), unnamed (+64539), unnamed (+65114), unnamed (+65564), unnamed (+68589), unnamed (+69189), unnamed (+70664), unnamed (+71939), unnamed (+123764), unnamed (+124689)
PTPRN2	unnamed (+46304)
PTPRQ	unnamed (+41257)
PTRH2	unnamed (-141799), unnamed (-80999)
PTTG2	unnamed (+35190), unnamed (+216640)
PXDNL	unnamed (+687570)
PYHIN1	unnamed (+698)
QPCT	unnamed (+255476), unnamed (+271026), unnamed (+273726), unnamed (+292876)
QRSL1	unnamed (+64897)
RAB11FIP1	unnamed (-4971), unnamed (-3146), unnamed (-1646)
RAB11FIP2	unnamed (+389428), unnamed (+390678), unnamed (+393953)
RAB12	unnamed (-6695)
RAB20	unnamed (+35883), unnamed (+85983), unnamed (+88008)
RAB40B	unnamed (-4297)
RAB43	unnamed (+2965), unnamed (+18540)
RAB8A	unnamed (-6229)
RABGAP1L	unnamed (+62433)
RABL2B	unnamed (-483)
RAD18	unnamed (-216748), unnamed (-206823)
RAD51	unnamed (-23124), unnamed (-22099), unnamed (-9874)
RAD51AP2	unnamed (+246039), unnamed (+247789), unnamed (+358289), unnamed (+358689)
RAD51B	unnamed (+539371), unnamed (+540746), unnamed (+653571), unnamed (+681521), unnamed (+684246), unnamed (+689246), unnamed (+690521), unnamed (+691246)
RALGDS	unnamed (-24199), unnamed (-15274), unnamed (-14899)
RANBP3	unnamed (+3765)
RAP1GAP2	unnamed (+134987)
RAPGEF2	unnamed (-162837)
RAPGEF3	unnamed (+370), unnamed (+1420), unnamed (+3770)
RARA	unnamed (+38781), unnamed (+39831)
RASA1	unnamed (-153063), unnamed (-147963), unnamed (-71563)
RASAL2	unnamed (-27091)
RASD2	unnamed (-92393)
RASEF	unnamed (+933703)
RASGRF1	unnamed (+72423), unnamed (+74548), unnamed (+75223), unnamed (+77323), unnamed (+81198), unnamed (+97923)
RASSF2	unnamed (-173255), unnamed (-160280), unnamed (-157080), unnamed (-155030), unnamed (-139355), unnamed (-139005), unnamed (-137905)
RBBP6	unnamed (+70005), unnamed (+123380)
RBKS	unnamed (-469477)
RBM17	unnamed (-21271), unnamed (-15571), unnamed (-14346)
RBM20	unnamed (-26372)
RBM38	unnamed (+17443), unnamed (+18268), unnamed (+44343)
RBM47	unnamed (-142317)
RBPJ	unnamed (-187435), unnamed (-186860), unnamed (-180785), unnamed (-179685), unnamed (-178385), unnamed (-176385), unnamed (-174510), unnamed (-168585), unnamed (-101835)
RBX1	unnamed (+116616)
RCAN1	unnamed (-21633), unnamed (-1508)
RCE1	unnamed (-97487)
RCN3	unnamed (+6782), unnamed (+21282), unnamed (+25007), unnamed (+27782), unnamed (+30607), unnamed (+38032), unnamed (+43932)
REEP5	unnamed (-46911)
RER1	unnamed (-155058), unnamed (-145908), unnamed (-144083), unnamed (-142908), unnamed (-131683)
RERE	unnamed (+129165), unnamed (+157040), unnamed (+183690), unnamed (+193890)
RETREG2	unnamed (+9483)
RFC5	unnamed (+36340), unnamed (+39540)
RFLNA	unnamed (+513934), unnamed (+520084)
RGCC	unnamed (-1134), unnamed (+1666), unnamed (+5566), unnamed (+30716)
RGS10	unnamed (+3983), unnamed (+40858), unnamed (+41608), unnamed (+43183)
RHOBTB2	unnamed (+1708), unnamed (+3558), unnamed (+9233), unnamed (+62333), unnamed (+63358)
RHOH	unnamed (-18382), unnamed (-15532), unnamed (-7632), unnamed (+86643), unnamed (+88118), unnamed (+90743)
RHOU	unnamed (+374323), unnamed (+403598)
RHPN1	unnamed (-23637)
RIF1	unnamed (+286109), unnamed (+286759)
RILPL1	unnamed (+53943), unnamed (+57918), unnamed (+59318)
RILPL2	unnamed (-8433), unnamed (-5458), unnamed (-4333), unnamed (+2517), unnamed (+5017)
RIN3	unnamed (-974), unnamed (+2151), unnamed (+3276), unnamed (+18176), unnamed (+21376), unnamed (+24501), unnamed (+26401), unnamed (+43651), unnamed (+46351), unnamed (+56676), unnamed (+68001), unnamed (+73576)
RIPOR1	unnamed (+2573)
RIPOR2	unnamed (-17048)
RNASEH2B	unnamed (-383403)
RNF121	unnamed (+57899)
RNF130	unnamed (+1143), unnamed (+1943), unnamed (+95843), unnamed (+97493), unnamed (+97818)
RNF19A	unnamed (-148116), unnamed (-128316)
RNF212	unnamed (-41449)
RNF220	unnamed (+259656)
RNF24	unnamed (-41463)
RNF32	unnamed (-544109)
RNF41	unnamed (+12821)
RNF43	unnamed (+48108)
ROR1	unnamed (-793), unnamed (+1732), unnamed (+39457), unnamed (+40457), unnamed (+47507), unnamed (+53382), unnamed (+54882), unnamed (+56582), unnamed (+61582), unnamed (+72807), unnamed (+110007), unnamed (+113082), unnamed (+114457), unnamed (+115257), unnamed (+116157), unnamed (+117632), unnamed (+125007), unnamed (+130307), unnamed (+142807), unnamed (+146432), unnamed (+148257), unnamed (+149657), unnamed (+158607), unnamed (+163257), unnamed (+409532)
RPA1	unnamed (+991), unnamed (+3666), unnamed (+23091)
RPL11	unnamed (-55479)
RPL34	unnamed (-447056)
RPL5	unnamed (+69675), unnamed (+122675), unnamed (+127775)
RPLP1	unnamed (+121716), unnamed (+176641), unnamed (+195766), unnamed (+212791), unnamed (+213691), unnamed (+215141), unnamed (+217066), unnamed (+218241), unnamed (+227016), unnamed (+227891), unnamed (+230991), unnamed (+233541), unnamed (+244791), unnamed (+266091), unnamed (+268416)
RPP40	unnamed (+118922)
RPS24	unnamed (+265290)
RPS6KA2	unnamed (+320061), unnamed (+320536)
RPS8	unnamed (-22312), unnamed (-21612)
RPTOR	unnamed (+67957)
RRM1	unnamed (-226859)
RRM2	unnamed (+208122)
RRP1	unnamed (+71762), unnamed (+72512)
RSBN1	unnamed (-56874)
RSBN1L	unnamed (-156493), unnamed (-146693), unnamed (-140068), unnamed (-134668), unnamed (-132418)
RSPH3	unnamed (+82441), unnamed (+144516), unnamed (+151391)
RSPO1	unnamed (-42952), unnamed (-39752)
RTFDC1	unnamed (-53235), unnamed (-50160), unnamed (-41535), unnamed (-39335), unnamed (-35035), unnamed (-28410), unnamed (-16185), unnamed (-7535)
RTN4RL1	unnamed (+172270)
RTP5	unnamed (-1179), unnamed (+1271), unnamed (+215471)
RUBCN	unnamed (+60419), unnamed (+63919), unnamed (+71619)
RUNX1	unnamed (+106394)
RUNX3	unnamed (-33065)
RWDD3	unnamed (-17930), unnamed (-17330)
RXRA	unnamed (-144255), unnamed (-140130), unnamed (-121880), unnamed (-119830), unnamed (-111580), unnamed (-110455), unnamed (-105530)
S100A2	unnamed (+465)
S100A5	unnamed (-2585)
S100A6	unnamed (+1369), unnamed (+3294)
S100A7	unnamed (-74174), unnamed (-72249)
SAA2-SAA4	unnamed (+1535)
SAA4	unnamed (-10207)
