# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A2ML1	unnamed (+5803), unnamed (+8528)
MBNL1	unnamed (-246590), unnamed (-245565)
MBNL2	unnamed (+117579)
MBOAT1	unnamed (-5226), unnamed (-4851), unnamed (+2474), unnamed (+94774)
MBOAT4	unnamed (+10386), unnamed (+31336), unnamed (+43761)
MBP	unnamed (+21569), unnamed (+163744), unnamed (+212094), unnamed (+214044), unnamed (+217044), unnamed (+219169), unnamed (+257119), unnamed (+257769), unnamed (+272769)
MBTPS1	unnamed (-18944)
MC2R	unnamed (-75110), unnamed (-23885), unnamed (-20435), unnamed (-8835), unnamed (+20215)
MC3R	unnamed (+104793)
MC4R	unnamed (+408850), unnamed (+421225)
MC5R	unnamed (-79099), unnamed (+71176)
MCAM	unnamed (+85541)
MCCC1	unnamed (-18738), unnamed (+60587)
MCCC2	unnamed (-116497)
MCEE	unnamed (+55612)
MCF2L	unnamed (-265196), unnamed (-259046), unnamed (-256196), unnamed (-253371), unnamed (-225921), unnamed (-205171), unnamed (-198621), unnamed (-194996), unnamed (-140596), unnamed (-127021), unnamed (+1579)
MCF2L2	unnamed (-1900), unnamed (+114450)
MCFD2	unnamed (+77605), unnamed (+101355), unnamed (+171680)
MCHR1	unnamed (-30125), unnamed (+23225), unnamed (+32975), unnamed (+35650), unnamed (+36575), unnamed (+50950), unnamed (+52650), unnamed (+125400)
MCM3	unnamed (-44694), unnamed (-43519), unnamed (-38719), unnamed (-36044)
MCM5	unnamed (-16088), unnamed (-8888), unnamed (-6538), unnamed (-4713), unnamed (+47062), unnamed (+49287), unnamed (+58512)
MCMBP	unnamed (+56079), unnamed (+65829), unnamed (+83204), unnamed (+93254), unnamed (+95729), unnamed (+97304), unnamed (+99329), unnamed (+103154), unnamed (+105954), unnamed (+108054), unnamed (+109429), unnamed (+112979), unnamed (+114929), unnamed (+117629), unnamed (+121004), unnamed (+124079), unnamed (+125579), unnamed (+126854), unnamed (+127779), unnamed (+130554), unnamed (+131804), unnamed (+141279)
MCOLN2	unnamed (+3265), unnamed (+13615)
MCPH1	unnamed (+7533), unnamed (+87233), unnamed (+96983), unnamed (+108708), unnamed (+140983)
MCU	unnamed (+15169)
MCUB	unnamed (+11345), unnamed (+34420)
MCUR1	unnamed (-104257)
MDFI	unnamed (-54472), unnamed (-53722)
MDGA1	unnamed (+8565), unnamed (+10790), unnamed (+13440), unnamed (+70640), unnamed (+175515), unnamed (+176015), unnamed (+189090)
MDH2	unnamed (+141258)
MDM2	unnamed (+14774)
MDM4	unnamed (+69467), unnamed (+72792), unnamed (+74042), unnamed (+89242)
MDN1	unnamed (+6173), unnamed (+13523)
MDS2	unnamed (-62159), unnamed (-61859), unnamed (-61584), unnamed (-57109), unnamed (-55759), unnamed (-45134), unnamed (-42784), unnamed (-41959), unnamed (-40109), unnamed (-22109), unnamed (-18234), unnamed (+57866)
ME3	unnamed (+169336), unnamed (+183936), unnamed (+185736), unnamed (+191086), unnamed (+224286), unnamed (+228861), unnamed (+229586)
MED10	unnamed (+103719), unnamed (+181969), unnamed (+184569), unnamed (+202169), unnamed (+484569), unnamed (+486594), unnamed (+494844), unnamed (+497069), unnamed (+499494), unnamed (+525594), unnamed (+555244), unnamed (+563894), unnamed (+567094), unnamed (+604819), unnamed (+606769), unnamed (+608094), unnamed (+646944), unnamed (+649669), unnamed (+651469), unnamed (+653769), unnamed (+658694), unnamed (+666169), unnamed (+689719), unnamed (+692144), unnamed (+699394), unnamed (+728744), unnamed (+730669), unnamed (+768894), unnamed (+788019), unnamed (+818769), unnamed (+851519), unnamed (+852094), unnamed (+853594), unnamed (+880444), unnamed (+882469)
MED13L	unnamed (-251437), unnamed (-247212), unnamed (-238662), unnamed (-72712)
MED15	unnamed (+10965), unnamed (+17390), unnamed (+25540), unnamed (+26715), unnamed (+45815), unnamed (+50765), unnamed (+56940), unnamed (+62265), unnamed (+209315), unnamed (+238190)
MED16	unnamed (-4807), unnamed (+17418)
MED27	unnamed (+52258), unnamed (+77008)
MED30	unnamed (+423387)
MED6	unnamed (-194160), unnamed (-176935), unnamed (-175835), unnamed (-99085), unnamed (-91560)
MED7	unnamed (-17016)
MED9	unnamed (-113211), unnamed (-6786)
MEF2A	unnamed (-138212), unnamed (-126937), unnamed (-125112), unnamed (-111187)
MEF2C	unnamed (-974422), unnamed (-974122), unnamed (-923847), unnamed (-922222), unnamed (-424422)
MEF2D	unnamed (+61078)
MEGF10	unnamed (-202184)
MEGF6	unnamed (+100770)
MEIS1	unnamed (-833475), unnamed (-825425)
MEIS3	unnamed (-24312), unnamed (+35338), unnamed (+36388)
MELK	unnamed (+291213)
MELTF	unnamed (-235984)
MESD	unnamed (+50028)
MESP1	unnamed (-9190)
MESP2	unnamed (-15858)
MEST	unnamed (-35143)
MET	unnamed (-90280)
METTL11B	unnamed (+68574)
METTL16	unnamed (-31164), unnamed (-30189), unnamed (+18736), unnamed (+24961), unnamed (+32211), unnamed (+58661), unnamed (+74811), unnamed (+76186)
METTL21A	unnamed (-46724), unnamed (-43849)
METTL22	unnamed (+65312)
METTL24	unnamed (+141197)
METTL2A	unnamed (+36408), unnamed (+37083), unnamed (+38233), unnamed (+46558)
METTL2B	unnamed (+36846), unnamed (+46296), unnamed (+47071), unnamed (+47696)
METTL6	unnamed (-73532)
METTL7B	unnamed (-29696), unnamed (+5679), unnamed (+6979)
METTL8	unnamed (-79973), unnamed (-78523)
METTL9	unnamed (-72951), unnamed (-71276)
MEX3C	unnamed (-805280), unnamed (-803230), unnamed (-616755), unnamed (-614930), unnamed (-187155), unnamed (-149155), unnamed (-69105), unnamed (-14830), unnamed (-13830), unnamed (+30595), unnamed (+33145), unnamed (+35470), unnamed (+47595), unnamed (+49270), unnamed (+54370), unnamed (+57295), unnamed (+60670), unnamed (+61995), unnamed (+65470), unnamed (+89095)
MFAP3L	unnamed (+22383), unnamed (+84733), unnamed (+199558), unnamed (+206983), unnamed (+210908)
MFF	unnamed (-144814)
MFHAS1	unnamed (+187995)
MFN1	unnamed (+55533)
MFNG	unnamed (+24176)
MFSD10	unnamed (+24458)
MFSD12	unnamed (+11673)
MFSD14B	unnamed (+40324), unnamed (+99449)
MFSD14C	unnamed (+40305), unnamed (+41180)
MFSD2A	unnamed (-25000), unnamed (+73875)
MFSD4B	unnamed (+30152), unnamed (+32452), unnamed (+41727)
MFSD6	unnamed (+47895)
MGA	unnamed (+32738)
MGAT5B	unnamed (-119922)
MGME1	unnamed (-205463), unnamed (-197388), unnamed (-173438), unnamed (-171663), unnamed (-87088)
MGMT	unnamed (+272616)
MGRN1	unnamed (-98765), unnamed (-96590), unnamed (-92165), unnamed (-90140), unnamed (-54440)
MGST3	unnamed (-24186)
MIA	unnamed (-4452)
MIB1	unnamed (+218955)
MICAL1	unnamed (-4132), unnamed (-1482)
MIDN	unnamed (-1703)
MIER3	unnamed (-143407)
MIF4GD	unnamed (+2755)
MIIP	unnamed (+18259), unnamed (+23184)
MINK1	unnamed (+11837), unnamed (+43537), unnamed (+59287)
MIS18A	unnamed (+20594), unnamed (+308769)
MISP	unnamed (-21401)
MITF	unnamed (+442915)
MKI67	unnamed (+58835), unnamed (+66185), unnamed (+73635), unnamed (+74310), unnamed (+97110), unnamed (+134460), unnamed (+135885)
MKL1	unnamed (-114745), unnamed (+15530), unnamed (+17705)
MKL2	unnamed (-79422), unnamed (-66847), unnamed (+54028), unnamed (+93128), unnamed (+293128), unnamed (+324803), unnamed (+531403)
MKLN1	unnamed (-461835), unnamed (-460185), unnamed (-434510), unnamed (-347710), unnamed (-335060), unnamed (-334435), unnamed (-182935), unnamed (-182310), unnamed (-140160), unnamed (-136710), unnamed (-102710), unnamed (-61810), unnamed (-42935), unnamed (-29585)
MKNK2	unnamed (+19844)
MLANA	unnamed (-26252)
MLH3	unnamed (+8807)
MLLT1	unnamed (+40448)
MLN	unnamed (-60264)
MLNR	unnamed (-223388)
MLXIP	unnamed (+87078)
MMD2	unnamed (+59087)
MMP14	unnamed (+2668)
MMP17	unnamed (-50318), unnamed (-21968), unnamed (-17068), unnamed (-5618)
MMP19	unnamed (-74678), unnamed (-72153)
MMRN2	unnamed (+21113), unnamed (+111288), unnamed (+127563)
MMS19	unnamed (+4745), unnamed (+29720), unnamed (+30770)
MMS22L	unnamed (+232001), unnamed (+235726), unnamed (+237276), unnamed (+344426)
MNT	unnamed (-92032), unnamed (-85807), unnamed (-78557), unnamed (-52107), unnamed (-35957), unnamed (-34582)
MOB2	unnamed (-71704), unnamed (-12179), unnamed (-10029), unnamed (-3354)
MOG	unnamed (-13285)
MOGAT2	unnamed (-39669)
MOK	unnamed (+99475), unnamed (+118950), unnamed (+146500), unnamed (+147850)
MORC3	unnamed (-133664), unnamed (-112514), unnamed (-110164), unnamed (-32589), unnamed (-28889), unnamed (-24264), unnamed (-13164), unnamed (+34161)
MORF4L1	unnamed (-32889), unnamed (-29714), unnamed (+37961), unnamed (+49411), unnamed (+50961), unnamed (+52636), unnamed (+54436)
MOV10	unnamed (+22604), unnamed (+23929)
MPC1	unnamed (-208702), unnamed (-159702), unnamed (-152377), unnamed (-53227), unnamed (-36702), unnamed (-35802), unnamed (-34427), unnamed (-26202), unnamed (-18352), unnamed (+34298)
MPHOSPH8	unnamed (-27156), unnamed (+31094), unnamed (+35544)
MPHOSPH9	unnamed (-21777)
MPL	unnamed (-19724)
MPLKIP	unnamed (+16409), unnamed (+104059), unnamed (+105134)
MPND	unnamed (+17416)
MPO	unnamed (-37890)
MPPE1	unnamed (+22198), unnamed (+22723), unnamed (+36273)
MPRIP	unnamed (+99240), unnamed (+126265), unnamed (+127940), unnamed (+129915), unnamed (+144390), unnamed (+146940)
MPZL1	unnamed (+55675), unnamed (+187775)
MRAS	unnamed (+62478)
MRC1	unnamed (-2319), unnamed (-669), unnamed (+731), unnamed (+6456), unnamed (+10631), unnamed (+11806), unnamed (+13281), unnamed (+18431), unnamed (+21181), unnamed (+23006), unnamed (+27131), unnamed (+38406), unnamed (+42381), unnamed (+45906), unnamed (+49456), unnamed (+51206), unnamed (+55131), unnamed (+63231), unnamed (+103056), unnamed (+104256), unnamed (+109256), unnamed (+115056), unnamed (+116956), unnamed (+118581)
MRC2	unnamed (-132926), unnamed (-132601), unnamed (-1726), unnamed (+2299)
MRFAP1	unnamed (-51316), unnamed (-49766), unnamed (-33241), unnamed (-31266), unnamed (-30541)
MRGPRD	unnamed (+34236), unnamed (+37111), unnamed (+38586), unnamed (+52511)
MRGPRX4	unnamed (+813)
MRM1	unnamed (+74253)
MRNIP	unnamed (-6663), unnamed (+3087), unnamed (+8237), unnamed (+18637), unnamed (+31087)
MRPL1	unnamed (+34655)
MRPL11	unnamed (-16427), unnamed (-15427), unnamed (+8723)
MRPL15	unnamed (+22590), unnamed (+76165), unnamed (+91965), unnamed (+96765), unnamed (+98240)
MRPL17	unnamed (+21826)
MRPL20	unnamed (-10787)
MRPL23	unnamed (-24278), unnamed (-22878)
MRPL33	unnamed (+7033)
MRPL36	unnamed (+190895), unnamed (+191870), unnamed (+192220), unnamed (+195970)
MRPL37	unnamed (+72754), unnamed (+112854)
MRPL38	unnamed (-1337)
MRPL39	unnamed (+75717), unnamed (+188317), unnamed (+215242), unnamed (+968417)
MRPL40	unnamed (+10198)
MRPL57	unnamed (+256830), unnamed (+273180)
MRPL58	unnamed (-9924)
MRPS10	unnamed (-70060)
MRPS17	unnamed (-45794)
MRPS18A	unnamed (+17691)
MRPS23	unnamed (-56944), unnamed (-51144)
MRPS24	unnamed (-20393)
MRPS25	unnamed (+18635)
MRPS7	unnamed (-21849), unnamed (-20799), unnamed (-20249), unnamed (-14949), unnamed (-14574), unnamed (-13999)
MRPS9	unnamed (-147033), unnamed (-123508), unnamed (-122158), unnamed (-121458), unnamed (-94033), unnamed (-92558), unnamed (-87583), unnamed (-78983), unnamed (-78358), unnamed (+62717), unnamed (+87567), unnamed (+89167), unnamed (+90542), unnamed (+104392), unnamed (+108017), unnamed (+132817), unnamed (+140967), unnamed (+144167), unnamed (+144817), unnamed (+147592), unnamed (+178067), unnamed (+179992), unnamed (+183592), unnamed (+197267)
MRVI1	unnamed (-47973), unnamed (+61502)
MSI2	unnamed (-81484), unnamed (+8566), unnamed (+21666), unnamed (+24941), unnamed (+58866), unnamed (+62366), unnamed (+65266), unnamed (+72541), unnamed (+73516), unnamed (+192591), unnamed (+199941), unnamed (+213941), unnamed (+215016), unnamed (+216241), unnamed (+232041), unnamed (+237866), unnamed (+238441), unnamed (+243116), unnamed (+244191), unnamed (+245516), unnamed (+276341), unnamed (+277016), unnamed (+277641), unnamed (+283566), unnamed (+285216), unnamed (+304341), unnamed (+305391), unnamed (+327566), unnamed (+328216), unnamed (+382041), unnamed (+416191)
MSL1	unnamed (-12614)
MSRA	unnamed (+87032), unnamed (+152107), unnamed (+156282), unnamed (+457107)
MSRB1	unnamed (+3976)
MSTN	unnamed (+18354), unnamed (+113329), unnamed (+169604), unnamed (+191479), unnamed (+223854), unnamed (+226954), unnamed (+227754), unnamed (+229279), unnamed (+231979)
MSX1	unnamed (-120966)
MT4	unnamed (-22324), unnamed (-12949)
MTA1	unnamed (+12103), unnamed (+33628), unnamed (+35278)
MTA3	unnamed (+80604), unnamed (+156904)
MTCL1	unnamed (-91746), unnamed (-54021), unnamed (-50121)
MTDH	unnamed (+116471)
MTERF1	unnamed (+300745)
MTERF4	unnamed (-30055), unnamed (-29455), unnamed (-21280), unnamed (-2680)
MTF2	unnamed (-108513), unnamed (-96363), unnamed (-75363)
MTFP1	unnamed (-11155)
MTFR1L	unnamed (-15893)
MTFR2	unnamed (+332161), unnamed (+373936), unnamed (+380261)
MTHFD1	unnamed (+27925)
MTHFD1L	unnamed (-85429), unnamed (-76879), unnamed (-7554), unnamed (+83546), unnamed (+136771), unnamed (+138696), unnamed (+150171), unnamed (+163571), unnamed (+178921), unnamed (+180096), unnamed (+185221)
MTHFD2	unnamed (+93438)
MTHFR	unnamed (+8688), unnamed (+12788), unnamed (+14938)
MTIF2	unnamed (-120627), unnamed (-100202), unnamed (-78527)
MTIF3	unnamed (+11814)
MTMR2	unnamed (-267255), unnamed (-256755), unnamed (-215155), unnamed (-202180), unnamed (-199305), unnamed (-160455), unnamed (+32720)
MTMR3	unnamed (+68995)
MTMR9	unnamed (-40516), unnamed (-34691), unnamed (-13841)
MTPAP	unnamed (+61794), unnamed (+66344)
MTPN	unnamed (+56891), unnamed (+133516), unnamed (+167616)
MTRNR2L3	unnamed (-15295)
MTRNR2L4	unnamed (-17310)
MTRNR2L8	unnamed (+22364)
MTRR	unnamed (+42946)
MTSS1	unnamed (+137273)
MTSS1L	unnamed (-60034), unnamed (-55484), unnamed (-54084), unnamed (-50359)
MTUS2	unnamed (+627952), unnamed (+666752), unnamed (+708902)
MUC1	unnamed (+11840)
MUC13	unnamed (-37249)
MUC20	unnamed (-107157), unnamed (-92907), unnamed (-89782), unnamed (-88607), unnamed (-28857), unnamed (-28057)
MUC21	unnamed (-14318)
MUC22	unnamed (+9451), unnamed (+27301)
MUC6	unnamed (+20631), unnamed (+39181), unnamed (+41506), unnamed (+44781), unnamed (+58106), unnamed (+69556), unnamed (+95256), unnamed (+96981), unnamed (+106506)
MUM1	unnamed (-65689), unnamed (-53314), unnamed (-52139), unnamed (-6764)
MVB12B	unnamed (-549724), unnamed (-542549), unnamed (-510649), unnamed (-37799), unnamed (+105076)
MVD	unnamed (-16390)
MVP	unnamed (+7631), unnamed (+13731)
MX1	unnamed (+44935)
MXI1	unnamed (-96530), unnamed (+65370)
MXRA8	unnamed (-1232)
MYB	unnamed (+82810), unnamed (+87035), unnamed (+137835)
MYBL1	unnamed (+98249), unnamed (+119099), unnamed (+145624)
MYBL2	unnamed (+21593), unnamed (+46343), unnamed (+47743), unnamed (+50543)
MYBPC1	unnamed (-96619)
MYBPH	unnamed (+26513), unnamed (+34513)
MYBPHL	unnamed (-82634)
MYC	unnamed (-319519), unnamed (-280894), unnamed (-262519), unnamed (-174819), unnamed (-173619), unnamed (-109794), unnamed (-108869), unnamed (-64319), unnamed (+119931), unnamed (+127556), unnamed (+170881), unnamed (+195756)
MYCBPAP	unnamed (-4384)
MYCL	unnamed (-28137)
MYCN	unnamed (-295514), unnamed (-293314), unnamed (+3536), unnamed (+23936), unnamed (+27561), unnamed (+29411), unnamed (+32711), unnamed (+42286), unnamed (+72411), unnamed (+74161), unnamed (+88436), unnamed (+94011), unnamed (+114911), unnamed (+116361), unnamed (+350161), unnamed (+378336)
MYDGF	unnamed (+16495), unnamed (+20995), unnamed (+23120)
MYH10	unnamed (+167836), unnamed (+175011)
MYH11	unnamed (+143711), unnamed (+151436), unnamed (+152336)
MYH9	unnamed (-49207), unnamed (-46207), unnamed (-15032), unnamed (+42893), unnamed (+44243), unnamed (+127793), unnamed (+130143)
MYL12A	unnamed (-17575)
MYL12B	unnamed (+183633)
MYL2	unnamed (+67777)
MYL3	unnamed (-6308)
MYL7	unnamed (-9918), unnamed (-8568)
MYL9	unnamed (-101209), unnamed (-64034), unnamed (-60109), unnamed (-54709), unnamed (-53634), unnamed (-51359), unnamed (-40134), unnamed (-38859), unnamed (-22484), unnamed (-21009), unnamed (-19384), unnamed (-17034), unnamed (-12434), unnamed (+5516), unnamed (+9766), unnamed (+14141)
MYLIP	unnamed (-304750), unnamed (-250575), unnamed (-187750)
MYLK	unnamed (+45918)
MYLK4	unnamed (+440366)
MYO18B	unnamed (-133334), unnamed (-95309), unnamed (+27791)
MYO1B	unnamed (+369186)
MYO1E	unnamed (-169950)
MYO1H	unnamed (+34781)
MYO5A	unnamed (+23050), unnamed (+28700), unnamed (+57025), unnamed (+57875), unnamed (+157825)
MYO5C	unnamed (-210202), unnamed (-204552), unnamed (-176227), unnamed (-175377), unnamed (-75427), unnamed (+31398), unnamed (+35173)
MYO9B	unnamed (+20744)
MYOCD	unnamed (-411289), unnamed (-244464), unnamed (-237264), unnamed (-237014), unnamed (-235864), unnamed (-231614), unnamed (-226939), unnamed (-225914), unnamed (-119889), unnamed (-97189), unnamed (-27639), unnamed (-25489), unnamed (+76561)
MYOF	unnamed (+208744)
MYOM1	unnamed (-14592), unnamed (+22833), unnamed (+47483), unnamed (+149858), unnamed (+163508), unnamed (+168058), unnamed (+174258), unnamed (+190608)
MYOZ3	unnamed (-45432)
MYT1	unnamed (+28901), unnamed (+63301), unnamed (+84276)
MYT1L	unnamed (-864881)
MZF1	unnamed (-12200), unnamed (-11350)
N4BP1	unnamed (+24034), unnamed (+78734), unnamed (+83234), unnamed (+85859), unnamed (+93609), unnamed (+115634), unnamed (+138609), unnamed (+148209), unnamed (+156384), unnamed (+163859), unnamed (+165884), unnamed (+180809), unnamed (+181859), unnamed (+185209), unnamed (+218684)
N4BP2	unnamed (-10926), unnamed (-9951), unnamed (-2826), unnamed (+3574), unnamed (+76974), unnamed (+121349), unnamed (+122824)
N4BP2L2	unnamed (+189110)
N4BP3	unnamed (-9443)
N6AMT1	unnamed (-3204), unnamed (+215871)
NAA16	unnamed (+74920), unnamed (+100620)
NAA20	unnamed (-14366), unnamed (-11516)
NAA30	unnamed (-24628)
NAA35	unnamed (-137671), unnamed (-42471)
NABP1	unnamed (-63957)
NACA2	unnamed (+122252), unnamed (+129977)
NACAD	unnamed (+24414)
NADK	unnamed (+15044), unnamed (+16169)
NAGK	unnamed (-17878), unnamed (-5528), unnamed (+6347)
NAGLU	unnamed (-51672)
NAIF1	unnamed (+15646)
NAMPT	unnamed (-200358), unnamed (+146242)
NANOS3	unnamed (+7703)
NAP1L4	unnamed (+31352), unnamed (+50127)
NAPG	unnamed (-54334), unnamed (-51659), unnamed (-39909)
NARF	unnamed (+27869)
NARS	unnamed (-54452), unnamed (-38802), unnamed (-36552), unnamed (-31877), unnamed (-19427)
NARS2	unnamed (+11314), unnamed (+36914), unnamed (+94589), unnamed (+107089), unnamed (+111064), unnamed (+115539), unnamed (+120039), unnamed (+122864), unnamed (+125214), unnamed (+142239)
NASP	unnamed (+37415)
NAT10	unnamed (+53748), unnamed (+117223)
NAT8	unnamed (+31018)
NAT8L	unnamed (+49363), unnamed (+82488)
NATD1	unnamed (-16115), unnamed (+3110)
NAV1	unnamed (-112199), unnamed (+144801)
NAXD	unnamed (+27339), unnamed (+66639), unnamed (+70689)
NBAS	unnamed (-14095), unnamed (+196830)
NBEAL2	unnamed (-64033)
NBL1	unnamed (+7468)
NBPF1	unnamed (-279338), unnamed (-255663), unnamed (-255288), unnamed (+60062), unnamed (+63137), unnamed (+95837), unnamed (+116012), unnamed (+166687), unnamed (+168762)
NBPF10	unnamed (+112504)
NBPF11	unnamed (-102553)
NBPF19	unnamed (-232973)
NBPF3	unnamed (-74138), unnamed (-54613)
NBPF6	unnamed (+121163), unnamed (+122213)
NBPF9	unnamed (-54111)
NCAM1	unnamed (-678950)
NCAN	unnamed (+2602)
NCAPG2	unnamed (-66752), unnamed (+57398)
NCCRP1	unnamed (-59361), unnamed (-34161)
NCF2	unnamed (+21131)
NCK2	unnamed (-318147), unnamed (-317872), unnamed (-69622), unnamed (+150728), unnamed (+157903), unnamed (+158453), unnamed (+167478), unnamed (+182428), unnamed (+205828), unnamed (+283753), unnamed (+286253), unnamed (+303828), unnamed (+309628)
NCKAP5L	unnamed (+50800), unnamed (+60575), unnamed (+62450)
NCKIPSD	unnamed (-11023), unnamed (+14152)
NCLN	unnamed (+6325), unnamed (+8775)
NCOA1	unnamed (+5568), unnamed (+257368)
NCOA2	unnamed (-131470)
NCOA3	unnamed (-119002), unnamed (-107727), unnamed (-104802), unnamed (-19677), unnamed (+19123), unnamed (+162998), unnamed (+165898), unnamed (+167073), unnamed (+205523), unnamed (+207548), unnamed (+208323), unnamed (+209648), unnamed (+210523), unnamed (+247698), unnamed (+257448), unnamed (+261598), unnamed (+266523), unnamed (+269323), unnamed (+280798), unnamed (+281948)
NCOR1	unnamed (+128399)
NCOR2	unnamed (-266798), unnamed (-252248), unnamed (-244773), unnamed (-243273), unnamed (-241698), unnamed (-240648), unnamed (-152098), unnamed (-150198), unnamed (-141098), unnamed (-138698), unnamed (-116898), unnamed (-115948), unnamed (+53002), unnamed (+56477)
NCR2	unnamed (+94811), unnamed (+113361), unnamed (+115411), unnamed (+198461)
NCR3LG1	unnamed (+33549)
NDC80	unnamed (+52939), unnamed (+54689), unnamed (+74139), unnamed (+75089)
NDE1	unnamed (+61408), unnamed (+62308), unnamed (+70033)
NDEL1	unnamed (+19889), unnamed (+27064)
NDFIP1	unnamed (-19305), unnamed (-13530), unnamed (+3495), unnamed (+19445)
NDRG1	unnamed (-181639), unnamed (-178739), unnamed (-172364), unnamed (-159214), unnamed (-157564), unnamed (+7161), unnamed (+8361), unnamed (+51511)
NDST1	unnamed (-45387), unnamed (+9638)
NDST4	unnamed (+497801)
NDUFA12	unnamed (-14430), unnamed (+147020), unnamed (+148170), unnamed (+180520), unnamed (+198945), unnamed (+207545), unnamed (+224045), unnamed (+224820), unnamed (+260595), unnamed (+267120), unnamed (+313720), unnamed (+332845)
NDUFAF1	unnamed (-5156), unnamed (+6969)
NDUFAF8	unnamed (-4189)
NDUFB4	unnamed (+18741), unnamed (+20641)
NDUFB9	unnamed (+51897)
NDUFS1	unnamed (+23119)
NDUFS4	unnamed (-29610), unnamed (+615315), unnamed (+619040)
NDUFS5	unnamed (+7957)
NEB	unnamed (+16237), unnamed (+37637), unnamed (+38537)
NECAB3	unnamed (+24983), unnamed (+80733)
NECAP2	unnamed (+3989), unnamed (+6064), unnamed (+56739), unnamed (+76914), unnamed (+109614), unnamed (+112689)
NEDD4	unnamed (-312244)
NEDD4L	unnamed (+125322)
NEDD9	unnamed (+103882)
NEFH	unnamed (+48120)
NEK6	unnamed (-219663), unnamed (+65187), unnamed (+68087), unnamed (+112037)
NELFA	unnamed (+56860)
NELFCD	unnamed (+19542)
NEMP2	unnamed (+78472)
NENF	unnamed (+40288), unnamed (+50188), unnamed (+56063)
NEO1	unnamed (+233665)
NEPRO	unnamed (-104686)
NET1	unnamed (+54649)
NETO1	unnamed (-994201), unnamed (-985676), unnamed (-984376)
NETO2	unnamed (+100422), unnamed (+120722), unnamed (+123622)
NEU1	unnamed (-2544)
NEU3	unnamed (+55866)
NEU4	unnamed (+9225), unnamed (+28150), unnamed (+30425), unnamed (+35350), unnamed (+45550)
NEURL1	unnamed (-4579), unnamed (-4104), unnamed (-1854), unnamed (+5321), unnamed (+10746), unnamed (+140971), unnamed (+187671), unnamed (+189896), unnamed (+209271), unnamed (+283946), unnamed (+334971)
NEUROD2	unnamed (+16243), unnamed (+113518), unnamed (+118793), unnamed (+137968)
NFAM1	unnamed (+10395), unnamed (+11795), unnamed (+23320), unnamed (+64870), unnamed (+193745)
NFAT5	unnamed (-64933), unnamed (-26558), unnamed (-25258), unnamed (+20492), unnamed (+30392), unnamed (+42592)
NFATC1	unnamed (-240025), unnamed (-223275), unnamed (-221300), unnamed (-8750), unnamed (+16500), unnamed (+17225), unnamed (+18800), unnamed (+22850), unnamed (+23550), unnamed (+29200), unnamed (+49675), unnamed (+50225), unnamed (+53925), unnamed (+54850), unnamed (+56275), unnamed (+59225), unnamed (+94975), unnamed (+106900), unnamed (+115000), unnamed (+118550), unnamed (+182725), unnamed (+187175), unnamed (+225575), unnamed (+235675)
NFATC2	unnamed (-68656), unnamed (-38131), unnamed (-23581), unnamed (+35294), unnamed (+58094), unnamed (+74244), unnamed (+205319), unnamed (+482494), unnamed (+506119), unnamed (+508969)
NFATC3	unnamed (-37533), unnamed (-35633), unnamed (+26692)
NFE2L2	unnamed (-86894)
NFE2L3	unnamed (-93790), unnamed (+14085)
NFE4	unnamed (+35338), unnamed (+64663), unnamed (+88013)
NFIX	unnamed (+20767)
NFKB1	unnamed (+71696)
NFKB2	unnamed (+9878)
NFKBIA	unnamed (-26379), unnamed (+9671), unnamed (+28946)
NFKBID	unnamed (+5075), unnamed (+17000)
NFKBIZ	unnamed (+85111)
NFRKB	unnamed (+25759), unnamed (+27159)
NFU1	unnamed (-178872), unnamed (-70272), unnamed (-54572), unnamed (-53822), unnamed (-15547), unnamed (+4228), unnamed (+15703)
NFX1	unnamed (+12139)
NGEF	unnamed (+29672), unnamed (+69147), unnamed (+72097), unnamed (+115272), unnamed (+139272)
NGFR	unnamed (+71082)
NHEJ1	unnamed (+36228)
NHLRC2	unnamed (+112764)
NHLRC3	unnamed (+14932), unnamed (+121282), unnamed (+221257), unnamed (+463732)
NHSL1	unnamed (-195710), unnamed (+92115)
NICN1	unnamed (-17149)
NINJ2	unnamed (+153654), unnamed (+155479)
NINL	unnamed (+36467)
NIPA1	unnamed (+12993)
NIPA2	unnamed (-39035), unnamed (+100065), unnamed (+100990), unnamed (+111365), unnamed (+112940), unnamed (+117040), unnamed (+122040), unnamed (+134740), unnamed (+136090)
NIPAL2	unnamed (+128361)
NIPAL3	unnamed (+67781), unnamed (+70631)
NIPAL4	unnamed (-77994)
NIPSNAP2	unnamed (+33969), unnamed (+36244)
NIPSNAP3B	unnamed (+98030), unnamed (+135805), unnamed (+140605)
NKAIN4	unnamed (+3340)
NKD1	unnamed (+43170), unnamed (+44070), unnamed (+51245), unnamed (+55145), unnamed (+65420), unnamed (+68895), unnamed (+70870), unnamed (+75820), unnamed (+96545)
NKIRAS2	unnamed (-34020)
NKX2-2	unnamed (-34849), unnamed (-34124)
NKX6-2	unnamed (+23877), unnamed (+170527)
NKX6-3	unnamed (-216841), unnamed (-176666), unnamed (-100716), unnamed (-22591), unnamed (+39209)
NLRC3	unnamed (+31766)
