A.intersect.value	CLL.A34019.CEMT_4.H3K4me1.hg38.A34019_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34035.CEMT_5.H3K4me1.hg38.A34035_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34074.CEMT_6.H3K4me1.hg38.A34074_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34938.CEMT_26.H3K4me1.hg38.A34938_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34945.CEMT_27.H3K4me1.hg38.A34945_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34952.CEMT_28.H3K4me1.hg38.A34952_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34959.CEMT_29.H3K4me1.hg38.A34959_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35236.CEMT_25.H3K4me1.hg38.A35236_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35243.CEMT_30.H3K4me1.hg38.A35243_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60643.CEMT_94.H3K4me1.hg38.bwa-sb.IX4413.C958UANXX_6_ATCACG.FindER2.bed.remDups.bed.intersect.value	CLL.A60650.CEMT_95.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_CTAGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60657.CEMT_96.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_AACTTG.FindER2.bed.remDups.bed.intersect.value	CLL.A60670.CEMT_97.H3K4me1.hg38.bwa-sb.IX4412.C958UANXX_5_ACGATA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135686_EGAR00001139768_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133242_EGAR00001137328_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215953_EGAR00001228604_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215622_EGAR00001228081_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133247_EGAR00001137334_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272679_merged2runs_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001231900_EGAR00001245926_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001215636_EGAR00001228045_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001272596_EGAR00001300137_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234407_EGAR00001248465_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291824_EGAR00001320548_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272600_EGAR00001300131_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272621_EGAR00001300048_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272624_EGAR00001300051_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272707_EGAR00001300114_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272668_merged3runs_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001364257_EGAR00001401411_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272656_EGAR00001300003_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272661_EGAR00001300008_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272650_EGAR00001299997_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419429_EGAR00001456616_MBC_H3K4me1_PAIRED.FindER2.bed.intersect.value	EGAN00001276795_EGAX00001304981_EGAR00001334464_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276796_EGAX00001304983_EGAR00001334466_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001305005_EGAR00001334422_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326452_EGAR00001355725_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305085_EGAR00001334364_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305061_EGAR00001334388_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326574_EGAR00001355824_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326490_EGAR00001355777_usMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358538_EGAX00001371128_EGAR00001408501_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358558_EGAX00001371127_EGAR00001408500_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	GCBC.A68886.CEMT_129.H3K4me1.hg38.bwa-sb.IX5126.CAVYBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70848.CEMT_134.H3K4me1.hg38.IX5208.CAVPBANXX_1_ATCACG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70855.CEMT_135.H3K4me1.hg38.IX5209.CAVPBANXX_2_GATCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70862.CEMT_136.H3K4me1.hg38.IX5210.CAVPBANXX_3_ACCCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70869.CEMT_137.H3K4me1.hg38.IX5211.CAVPBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70876.CEMT_138.H3K4me1.hg38.IX5213.CAVPBANXX_6_CAAAAG.FindER2.bed.remDups.bed.intersect.value
chr2_85074300_85074650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	0	0	0	150	0	0	0	0	0
chr2_85078000_85079400	0	0	350	0	0	375	0	0	50	675	0	0	125	0	0	0	200	0	200	600	50	0	0	1400	0	0	825	0	450	575	75	0	0	1400	500	0	0	1400	1400	0	950	500	0	650	0	50	0	0	0	0
chr2_85395450_85395700	250	0	0	0	250	225	0	250	250	150	150	250	250	0	0	75	0	0	0	0	0	100	150	250	0	0	0	0	0	250	0	0	0	250	0	0	0	250	225	75	75	250	0	150	0	0	0	0	0	0
chr2_85403100_85403500	400	75	0	0	400	400	400	400	0	0	0	400	0	400	400	400	400	400	0	0	0	0	0	400	0	0	400	400	400	300	400	0	0	400	400	0	0	400	375	400	0	400	0	0	0	0	0	0	0	0
chr2_85500750_85501950	0	0	0	0	0	150	975	0	75	1200	0	0	0	1200	150	975	975	375	0	0	525	0	0	1200	0	75	1200	900	900	1125	975	0	0	1200	150	0	450	1200	1200	600	150	1200	0	150	0	75	0	75	150	375
chr2_85761050_85762300	0	0	0	0	0	0	525	0	0	400	0	0	0	1250	375	475	1250	0	0	0	0	450	0	1200	0	0	525	1250	1225	925	525	0	0	1250	600	0	0	1250	1250	750	0	1250	0	0	0	0	0	0	0	0
chr2_85763550_85764600	0	0	0	0	0	375	0	0	0	600	525	600	600	825	0	0	975	0	0	0	0	75	450	1050	0	0	0	300	0	0	0	675	0	450	0	225	0	1050	825	0	0	1050	0	0	0	0	0	0	0	0
chr2_85839350_85839600	250	75	250	250	250	250	250	250	250	250	250	250	250	0	0	0	0	0	250	250	250	250	250	225	0	0	0	250	75	150	0	0	0	250	0	0	0	250	250	150	250	250	0	250	0	0	0	0	0	0
chr2_85952900_85953550	475	325	650	250	250	650	550	0	0	650	650	650	650	0	325	0	0	0	250	650	0	0	550	650	0	0	0	0	550	0	0	0	0	650	475	0	0	650	625	250	400	625	0	0	0	0	0	0	0	0
chr2_85963650_85964100	300	450	75	0	0	450	450	300	450	450	0	450	450	0	0	0	0	0	0	300	0	0	375	450	0	0	0	0	0	0	0	0	0	450	0	0	0	450	450	0	450	450	0	0	0	0	0	0	0	0
chr2_86011500_86011800	300	0	300	0	0	300	0	0	300	300	0	0	300	0	75	0	0	0	225	0	0	0	0	300	0	0	300	0	300	0	0	0	0	300	225	0	0	300	300	300	0	300	150	0	0	0	0	0	0	0
chr2_86013750_86014350	375	600	600	600	300	300	0	600	0	600	600	600	600	0	0	75	600	0	600	0	0	0	0	600	0	0	75	600	450	450	0	0	75	600	0	0	0	600	600	0	75	600	0	0	0	0	0	0	0	0
chr2_86069050_86069250	200	200	125	200	200	200	0	200	200	200	200	200	200	200	0	200	0	0	200	200	125	0	200	200	0	0	200	0	0	0	0	0	200	200	125	0	125	200	200	0	200	200	200	200	0	0	0	0	0	0
chr2_86076650_86077300	650	25	650	650	0	650	250	0	650	650	650	650	650	0	0	0	25	0	650	625	0	325	650	625	0	0	0	650	175	650	0	0	0	650	0	0	0	625	650	0	650	650	300	0	0	0	0	0	0	0
chr2_86081500_86081650	150	150	150	150	150	150	150	150	150	150	150	150	150	0	0	0	0	0	150	150	150	150	150	150	0	0	125	150	0	0	0	0	0	150	0	0	0	150	150	125	150	125	150	150	0	0	0	0	0	0
chr2_86231650_86232000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	350	350	0	0	0	0	150	0	0	0	0	0	0
chr2_96318150_96318650	500	500	500	500	500	500	500	500	500	500	500	500	500	0	0	50	450	0	75	0	0	500	50	500	0	0	0	0	200	0	0	0	0	500	200	0	275	500	500	0	500	500	0	125	0	0	0	0	0	0
chr2_96346050_96346600	0	0	0	0	0	0	0	0	0	300	375	375	0	0	0	0	0	0	75	0	0	0	0	550	225	0	0	0	0	0	0	525	75	525	0	450	0	550	525	0	0	0	0	0	0	0	0	0	0	0
chr2_96699350_96700500	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	600	0	300	0	0	0	0	1125	0	0	0	750	600	0	0	0	0	1125	825	0	0	1150	1125	675	0	1150	450	0	0	0	0	0	0	0
chr2_96702000_96702350	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	350	150	0	0	0	0	0	0	0	0	0	0	0
chr2_96788550_96789250	700	0	75	375	0	525	700	0	0	700	700	700	700	375	0	375	625	0	700	700	0	0	0	700	0	0	0	0	0	0	0	0	0	700	0	0	0	700	675	0	450	700	0	0	0	0	0	0	0	0
chr2_96793350_96793650	0	0	300	0	0	300	75	0	0	225	300	300	300	0	0	0	0	0	75	0	225	0	0	300	0	0	300	0	0	0	0	0	0	300	150	0	0	300	300	225	0	300	0	0	0	0	0	0	0	0
chr2_96891750_96892150	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	400	0	0	400	250	375	0	400	0	0	400	0	400	75	225	0	0	400	400	0	0	400	375	300	325	400	0	400	0	0	0	0	0	0
chr2_96987750_96987900	0	75	150	150	0	0	0	0	0	0	0	150	150	150	150	150	150	0	75	0	0	150	0	150	0	0	150	150	150	150	150	0	0	150	150	0	0	150	150	150	150	150	0	0	150	0	0	0	0	0
chr2_97741650_97741700	50	50	50	0	0	50	50	50	50	50	50	50	50	0	0	0	50	0	50	0	50	50	50	50	0	0	0	50	0	0	50	0	0	50	50	0	0	50	50	0	50	50	50	50	0	0	0	0	0	0
chr2_98240750_98241150	0	0	0	0	0	0	0	0	0	0	75	400	225	0	300	0	400	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	375	0	0	0	0	400	0	0	375	0	0	400	0	0	0	0	0
chr2_98648300_98648600	200	0	0	0	0	0	300	0	0	0	0	0	0	0	0	300	0	0	0	0	200	0	0	275	0	300	200	0	125	0	0	0	300	300	300	0	300	300	300	0	0	300	0	50	300	300	300	300	300	300
chr2_98875400_98875650	0	0	0	0	0	250	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	25	0	250	0	0	0	0	0	0	0	0	0	250	0	0	0	250	225	0	0	0	0	0	0	0	0	0	0	0
chr2_100053600_100053750	0	150	150	150	150	150	0	150	150	150	150	150	150	0	0	150	0	0	150	150	150	150	150	150	0	0	150	0	0	150	0	0	0	150	150	0	0	150	150	0	150	150	0	0	0	75	150	0	0	0
chr2_100288850_100289350	0	0	500	325	500	250	0	325	0	0	0	500	0	0	0	0	0	0	0	0	0	0	475	475	0	475	0	0	0	0	0	0	0	500	0	0	500	475	500	0	0	475	0	0	450	500	0	500	500	500
chr2_100601250_100601550	0	0	225	225	75	0	75	0	0	0	0	300	0	0	0	0	0	0	225	0	0	0	0	300	0	300	0	0	0	75	0	0	300	300	0	0	300	300	300	0	150	300	0	0	300	300	300	300	300	300
chr2_100862950_100863250	0	0	0	0	0	300	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	300	0	0	0	300	275	0	0	0	0	0	0	0	0	0	0	0
chr2_100941500_100942200	700	700	700	700	700	700	700	700	700	0	700	700	325	250	0	0	700	0	700	0	250	700	475	675	0	0	0	0	175	525	0	0	0	700	0	0	0	700	700	0	700	700	175	700	0	0	0	0	0	0
chr2_101042550_101043350	0	0	0	350	0	275	0	275	575	0	0	800	0	375	0	0	275	600	800	0	0	0	0	800	425	0	0	0	0	0	0	200	0	800	0	200	0	800	650	0	275	800	450	0	0	150	0	0	0	0
chr2_101113800_101114250	0	225	450	450	375	0	0	450	225	0	0	450	450	450	75	150	0	0	450	450	0	450	450	450	0	0	75	0	0	375	0	0	0	450	0	0	150	450	450	0	450	450	0	375	450	0	0	0	0	0
chr2_101329650_101330100	0	0	0	0	225	0	0	0	0	450	0	0	0	450	75	150	450	0	75	450	0	450	0	450	0	0	150	75	450	75	0	0	0	450	300	0	0	450	450	75	150	450	75	150	0	450	0	0	75	0
chr2_101359700_101360000	0	0	300	300	300	0	25	100	25	125	50	300	200	50	0	0	300	0	300	0	125	25	0	300	0	0	0	0	0	0	0	0	0	300	0	0	0	275	275	200	300	275	0	300	0	0	0	0	0	0
chr2_101398250_101398950	0	0	75	0	450	175	475	75	0	400	0	0	0	700	700	700	700	600	75	0	450	0	0	700	0	0	600	700	700	450	675	0	0	700	700	0	0	700	675	700	700	700	0	0	0	0	0	0	0	0
chr2_101464000_101464100	0	0	100	0	0	0	100	100	0	100	100	0	0	100	50	100	100	0	0	0	0	0	0	100	0	0	100	100	100	100	100	0	0	100	100	0	0	100	100	100	50	100	0	0	50	0	0	0	50	0
chr2_101948700_101949000	0	0	300	0	0	0	0	0	150	300	300	300	0	300	0	300	300	225	0	0	0	75	75	300	0	0	75	0	300	225	0	0	0	300	300	0	0	300	300	300	0	300	0	0	225	150	0	0	0	0
chr2_102228400_102228750	0	0	50	350	350	0	125	125	0	0	0	50	0	350	0	50	350	0	0	0	0	0	50	350	0	0	200	350	125	0	200	0	0	350	0	0	0	350	350	350	200	350	0	0	0	50	0	0	125	0
chr2_102239050_102239350	0	50	0	0	0	0	200	125	0	0	50	0	300	200	50	300	0	0	0	0	0	0	0	275	0	0	125	275	300	0	300	0	0	300	300	0	0	300	300	300	25	300	0	0	0	0	0	0	0	0
chr2_102454950_102455350	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	250	250	0	0	0	0	0	400	400	0	0	400	0	0	0	400	0	400	0	400	0	400	250	0	0	375	0	0	0	250	0	0	0	0
chr2_103663700_103664100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	375	0	0	400	0	0	0	0	0	0	0	0
chr2_104914200_104914550	125	275	350	350	350	200	0	275	275	350	350	350	350	0	0	200	0	225	350	200	350	275	350	350	0	0	0	50	50	0	0	0	0	350	0	0	0	350	350	0	350	350	350	275	0	0	0	0	0	0
chr2_104915700_104916100	375	400	400	400	400	300	300	400	400	400	400	400	400	375	0	0	400	0	400	375	400	400	400	400	0	0	75	0	75	0	0	0	0	400	0	0	0	400	375	0	400	400	400	375	0	0	0	0	0	0
chr2_105056150_105056700	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	550	0	0	0	550	0	0	0	525	0	0	450	525	0	0	0	0
chr2_105128200_105128700	500	500	500	500	500	500	500	500	500	500	500	500	500	0	0	275	125	0	500	500	500	500	350	500	0	0	0	500	0	0	0	0	0	500	50	0	0	500	500	0	500	500	500	500	0	0	0	0	0	0
chr2_105170700_105171100	400	400	400	400	400	375	300	400	300	400	400	400	400	375	0	0	0	0	400	400	375	0	400	400	0	0	0	225	0	0	0	0	0	400	0	0	0	375	400	0	400	375	175	400	0	0	0	0	0	0
chr2_105179300_105179400	100	100	100	100	100	100	100	100	100	100	100	100	100	0	0	0	0	0	100	100	100	0	100	75	0	0	0	75	0	0	0	0	0	100	100	0	0	100	100	100	75	100	0	0	0	0	0	0	0	0
chr2_105217700_105218100	400	0	400	400	400	75	400	400	400	400	400	400	400	0	0	0	400	0	400	400	0	225	400	400	0	0	0	0	0	0	0	0	0	400	0	0	0	375	400	0	400	400	400	400	0	0	0	0	0	0
chr2_105318300_105318550	0	0	0	0	0	0	0	100	25	0	0	250	0	0	0	150	225	0	0	25	0	0	0	225	25	0	0	0	0	0	0	0	0	250	0	0	0	250	250	0	250	0	0	0	0	0	25	0	0	0
chr2_106537650_106537800	0	0	0	0	150	150	0	0	150	0	75	0	150	150	150	150	150	150	0	0	0	0	0	150	0	0	150	150	150	150	150	0	0	150	150	0	0	150	150	150	0	150	0	150	0	150	0	0	0	0
chr2_108215850_108216400	0	0	0	0	0	0	0	300	0	450	300	375	525	0	0	0	0	550	525	0	0	0	0	525	0	0	0	0	0	0	0	0	0	550	0	0	0	450	525	525	0	525	0	375	0	0	0	0	0	0
chr2_111196000_111196350	0	75	150	300	0	0	225	0	0	0	0	350	0	0	0	0	0	0	0	0	300	0	150	350	0	350	0	50	0	0	0	0	350	350	0	0	350	350	350	0	350	350	0	0	350	350	350	350	350	350
chr2_112005150_112005450	300	150	75	150	225	75	300	150	0	150	75	0	0	0	0	300	225	0	150	0	0	0	0	300	0	0	0	0	150	0	0	0	0	300	300	0	0	300	225	0	300	300	0	0	75	75	0	0	0	0
chr2_112011950_112012500	300	0	150	0	300	375	550	75	0	0	175	75	0	0	0	0	0	0	0	0	75	400	0	525	0	0	0	0	0	0	0	0	550	550	0	0	75	525	375	0	0	525	0	0	0	0	0	0	0	0
chr2_112012900_112013800	125	0	875	0	900	50	875	0	0	0	800	575	0	200	0	0	0	0	350	0	0	0	0	900	0	0	0	0	0	0	0	0	125	900	0	0	125	725	650	0	0	875	0	0	275	0	0	0	0	0
chr2_112625200_112625850	650	200	0	350	650	275	650	125	150	0	0	650	0	650	0	0	650	0	650	275	650	650	0	650	0	0	0	125	50	0	0	0	0	650	0	0	0	650	650	0	650	650	0	650	0	0	0	0	0	0
chr2_112666500_112667350	0	0	775	0	0	175	300	100	150	0	0	0	0	0	0	450	0	0	0	0	0	0	0	825	0	0	0	0	0	0	0	0	0	850	0	0	0	850	850	0	0	525	0	0	0	525	0	0	0	0
chr2_112692150_112692200	0	0	50	0	50	0	50	0	50	50	0	50	0	0	50	0	0	0	50	50	50	50	0	50	0	0	0	0	0	50	0	0	0	50	0	0	0	50	50	50	50	50	0	0	0	0	0	0	50	0
chr2_112713100_112713550	0	0	0	0	0	275	425	0	0	450	450	400	450	450	450	425	450	0	0	0	0	250	0	450	0	0	50	450	450	450	450	0	125	450	450	0	125	450	425	450	0	450	0	0	0	0	0	0	0	0
chr2_112720950_112721550	0	0	0	0	0	0	0	0	150	0	0	0	0	0	600	150	0	0	0	0	0	600	0	0	0	0	0	0	0	0	375	0	225	600	0	0	0	600	600	0	0	600	0	0	0	0	0	0	0	0
chr2_112724650_112725000	0	0	300	0	0	0	300	0	350	350	225	350	350	0	0	0	0	0	350	0	0	150	0	350	0	0	0	350	300	0	350	0	350	350	350	0	225	350	350	0	350	350	0	0	0	0	0	0	0	0
chr2_112906350_112906650	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	300	0	0	0	300	300	0	0	300	0	0	0	0	0	0	0	0
chr2_112925100_112925400	0	0	0	0	0	0	0	0	0	300	75	0	300	300	0	300	300	225	0	0	0	0	0	300	0	0	300	150	300	300	150	0	0	300	300	0	300	300	300	225	0	300	0	300	150	0	0	0	0	0
chr2_113114900_113115200	0	0	0	300	300	0	200	0	0	0	0	0	0	300	300	300	300	300	0	0	0	0	0	300	0	0	300	300	300	300	300	0	50	300	300	0	125	300	275	300	50	275	0	300	0	0	0	0	0	0
chr2_113164950_113165300	0	0	350	0	0	350	0	0	300	350	350	350	350	0	350	350	0	0	350	300	150	275	0	350	0	0	0	0	350	0	0	0	0	350	350	0	0	350	350	0	350	350	350	0	0	0	0	0	0	0
chr2_113165650_113165700	0	0	50	0	0	0	0	0	0	50	0	50	50	0	0	50	50	0	0	0	0	50	0	50	0	0	0	0	50	0	0	0	0	50	50	0	0	50	50	0	50	50	50	0	0	0	0	0	50	50
chr2_114405750_114406600	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	850	0	0	0	825	850	0	0	0	0	0	0	0	0	0	0	0
chr2_118233000_118233400	0	0	25	0	0	0	0	0	0	0	0	0	0	400	375	400	400	150	0	0	0	225	0	400	0	150	400	400	400	150	225	0	0	400	300	0	225	400	400	400	0	375	0	0	0	0	0	0	0	0
chr2_118971150_118971450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	300	0	300	300	0	0	0	0	0	0	0	0	0	0	0
chr2_119236500_119236800	150	300	0	75	0	300	300	75	300	300	300	300	300	0	0	0	0	0	225	300	0	300	0	300	0	75	0	0	0	0	0	0	300	300	0	0	0	300	300	0	0	300	150	225	0	0	0	0	0	0
chr2_120327300_120327750	0	0	0	0	0	450	0	0	0	150	0	0	0	225	0	0	225	0	0	0	0	150	0	375	0	75	0	150	0	0	150	0	75	450	150	0	75	450	450	0	0	450	0	0	0	0	0	0	0	0
chr2_120450500_120451300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	0	0	250	750	600	0	0	775	0	0	0	0	0	0	0	0
chr2_121067100_121067400	0	0	75	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	300	0	225	0	300	300	0	0	0	0	0	0	0	0	0	0	0
chr2_121287050_121287550	0	0	0	0	0	0	475	0	0	375	0	0	0	500	250	0	500	0	0	0	0	100	0	475	0	500	0	175	0	0	0	0	500	500	0	0	500	475	500	100	250	475	0	0	475	400	0	475	0	175
chr2_121335750_121336200	450	450	0	450	300	450	450	375	225	225	300	0	225	0	0	0	0	0	225	450	0	375	450	450	0	0	0	0	0	0	0	0	0	450	0	0	0	450	450	0	450	450	450	450	0	0	0	0	0	0
chr2_122031750_122032350	0	0	0	0	0	600	75	75	150	225	0	75	600	600	0	0	600	0	0	0	0	0	0	225	300	0	0	0	0	0	0	600	300	600	0	600	0	600	600	0	0	600	0	0	0	0	0	0	0	0
chr2_126729450_126729850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	400	375	0	0	0	0	0	0	0	0	0	0	0
chr2_127075900_127076250	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	350	200	275	0	0	0	0	0	350	0	0	350	350	350	350	350	0	350	350	350	0	0	350	350	350	0	350	0	50	0	0	0	0	0	0
chr2_127656950_127657650	0	0	0	0	0	0	0	0	0	525	300	0	450	700	700	700	700	0	0	450	0	450	525	675	0	0	625	475	700	550	700	0	475	700	700	0	700	700	700	550	475	700	0	375	0	0	0	0	0	0
chr2_128283250_128283600	0	0	0	0	0	0	0	0	50	350	50	0	75	350	350	350	350	200	0	350	350	0	0	350	0	0	350	350	350	350	350	0	0	350	350	0	0	350	350	350	350	350	0	0	0	0	0	0	0	0
chr2_128325750_128326150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	250	0	400	0	0	0	400	0	0	0	0	225	0	0	0	0	0	0	0
chr2_128655700_128655900	0	0	0	0	0	0	0	0	0	0	0	0	0	200	200	200	200	200	0	0	0	0	0	200	0	125	200	200	200	200	200	0	0	200	200	0	0	200	200	200	0	200	0	0	50	0	0	0	0	125
chr2_128686350_128687500	0	300	0	450	375	0	0	0	600	0	0	0	0	1150	975	1150	1150	825	0	100	0	0	0	1125	0	0	1150	1150	1150	1150	1150	0	0	1150	1150	0	0	1150	1150	1150	0	1150	0	0	0	0	0	0	0	0
chr2_128841750_128842050	0	0	75	0	300	0	0	225	0	0	0	0	0	300	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	300	0	0	300	150	0	0	0	0	0	0	225
chr2_129401000_129401550	0	0	0	325	0	0	325	0	0	0	0	0	300	0	0	0	175	0	0	0	0	0	0	375	0	0	0	0	0	100	0	0	0	550	0	0	0	525	550	0	0	475	0	0	0	0	0	0	0	0
chr2_129457850_129458200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	325	350	0	0	0	0	0	0	0	0	0	0	0
chr2_129484500_129484650	0	0	0	0	0	0	0	0	0	0	0	0	0	150	150	150	150	150	0	0	0	0	0	150	0	75	75	150	150	150	150	0	0	150	150	0	75	150	150	150	0	150	0	0	0	0	0	0	0	0
chr2_129812550_129813300	0	0	750	0	75	750	0	0	0	0	375	0	0	450	750	750	750	300	0	0	0	525	0	750	0	0	375	750	750	675	0	0	0	750	750	0	150	750	750	750	750	750	0	0	0	0	0	0	0	0
chr2_130728700_130729150	0	0	0	0	0	300	0	0	0	0	450	0	450	0	200	0	0	0	0	125	200	200	0	425	50	0	275	0	0	0	0	125	200	450	0	50	350	450	450	0	0	200	450	0	0	0	0	0	0	0
chr2_131041750_131042050	0	0	0	0	0	0	300	0	0	275	0	0	200	0	0	0	300	0	0	300	300	300	0	300	0	0	0	0	300	0	0	0	100	300	275	0	300	300	275	0	300	300	0	0	0	0	0	0	0	0
chr2_133965650_133966000	0	0	25	0	25	0	0	0	0	0	0	350	175	100	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	350	0	0	325	325	325	0	0	0	0	0	0	0	0	0	0	0
chr2_134151550_134151750	0	0	200	0	0	0	0	0	0	200	200	200	200	0	0	0	0	0	0	75	0	0	0	200	0	200	0	0	0	0	0	0	200	200	75	0	200	200	200	0	0	200	0	0	200	200	150	200	200	200
chr2_134157150_134157450	150	0	300	0	0	75	0	75	0	300	300	300	300	75	300	300	0	300	300	0	300	0	0	300	0	0	300	300	300	300	300	0	0	300	300	0	0	300	300	300	300	300	0	0	0	0	0	300	0	0
