A.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value
chr2_10193200_10194350	0	0	725	0	0	0	0	0	0	650	450	0	0	0	125	0	0	500	0	50	50	875	0	0	0	1150	1150	0	0	0	0	425	1150	1150	0	1150	125	0	0	0	1150	0	675	0	0	0	0	0	0	0
chr2_10195000_10195150	0	0	0	0	0	0	0	0	0	150	150	0	0	150	0	125	0	50	0	0	0	0	0	150	0	125	150	0	0	0	0	0	150	150	0	150	0	0	0	0	150	25	0	0	0	0	0	0	0	0
chr2_10195850_10196450	0	0	0	0	0	0	0	0	0	175	600	0	0	0	600	600	0	0	0	0	0	0	0	0	0	575	600	0	0	0	0	275	600	600	0	600	0	0	0	0	600	0	0	0	0	0	0	0	0	0
chr2_10197100_10197400	0	0	0	0	0	0	0	0	0	300	300	0	25	100	275	0	250	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	300	300	0	300	0	0	0	0	275	275	0	0	0	0	0	0	0	0
chr2_10206800_10207350	0	0	0	0	0	0	0	0	225	550	450	0	0	550	0	0	0	550	0	0	0	100	0	0	0	525	0	0	0	0	0	0	550	225	0	550	0	0	0	0	525	0	0	0	175	0	0	0	0	0
chr2_10210200_10210950	0	0	0	0	0	0	0	0	0	0	525	0	0	300	150	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	750	675	0	750	150	0	0	300	750	0	0	0	0	0	0	0	0	0
chr2_10738500_10738800	0	300	300	300	0	300	0	0	75	225	225	0	225	0	0	0	0	0	0	0	0	225	0	0	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	0	75	0	0	0	0	0	0	0
chr2_10759600_10759950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	200	0	0	350	0	0	0	0	0	0	350	200	350	275	0	0	0	0	350	0	0	0	0	0	0	0	0	0
chr2_10765250_10765900	0	0	0	0	0	0	0	0	0	650	0	0	0	0	0	250	0	0	0	0	250	100	0	25	0	600	0	0	0	0	0	650	650	0	550	0	0	0	0	650	650	0	375	0	0	0	0	0	0	0
chr2_10771400_10772550	0	0	0	0	0	0	0	0	0	175	0	0	0	100	75	0	450	0	0	175	1150	0	1050	400	0	1150	0	0	0	25	0	25	1150	0	0	0	550	825	0	675	1125	0	675	525	0	0	0	0	0	0
chr2_10774650_10774950	300	0	300	300	0	0	0	0	0	300	0	0	0	300	0	75	300	0	0	0	300	150	0	0	0	300	0	300	0	0	0	300	300	0	0	225	150	0	0	0	300	0	300	0	0	0	0	0	0	0
chr2_15128700_15129000	150	0	0	75	0	75	0	0	0	75	0	0	0	0	0	0	0	150	0	0	0	300	0	0	0	300	0	0	0	0	0	300	300	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr2_20162400_20162800	0	0	0	375	0	0	0	0	0	0	300	0	0	225	0	375	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	400	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr2_20200400_20205900	0	0	0	1125	0	0	0	0	375	475	0	0	0	675	0	925	0	525	0	0	0	775	0	0	0	5475	0	0	0	0	0	600	5500	750	150	0	0	0	100	0	5500	0	0	450	0	0	0	0	0	0
chr2_20211200_20212350	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	775	0	250	0	0	0	0	0	0	0	1150	0	0	0	0	0	0	1150	0	0	0	0	0	0	0	1125	0	300	0	0	0	0	0	0	0
chr2_20215250_20218050	0	0	0	0	0	0	0	0	0	450	0	0	0	250	0	0	300	0	0	0	450	0	0	0	0	2800	0	0	0	0	0	450	2800	0	0	0	0	0	0	0	2775	0	0	0	0	0	0	0	0	0
chr2_20218650_20219400	0	0	0	300	0	0	0	0	0	750	450	0	300	0	750	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	750	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0
chr2_20223350_20225050	0	0	0	0	0	0	0	0	0	0	0	0	0	975	0	0	175	0	0	0	0	450	325	0	175	1700	600	0	0	0	0	600	1700	0	0	0	0	0	600	0	1650	0	0	0	0	0	0	0	0	0
chr2_25460150_25460950	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	250	0	0	0	550	0	475	0	800	0	0	0	700	0	0	800	0	0	0	0	675	675	625	750	0	175	0	100	0	0	0	0	0
chr2_26793700_26794450	0	0	0	0	0	0	100	0	0	0	0	500	0	750	350	0	0	0	0	125	0	0	425	0	0	750	750	375	0	0	0	0	750	750	50	750	0	0	0	0	725	0	0	0	750	750	750	750	750	750
chr2_26796200_26798100	300	0	0	550	0	600	1350	0	625	0	525	750	0	850	0	0	0	750	0	0	300	450	625	0	0	1875	1900	0	0	0	0	0	1900	1900	0	1900	0	0	0	0	1900	0	0	0	1900	1900	1900	1900	1900	1900
chr2_26801300_26801600	0	0	0	50	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	300	0	0	50	0	0	300	300	0	300	50	0	0	0	300	0	0	0	300	300	300	300	300	300
chr2_27042250_27042950	0	0	125	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	700	275	425	50	0	700	700	200	0	50	0	350	700	700	0	700	0	0	0	0	700	0	0	0	700	350	500	700	700	700
chr2_27045600_27046450	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	300	0	0	0	825	600	0	0	0	0	0	850	850	0	850	0	0	0	0	825	0	0	0	850	675	0	850	850	850
chr2_27085950_27086400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	300	0	450	450	0	375	0	0	0	0	450	300	0	0	0	0	0	0	450	450	450	0	0	0	0	0	0	0
chr2_27094050_27095250	0	0	0	0	0	0	0	0	300	0	525	0	0	225	0	0	0	150	0	0	600	0	150	0	675	1200	0	0	0	0	0	0	1200	525	0	0	0	1050	1200	900	1200	1200	0	1200	0	0	0	0	0	0
chr2_28405650_28406750	1100	825	1025	600	525	975	1100	0	300	0	0	0	0	0	0	200	900	0	0	0	200	450	1100	0	0	600	0	0	0	0	0	0	1100	0	0	0	0	0	0	0	525	1100	0	0	0	0	0	0	0	0
chr2_28408000_28410300	575	0	375	525	0	125	600	0	600	0	0	0	0	0	0	0	0	450	0	0	0	450	2300	0	0	2300	0	0	0	0	0	2175	2300	675	0	0	0	200	0	0	2300	1775	1050	0	0	0	0	0	0	0
chr2_28413300_28414300	325	0	0	0	0	0	0	0	0	525	0	0	0	450	0	550	0	0	0	0	750	75	1000	0	0	975	0	0	0	0	0	525	1000	0	0	450	375	0	0	0	1000	1000	450	0	0	0	0	0	0	0
chr2_28414850_28415250	250	400	0	400	0	175	0	0	0	0	0	0	0	0	0	400	0	0	0	0	400	175	25	0	0	375	0	0	0	0	0	0	400	0	0	0	0	0	0	0	400	400	0	0	0	0	0	0	0	0
chr2_29193550_29194050	0	0	500	0	0	0	0	0	0	0	0	125	0	0	0	425	0	0	0	0	500	0	0	0	0	500	0	0	0	0	0	0	500	275	0	0	0	350	425	0	500	200	0	0	0	0	0	0	0	0
chr2_30915300_30915850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	550	0	0	0	550	550	0	0	0	0	0	550	550	0	550	0	0	0	0	525	0	0	0	0	25	0	0	0	0
chr2_30932350_30933300	0	825	0	0	0	0	0	0	0	125	150	0	0	950	0	0	0	725	0	0	950	225	0	0	0	950	950	0	0	300	0	150	950	950	0	950	0	0	0	0	950	0	0	0	575	0	0	0	0	225
chr2_30973200_30973500	0	225	0	225	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	300	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	0	0	150	300	0
chr2_30993400_30993650	0	50	0	250	0	0	0	0	0	0	250	0	0	250	0	0	0	0	0	0	250	125	0	0	0	250	250	0	0	0	0	250	250	250	0	250	0	0	0	0	250	0	0	0	250	0	0	200	250	250
chr2_30993850_30993900	0	50	0	50	0	0	0	0	0	0	50	0	0	50	0	0	0	0	0	0	50	50	0	0	0	50	50	0	0	0	0	0	50	50	0	50	0	0	0	0	50	0	0	0	50	0	0	0	0	0
chr2_31029500_31029900	0	100	0	400	0	0	75	0	0	250	400	0	0	0	0	0	75	0	0	375	0	375	0	0	0	400	400	0	0	0	400	0	400	400	0	400	0	0	0	0	375	0	0	0	400	375	225	400	400	400
chr2_31044000_31044450	300	0	150	150	0	0	0	225	0	0	0	0	0	450	0	0	0	0	0	0	450	0	0	0	0	450	450	0	0	0	0	300	450	450	0	450	0	0	0	0	450	0	0	0	450	450	450	150	450	450
chr2_31050300_31050700	0	0	0	225	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	225	400	0	0	0	375	400	0	0	0	0	0	400	400	0	400	0	0	0	0	400	0	0	0	400	0	0	0	0	0
chr2_31076850_31077600	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	750	0	375	0	0	0	750	750	0	0	0	0	0	750	750	0	750	0	0	0	0	750	0	0	0	750	750	375	750	750	750
chr2_31089400_31090350	150	525	0	225	275	0	0	0	0	600	50	0	0	750	0	0	0	0	0	0	950	0	0	0	0	950	950	0	0	0	0	0	950	950	525	950	375	0	0	0	950	0	0	0	950	0	275	725	800	575
chr2_31095900_31096200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	300	300	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr2_31110050_31110750	0	25	0	450	0	0	0	0	0	450	0	175	0	0	0	0	0	550	0	0	700	450	0	0	0	700	700	0	0	0	0	450	700	700	0	700	0	0	0	0	675	0	0	0	700	250	475	700	700	700
chr2_31126200_31126500	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	150	0	0	0	75	300	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	0	75	300	300	300
chr2_31139850_31140650	0	0	0	0	0	0	0	0	0	425	0	0	0	425	150	0	0	800	0	0	0	525	0	0	0	800	800	0	0	0	0	0	800	800	0	800	0	0	0	0	800	0	0	0	800	0	125	425	800	800
chr2_31146350_31147200	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	475	0	325	0	700	850	0	450	0	850	850	0	0	0	100	0	850	850	100	850	0	0	0	375	825	0	0	0	850	850	850	850	850	850
chr2_31147800_31148100	0	0	0	0	0	0	0	0	0	150	0	0	0	300	0	0	0	0	0	0	300	150	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr2_31151400_31151800	0	0	0	100	250	0	0	0	0	0	0	0	0	250	0	0	0	0	0	225	175	400	0	0	0	400	400	0	0	0	0	0	400	400	0	400	0	0	0	0	375	0	0	0	400	400	400	400	400	400
chr2_31152600_31153050	0	0	75	0	0	0	0	0	0	0	150	0	0	0	0	150	0	450	0	0	225	0	0	0	0	450	450	0	0	0	0	0	450	450	0	450	0	0	0	0	450	0	225	0	450	450	450	450	450	450
chr2_37329600_37330000	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	400	400	0	0	0	0	0	400	400	0	400	0	0	0	0	375	0	0	0	400	0	0	400	325	0
chr2_37344350_37344650	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	300	0	0	0	0	0	0	275	200	0	300	0	0	0	0	300	0	275	0	0	0	0	0	0	0
chr2_37366950_37367550	0	75	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	525	0	375	0	525	0	0	0	600	600	0	0	0	0	75	600	600	0	600	0	0	0	0	600	0	0	0	600	600	375	600	600	300
chr2_37373300_37373950	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	650	0	0	0	600	650	0	0	0	0	0	650	650	0	650	0	0	0	0	650	0	0	0	650	650	650	650	650	650
chr2_40139150_40139500	0	0	0	175	0	0	0	0	0	25	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	350	0	0	0	0	0	0	300	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0
chr2_45168800_45169350	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	550	0	150	0	0	0	225	525	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0
chr2_47283750_47284200	0	0	0	0	0	0	0	0	0	225	0	0	0	225	0	0	0	0	0	0	0	0	0	450	0	450	0	0	0	225	0	225	450	0	0	0	0	375	0	375	450	0	0	0	0	0	0	0	0	0
chr2_47708400_47709050	0	0	0	350	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	650	650	0	0	0	0	0	650	650	0	650	0	0	0	525	650	0	0	0	650	650	650	650	650	650
chr2_47709600_47710200	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	150	0	0	0	600	600	0	0	0	0	0	600	600	0	600	0	0	0	75	600	0	0	0	600	600	600	600	600	600
chr2_47712150_47712900	0	0	0	0	0	375	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	450	0	750	750	0	0	0	0	0	750	750	0	750	0	0	0	0	750	0	0	0	750	600	750	750	750	750
chr2_47717100_47717550	0	0	0	450	0	375	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	450	450	0	0	0	0	0	450	450	0	450	0	0	0	0	450	0	0	0	450	0	450	450	450	0
chr2_47723250_47723650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	400	0	0	0	0	0	400	400	0	400	0	0	0	0	375	0	0	0	400	225	400	400	400	400
chr2_47734650_47734950	0	0	0	0	0	0	0	0	0	0	0	0	225	300	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	75	0	300	300	300	300	300	300
chr2_47740350_47740700	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	350	0	0	0	350	350	350	350	350	350
chr2_47743200_47743650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	450	450	0	0	0	0	0	450	450	0	450	0	0	0	0	450	0	0	0	450	450	450	450	450	450
chr2_47745300_47745700	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	400	400	0	0	0	0	0	400	400	0	400	0	0	0	0	375	0	0	0	400	400	400	400	400	400
chr2_47760300_47760750	0	0	0	225	0	225	0	0	375	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	450	450	0	0	0	0	0	450	450	0	450	0	0	0	0	450	0	0	0	450	450	450	450	450	450
chr2_47776800_47776850	0	0	0	50	0	0	0	0	0	0	0	0	0	50	0	0	0	50	0	0	0	0	0	0	0	50	50	0	0	0	0	0	50	50	0	50	0	0	0	0	50	0	0	0	50	0	0	50	50	50
chr2_54455900_54456900	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	600	0	0	0	0	325	750	0	0	1000	0	0	0	0	0	1000	975	0	0	0	0	0	675	0	1000	525	0	1000	0	0	0	0	0	0
chr2_54720450_54720750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	300	0	0	225	0	0	0	0	300	0	0	0	150	150	0	0	0	0
chr2_54866400_54866750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	350	0	0	0	0	0	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	350	0	0	0	350	350	350	350	350	350
chr2_54921750_54922050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	225	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr2_54922350_54922650	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr2_62426150_62426800	0	0	0	0	0	400	0	0	0	325	300	0	0	550	0	650	0	100	0	0	0	0	0	0	0	625	0	0	0	0	0	0	650	0	0	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0
chr2_62431250_62431600	0	0	0	175	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	350	0	0	0	0	0	0	350	0	0	0	0	100	0	175	300	25	0	350	0	0	0	0	0	0
chr2_62432300_62433600	0	0	0	0	0	225	0	0	0	1150	0	0	0	475	0	100	0	0	0	0	0	0	0	25	0	1275	0	0	0	0	0	175	1300	0	0	0	0	0	0	0	1300	0	450	0	0	0	0	0	0	0
chr2_62443000_62443300	0	0	0	125	0	275	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	275	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	0	0	125	0	0	0	0	0	0
chr2_62450000_62450350	0	0	0	0	0	0	0	0	0	350	0	0	325	250	0	0	0	0	0	0	0	250	0	0	0	325	0	0	0	0	0	0	350	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0
chr2_65321000_65321500	0	0	0	475	0	0	175	0	0	325	0	0	0	0	25	0	0	0	0	0	0	500	0	0	0	500	500	0	0	0	0	325	475	500	325	500	0	0	0	500	475	0	0	0	500	500	500	500	500	500
chr2_68319200_68319600	0	0	0	0	0	0	0	0	0	0	0	0	0	400	150	0	300	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	400	375	0	0	150	0	0	0	375	375	0	0	0	0	0	0	0	0
chr2_69508100_69508500	0	0	0	0	0	0	0	0	25	0	0	0	0	0	375	400	400	400	375	0	400	0	400	0	0	400	0	75	75	150	0	375	400	0	75	0	0	0	0	400	375	150	400	0	0	0	0	225	0	0
chr2_73984350_73984700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	350	0	275	0	50	350	0	350	0	0	0	225	350	0	0	50	0	0	350	0	350	350	125	50	0	0	0	0	0	0
chr2_74518950_74519400	0	0	0	0	0	225	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	375	0	0	0	450	0	0	0	0	0	0	450	450	0	450	0	0	0	0	450	0	0	0	300	0	0	225	0	0
chr2_74519550_74520250	0	0	0	0	0	0	0	0	0	250	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	675	325	0	0	0	0	0	700	700	0	700	0	0	0	0	150	0	0	0	625	175	0	475	100	0
chr2_74521500_74521550	0	0	50	0	50	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	50	50	0	0	0	0	0	50	50	0	50	0	0	0	0	50	0	0	0	50	0	0	50	0	0
chr2_74647950_74648250	0	0	0	0	0	300	0	0	150	150	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	0	0	0	0	0	0	300	0	300	0	0	300	0	150	300	0	0	0	0	0	300	75	0	0
chr2_88452150_88452850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	225	0	0	375	25	0	0	0	675	450	0	0	0	0	225	700	600	0	600	0	0	0	0	700	0	475	0	0	0	0	0	0	0
chr2_88770000_88770450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	450	450	0	0	0	0	0	450	450	0	450	0	0	0	450	450	0	0	0	450	450	450	450	450	450
chr2_88771200_88771850	0	200	200	500	125	125	0	275	275	0	0	0	0	125	0	0	0	0	225	0	0	0	0	0	0	650	650	0	0	0	0	0	650	650	0	650	0	0	0	450	650	0	0	0	650	650	650	650	650	650
chr2_88772150_88773150	250	175	550	475	325	100	0	400	400	0	600	300	375	1000	0	0	0	450	0	0	0	525	0	0	0	975	1000	0	0	0	0	0	1000	1000	0	1000	0	0	0	1000	1000	0	550	0	1000	1000	1000	1000	1000	1000
chr2_88778700_88779250	0	0	0	0	0	0	0	0	0	550	525	450	550	0	0	0	0	0	0	0	0	100	0	0	0	550	550	0	0	0	0	0	550	550	0	550	0	0	0	225	525	0	150	0	550	550	550	550	550	550
chr2_88779500_88780050	0	0	0	0	0	0	0	0	0	0	0	300	400	0	0	0	0	450	0	0	0	250	0	0	0	550	550	0	0	0	0	0	550	550	0	550	0	0	0	300	525	0	250	0	550	550	550	550	550	550
chr2_88780550_88781500	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0	0	0	0	0	25	0	0	0	925	475	0	0	0	0	0	950	850	0	950	0	0	0	0	925	0	0	0	950	950	100	950	950	950
chr2_88782200_88782650	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	450	0	0	0	425	450	0	0	0	0	0	450	450	0	450	0	0	0	450	450	0	50	0	450	450	450	450	450	450
chr2_88785450_88786350	0	0	0	0	0	0	0	0	0	375	0	0	900	0	0	0	0	0	0	0	0	525	0	0	0	900	900	0	0	0	0	0	900	900	0	900	0	0	0	900	900	0	300	0	900	900	900	900	900	900
chr2_88791300_88791900	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	600	0	0	0	600	600	0	0	0	0	0	600	600	0	600	0	0	0	600	600	0	150	0	600	600	600	600	600	600
