A.H3K4me3.intersect.value	CLL.A34020.CEMT_4.H3K4me3.hg38.A34020_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34036.CEMT_5.H3K4me3.hg38.A34036_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34075.CEMT_6.H3K4me3.hg38.A34075_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34939.CEMT_26.H3K4me3.hg38.A34939_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34946.CEMT_27.H3K4me3.hg38.A34946_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34953.CEMT_28.H3K4me3.hg38.A34953_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34960.CEMT_29.H3K4me3.hg38.A34960_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35237.CEMT_25.H3K4me3.hg38.A35237_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35244.CEMT_30.H3K4me3.hg38.A35244_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60644.CEMT_94.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60651.CEMT_95.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60658.CEMT_96.H3K4me3.hg38.A60658_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60669.CEMT_97.H3K4me3.hg38.A60669_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135682_EGAR00001139772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001215957_EGAR00001228608_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001128209_EGAR00001132156_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095891_EGAX00001135680_EGAR00001139770_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001107643_EGAX00001231897_EGAR00001245923_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215621_EGAR00001228080_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001138967_EGAR00001143053_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323202_EGAR00001352518_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291853_EGAR00001320580_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323210_EGAR00001352510_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291851_EGAR00001320578_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323205_merged2runs_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291825_EGAR00001320549_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272592_merged2runs_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272613_merged2runs_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272644_EGAR00001299991_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272704_EGAR00001300108_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272686_EGAR00001300079_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272655_EGAR00001300002_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272660_EGAR00001300007_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272649_EGAR00001299996_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272584_EGAR00001300013_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419444_EGAR00001456638_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304984_EGAR00001334467_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304993_EGAR00001334418_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305087_EGAR00001334366_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305084_EGAR00001334363_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001326449_EGAR00001355722_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001280969_EGAX00001419407_merged2runs_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001295794_EGAX00001326425_EGAR00001355899_GCBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295795_EGAX00001326623_EGAR00001355769_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326617_EGAR00001355763_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326600_EGAR00001355772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295804_EGAX00001326426_merged2runs_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295815_EGAX00001326482_EGAR00001355809_usMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68887.CEMT_129.H3K4me3.hg38.bwa-sb.IX5130.CAVYBANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70849.CEMT_134.H3K4me3.hg38.A70849_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70856.CEMT_135.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70863.CEMT_136.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70870.CEMT_137.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70877.CEMT_138.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value
chr3_197658750_197659200	300	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4_11650700_11651500	800	700	0	375	775	0	675	0	525	0	0	0	0	0	0	0	0	0	0	0	0	800	800	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0
chr4_49634900_49635250	350	0	350	0	350	0	0	0	0	0	325	0	0	0	0	25	0	0	0	0	0	175	325	250	0	0	350	0	350	0	0	0	0	0	0	25	0	0	0	0	0	350	0	0	0	0	0	0	100	350	0	0	250	350
chr4_68569550_68570100	550	550	0	0	550	0	475	0	0	0	0	0	0	0	0	550	0	0	0	0	0	550	525	0	0	0	0	0	0	525	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	550	150	0	0	550	0
chr4_68575350_68575800	375	300	0	0	450	0	450	0	450	0	0	0	0	0	0	450	0	450	0	450	225	450	450	450	0	0	450	0	75	450	450	0	450	450	0	0	450	0	450	0	0	450	0	450	0	0	0	0	450	450	450	450	450	450
chr4_88737500_88737850	350	350	0	350	325	0	350	0	350	0	350	0	250	350	350	350	0	350	350	350	250	350	350	350	0	350	350	350	350	350	350	350	350	350	0	350	350	350	350	325	350	350	0	350	350	350	350	350	350	350	350	350	350	350
chr4_98485250_98485600	0	0	0	0	175	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	350	325	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4_98495250_98495550	300	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	150	0	300	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4_98570850_98571150	150	300	0	0	0	0	300	0	300	0	300	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	75	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0
chr4_113606100_113606750	650	525	0	0	525	0	650	0	650	0	0	125	50	0	50	0	0	200	0	0	0	650	575	650	0	0	350	0	0	50	350	0	500	0	0	0	125	0	0	0	125	0	0	350	0	125	0	0	500	650	0	0	650	0
chr4_184438600_184439250	650	350	0	0	650	0	650	425	275	0	275	0	0	0	350	0	0	575	0	0	125	650	425	350	50	50	0	375	50	350	350	125	0	0	0	0	275	0	275	0	200	200	0	0	125	200	0	0	125	275	0	425	650	50
chr4_184439900_184440750	850	0	0	175	850	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	525	525	0	0	0	0	0	0	0	0	0	0	0	0	375	0	625	0	600	0	0	0	525	525	0	0	0	0	0	0	0	0
chr4_184600500_184601500	900	1000	0	0	750	0	1000	0	900	0	525	450	0	0	0	0	0	0	0	0	0	1000	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5_116382700_116383050	350	0	0	0	350	0	125	0	350	0	0	0	0	0	0	0	0	0	0	0	200	350	350	350	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5_126497150_126497850	700	0	0	700	675	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5_142088150_142089000	850	0	700	625	850	0	825	600	675	0	0	0	0	0	0	0	0	0	0	0	0	850	625	0	0	450	0	0	0	300	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_308250_308550	0	300	0	75	225	0	0	0	300	0	300	0	0	0	300	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	225	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_3450350_3450750	400	250	0	250	0	0	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_11323800_11324400	375	300	600	0	525	0	600	0	600	0	600	0	225	0	0	0	0	600	0	0	0	600	600	600	525	0	375	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	600	225	0	0	0	0	0	0	0	0
chr6_11769950_11770250	275	0	0	0	200	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	275	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_12007100_12007950	825	750	0	0	675	0	850	0	0	0	0	0	0	0	75	0	0	0	0	0	0	850	850	375	0	75	75	0	0	150	0	0	300	150	0	300	75	0	0	0	75	150	0	0	75	75	0	0	150	0	0	75	75	0
chr6_13248750_13249200	450	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_13444850_13445400	550	0	0	0	300	0	0	0	550	0	0	0	0	0	375	0	0	0	0	0	0	550	550	375	0	0	0	0	450	450	525	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	150	325	0	0	250	0
chr6_16583700_16584100	375	0	0	150	300	225	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	400	400	400	0	400	0	0	0	0	375	0	0	400	0	400	0	0	300	300	75	225	0	0	0	0	0	300	400	0	375	400	400	400
chr6_45062100_45062850	750	525	0	0	750	675	750	150	750	0	675	0	600	0	0	0	0	0	0	0	0	750	750	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_70531650_70532200	550	250	0	0	550	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_72683000_72684000	1000	0	0	0	1000	0	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_104018750_104019550	675	0	0	0	0	0	675	0	0	0	0	0	0	250	0	0	0	375	0	0	0	800	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_112053750_112054800	1050	0	0	0	1050	0	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0
chr6_138479300_138479700	400	0	0	0	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_139882100_139882600	0	0	0	0	500	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	500	475	0	0	0	475	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_145689500_145690800	1300	0	0	0	1275	0	1125	0	0	0	0	0	0	0	0	0	0	0	0	25	0	1300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_154350950_154351450	500	0	0	325	475	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	500	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_155121650_155122050	400	0	400	0	0	0	0	0	375	0	400	0	0	75	0	0	0	0	0	0	0	400	400	0	0	0	400	0	0	0	0	0	400	400	300	0	0	0	0	0	0	0	0	400	0	0	0	0	400	400	400	400	400	400
chr6_157849100_157850200	1100	0	700	0	1100	375	775	0	925	0	750	0	0	400	0	0	0	0	0	0	0	1100	625	775	0	0	0	0	0	0	525	0	0	0	0	750	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0
chr6_158027350_158027700	350	0	0	0	0	0	350	0	0	0	0	0	0	0	50	0	0	0	0	0	0	350	350	125	0	0	0	0	50	50	0	200	200	0	0	275	0	0	0	0	125	0	0	0	50	50	0	0	0	0	0	0	0	0
chr6_161136150_161136450	300	75	0	0	300	0	300	0	0	0	150	0	300	150	300	75	0	300	150	75	0	300	300	0	0	300	300	0	300	300	300	225	300	300	0	0	75	225	150	0	300	150	0	75	300	300	0	0	300	75	0	0	0	0
chr6_166204900_166205650	650	275	0	0	425	0	750	200	200	0	0	0	0	0	0	0	0	0	300	0	0	750	750	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	50	0	50	125	50
chr7_1921950_1922700	750	750	0	0	750	0	525	0	0	0	600	0	0	0	750	300	0	0	525	0	750	750	750	600	0	0	525	0	750	525	750	600	675	450	0	0	375	0	0	0	0	0	0	375	0	750	0	0	525	0	0	375	750	0
chr7_41877650_41878350	700	0	0	0	675	0	450	0	525	0	0	0	0	0	0	0	0	0	0	0	0	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_91579800_91580400	600	0	600	0	600	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_99623750_99624700	950	0	0	0	950	450	600	0	850	0	0	0	0	0	0	0	0	0	0	0	0	950	950	950	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0	0	0	550	0
chr7_117792300_117792850	550	0	550	450	450	550	550	0	400	0	0	0	0	300	225	0	0	0	0	0	0	550	550	0	0	225	0	0	0	0	0	0	150	375	0	300	375	0	0	0	550	0	0	0	0	0	0	0	525	0	375	375	375	450
chr7_135204950_135206500	1550	450	0	0	1375	0	1500	375	1550	0	0	0	0	0	0	0	0	0	0	0	0	1550	1550	1550	0	0	0	0	0	0	0	0	0	975	0	900	0	0	375	0	0	0	0	0	0	0	0	0	1300	100	0	25	375	250
chr7_139842500_139843000	400	0	0	0	325	0	400	0	250	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	500	100	0	0	0	0	0	500	0	0	500	0	400	500	450	400	0	0	0	0	0	0	325	25	0	0	0	25	0
chr7_155998500_155998900	400	300	0	0	225	0	300	0	0	0	375	0	0	0	0	0	0	0	0	0	75	400	375	0	0	0	400	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_158771550_158771850	300	300	0	0	0	0	0	0	300	0	150	0	0	0	0	0	0	0	0	0	0	300	300	300	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_12571100_12571400	300	300	275	300	300	0	300	0	0	0	50	0	0	0	0	0	0	0	0	300	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0
chr8_19938500_19938900	375	0	0	150	400	0	300	0	0	0	0	0	0	250	400	0	0	0	0	0	0	400	400	0	150	0	0	75	0	0	225	75	0	225	0	75	150	0	150	0	0	300	0	0	150	0	0	0	225	75	75	300	400	400
chr8_19940100_19940550	450	0	0	0	450	0	450	0	150	0	450	0	0	450	450	75	0	300	450	0	0	450	450	450	450	450	450	375	450	450	450	450	450	450	450	375	450	450	450	375	450	450	0	300	450	450	124	450	450	150	150	450	450	450
chr8_19940800_19941250	450	0	0	0	450	0	425	0	0	0	125	0	0	0	200	0	0	0	125	100	0	450	450	50	450	0	0	0	0	125	50	0	0	0	425	0	50	0	0	0	0	275	0	0	0	0	0	50	0	0	0	0	0	0
chr8_30045900_30046900	1000	0	0	150	1000	375	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	550	0	0	550	0	0	0	0	0	0	450	525	0	475	750	0	525	0	0	0	0	0	0	0	0	0	0	0	0	525	375	475
chr8_35906550_35906850	300	300	0	0	300	0	300	75	0	300	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_42156200_42156550	350	0	175	0	325	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	350	0	0	175	0	0	0	0	0	325	0	0	0	325	0	250	175	0	0	0	0	0	0	0	0	350	350	0	175	175	350
chr8_58966250_58966600	350	0	0	350	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	350	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	325	0	0	0	350
chr8_60136050_60136350	0	0	0	0	300	0	300	0	300	0	0	0	0	0	0	0	0	0	0	300	0	300	300	300	0	300	0	0	0	0	0	0	300	300	0	0	300	0	0	0	225	0	0	0	300	300	0	0	300	300	300	300	300	300
chr8_60867300_60867850	550	0	0	550	550	0	550	300	450	0	300	0	0	0	0	0	0	0	0	250	0	550	550	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_73895000_73895350	350	0	0	325	350	250	325	0	325	0	0	0	0	0	350	0	0	325	0	325	0	325	350	350	0	325	325	0	0	350	350	0	350	350	0	350	350	0	350	325	350	350	0	350	350	350	302	250	350	350	350	350	350	350
chr8_135709700_135712750	2050	0	0	750	2950	0	2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3050	3000	0	0	0	0	0	0	0	300	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_135713000_135713950	950	0	0	0	950	0	925	0	0	550	450	475	325	0	0	0	0	0	0	0	0	950	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_139601100_139602100	675	750	0	300	1000	0	850	0	0	0	0	0	0	0	0	0	0	0	300	0	0	975	1000	0	0	0	0	0	0	0	0	0	300	750	0	825	300	0	600	0	0	0	0	0	0	0	0	375	900	0	0	0	0	450
chr9_68974950_68975400	450	0	0	0	0	0	450	0	450	0	0	0	0	0	0	0	0	0	0	0	375	450	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_78695350_78695800	450	450	0	0	450	0	450	0	425	0	275	0	200	0	425	425	0	450	0	450	0	450	450	200	0	450	450	350	450	450	450	450	450	450	450	425	450	450	450	350	425	425	0	450	350	450	119	0	450	450	450	450	450	450
chr9_80133600_80133950	200	0	0	0	275	350	350	0	350	0	0	0	0	0	125	0	0	0	0	50	275	350	350	0	0	50	0	0	0	0	0	0	0	50	0	0	200	0	350	0	0	0	0	0	0	0	0	0	350	350	50	50	350	350
chr9_81821700_81822100	400	400	0	400	300	0	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr9_90965050_90965650	600	0	0	0	575	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	500	0	0	200	0	0	0	50	0	0	575	0	0	0	0	0	350	0	0	0	0	0	125	50	0	0	0	0	0	0	0	0
chr9_90972600_90972900	300	0	300	300	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	300	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	225	300	0	0	0	0	0	0	0	0	0
chr9_99184900_99185250	350	0	0	0	275	0	350	275	350	0	350	0	0	0	275	0	0	350	350	350	350	350	350	350	350	350	125	0	350	350	350	350	350	350	0	350	350	350	350	350	350	350	0	350	350	350	319	350	350	350	200	350	350	275
chr9_122815950_122816250	300	300	0	150	300	0	0	0	300	0	225	0	0	0	300	150	0	300	0	0	0	300	300	300	0	300	225	0	300	300	300	300	300	300	0	300	0	150	75	0	300	300	0	225	150	300	298	150	300	300	300	150	300	0
chr9_128078650_128079000	350	350	0	350	350	200	350	0	350	0	0	0	0	0	0	0	0	0	0	0	0	350	350	350	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0
