A.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value	*H3K36me3*bed.intersect.value
chr2_178120050_178121750	0	0	225	0	0	0	0	0	0	225	1275	1700	300	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	0
chr2_178122900_178124150	50	0	75	0	0	0	50	50	0	1175	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	0
chr2_178129100_178129850	0	0	375	0	0	0	0	0	0	750	750	750	750	750	750	750	750	700	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	725	750	750	750	0
chr2_178432750_178433250	0	0	75	0	0	0	0	0	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0
chr2_178444200_178445250	0	0	0	0	0	0	75	0	0	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	0
chr2_178488550_178489100	50	0	0	0	50	0	0	0	50	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	350	550	550	550	550	550	550	550	550	550	550	550	550	550	550	125	550	550	550	550	550	550	550	550	550	0
chr2_178500250_178500600	0	0	0	0	0	0	50	0	0	50	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0
chr2_178501450_178502600	0	0	50	0	0	0	0	0	0	1150	950	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	0
chr2_178503450_178506350	0	0	75	0	0	0	0	0	0	350	2900	2900	875	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	2900	0
chr2_178580700_178581150	0	0	75	0	0	0	0	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	300	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	450	450	450	0
chr2_178625100_178625550	0	0	0	0	0	0	75	0	0	450	450	450	450	75	75	450	450	150	375	450	450	450	450	450	450	0	450	450	450	150	450	150	0	450	450	450	150	450	450	450	0	450	450	450	450	450	450	450	450	450	0
chr2_178631400_178631850	0	0	75	0	0	0	75	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	75	450	450	450	450	450	450	300	450	450	450	450	450	450	450	0	450	450	450	450	450	450	450	450	450	0
chr2_178640400_178641600	0	0	75	0	0	0	0	0	0	1200	1200	1200	1200	450	1200	1200	900	225	1200	1200	1200	1200	1200	1200	1200	0	1200	1200	1200	1200	1200	375	0	1200	1200	1200	600	1200	1200	1200	0	1200	1200	975	1200	1200	1200	1200	1200	1200	0
chr2_178649100_178649900	75	0	50	0	0	0	75	0	0	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	0	800	800	800	800	800	800	800	800	800	800	800	800	800	800	50	800	800	800	800	800	800	800	800	800	0
chr2_178661550_178661950	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	325	0	400	400	0	0
chr2_178666250_178668150	150	75	0	0	0	0	25	0	75	1900	1825	1900	1900	1900	1900	1750	1525	1425	1900	1900	1900	1900	1900	1900	1900	750	1900	1900	1900	1900	1900	1900	0	1900	1900	1900	375	1900	1900	1900	550	1900	1900	1900	1900	1900	1875	1900	1900	1900	0
chr2_178669050_178675100	150	0	0	0	0	0	75	0	0	1275	1125	6050	6050	3750	6050	2625	1800	1050	5975	6050	6050	6050	6050	6050	6050	300	6050	6050	6050	5900	6050	5550	300	6050	6050	6050	2175	6050	6050	6050	0	6050	6050	6050	6050	6050	6050	6050	6050	6050	0
chr2_178676350_178677150	0	0	0	0	0	0	0	0	0	350	200	800	800	575	800	125	125	50	350	800	800	800	800	800	800	0	800	800	800	50	800	500	0	800	800	800	800	800	800	800	0	800	800	800	800	800	800	800	800	800	0
chr2_178680550_178683950	0	0	50	0	0	0	0	0	0	3400	3400	3400	3400	3400	3400	3400	3400	3400	3400	3400	3400	3400	3400	3400	3400	525	3400	3400	3400	3275	3400	3200	1575	3400	3400	3400	2975	3400	3400	3400	0	3400	3400	3400	3400	3400	3400	3400	3400	3400	0
chr2_178684900_178685700	0	0	0	0	0	0	0	0	0	800	800	800	800	800	800	800	800	375	800	800	800	800	800	800	800	0	800	800	800	800	800	800	0	800	800	800	800	800	800	800	0	800	800	800	800	800	800	800	800	800	0
chr2_178687500_178688250	0	0	75	0	0	0	0	0	0	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	0	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	0
chr2_178690350_178691250	0	0	75	0	0	0	0	0	0	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	0	900	900	900	900	900	900	300	900	900	900	900	900	900	900	0	900	900	900	900	900	900	900	900	900	0
chr2_178693900_178697350	0	0	125	0	0	0	0	0	0	2825	2750	3450	3450	2825	3450	3050	400	2675	2525	3450	3450	3450	3450	3450	3450	675	3450	3450	3450	3200	3450	3450	425	3450	3450	3450	2600	3450	3450	3450	0	3450	3450	3450	3450	3450	3450	3450	3450	3450	0
chr2_178705050_178705800	0	0	150	0	0	0	75	0	0	525	450	750	750	750	750	750	750	750	750	750	750	750	750	750	750	150	750	750	750	750	750	450	150	750	750	750	750	750	750	750	300	750	750	750	750	750	750	750	750	750	0
chr2_178708500_178709150	0	0	75	0	0	0	50	0	0	650	650	650	650	650	650	150	650	650	650	650	650	650	650	650	650	0	650	650	650	650	650	0	0	650	650	650	650	650	650	650	425	650	650	650	650	650	650	650	650	650	0
chr2_178750500_178751450	0	0	50	0	0	0	0	0	0	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	500	950	950	950	950	950	950	425	950	950	950	950	950	950	950	0	950	950	950	950	950	950	950	950	950	0
chr2_178752100_178753300	0	0	50	0	0	0	0	0	0	1200	1200	1200	1200	1200	1200	1200	1200	575	1200	1200	1200	1200	1200	1200	1200	125	1200	1200	1200	1025	1200	1200	275	1200	1200	1200	1200	1200	1200	1200	0	1200	1200	1200	1200	1200	1200	1200	1200	1200	0
chr2_178779450_178780250	0	0	0	0	0	0	0	0	0	800	800	800	800	225	800	800	800	800	800	800	800	800	800	800	800	0	800	800	800	800	800	800	0	800	800	800	800	800	800	800	0	800	800	800	800	800	800	800	800	800	0
chr2_178801300_178801650	0	0	50	0	0	0	75	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	0
chr2_178849650_178850100	0	0	75	0	0	0	75	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	75	450	450	0	450	450	450	75	450	450	450	0	450	450	450	450	450	450	450	450	450	0
chr2_178876550_178878050	50	0	50	0	0	0	0	0	0	325	1500	1500	1500	1500	1500	1500	1500	950	1500	1500	1500	1500	1500	1500	1500	0	1500	1500	1500	1500	1500	1500	300	1500	1500	1500	850	1500	1500	1500	0	1500	1500	25	1500	1500	1500	1500	1500	1475	0
chr2_178942950_178943400	0	0	75	0	0	0	0	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	0	450	75	0	450	450	450	225	450	450	450	0	450	450	450	450	450	450	450	450	450	0
chr2_179141700_179142000	0	0	0	0	0	0	0	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	150	300	300	300	300	300	300	300	300	300	0
chr2_179189100_179189550	0	0	300	0	0	0	0	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	450	450	450	0
chr2_179189850_179190550	0	0	0	0	0	0	0	0	0	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	300	675	700	700	700	700	700	450	700	700	700	700	700	700	700	300	700	700	700	700	700	700	700	700	700	0
chr2_179947750_179948750	0	0	200	0	0	0	50	0	0	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	0
chr2_179949600_179950200	0	0	75	0	0	0	75	0	0	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	0
chr2_179952400_179953500	0	0	75	0	0	0	0	0	0	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	0
chr2_179964100_179965350	50	0	0	0	0	0	75	0	0	725	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	0
chr2_179969200_179972300	125	0	0	0	0	0	50	50	50	1875	2000	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	3100	2150	3100	3100	3100	3100	3100	3100	3100	3100	3100	0
chr2_179981100_179981450	0	0	350	0	0	0	50	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0
chr2_179982550_179982900	0	0	50	0	0	0	0	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0
chr2_179983650_179987600	50	0	75	0	0	0	50	50	0	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	2225	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	3950	1575	3950	3950	3950	3950	3950	3950	3950	3950	3950	0
chr2_181900450_181901550	0	0	0	0	0	0	75	0	0	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	0
chr2_181902000_181902350	0	0	275	0	0	0	75	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0
chr2_182723800_182725250	0	0	50	0	0	0	0	0	0	425	350	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	0
chr2_182737500_182738000	0	0	50	0	0	0	0	0	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0
chr2_182743500_182743950	0	0	75	0	0	0	0	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0
chr2_182752300_182753250	75	0	50	0	0	0	0	0	75	0	50	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	0
chr2_182754300_182756250	75	0	75	0	0	0	75	0	0	1875	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	0
chr2_182757300_182757950	0	0	50	0	0	0	75	0	0	425	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	0
chr2_182758750_182759250	0	0	125	0	0	0	0	0	0	200	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0
chr2_182775400_182777150	0	0	0	0	0	0	0	0	0	125	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	0
chr2_182777850_182778950	0	0	50	0	0	0	75	0	0	225	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	0
chr2_186495100_186495750	0	0	0	0	0	0	50	50	0	300	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	525	650	650	650	650	650	650	650	650	650	0
chr2_186499500_186500250	0	0	150	0	0	0	75	0	0	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	0
chr2_186506950_186507350	0	0	50	0	0	0	0	0	0	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0
chr2_186508950_186509600	0	0	75	0	0	0	0	0	0	600	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	0
chr2_189448800_189449900	0	0	150	0	0	0	0	0	0	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	0
chr2_189451000_189451850	50	0	50	0	0	0	50	50	50	650	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	0
chr2_189455700_189456300	0	0	75	0	0	0	0	0	0	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	0
chr2_189459300_189459900	0	0	0	0	75	0	75	0	0	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	0
chr2_189470550_189472550	0	0	75	0	0	0	50	50	0	150	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0
chr2_189475150_189476000	0	0	200	0	0	0	50	0	0	125	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	0
chr2_189669000_189669650	50	0	0	0	0	0	50	0	0	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	0
chr2_189774700_189775350	0	0	0	0	0	0	50	0	0	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	0
chr2_189775750_189777650	50	0	200	0	0	0	0	0	0	50	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	0
chr2_189779850_189780450	0	0	75	0	0	0	0	0	0	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	0
chr2_189818850_189819750	0	0	0	0	0	0	0	0	0	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	0
chr2_190498050_190498500	0	0	0	0	0	0	75	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0
chr2_190922550_190922900	0	0	350	0	0	0	0	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0
chr2_190967550_190970000	0	0	50	0	0	0	0	0	0	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	0
chr2_191002300_191002850	0	0	0	0	0	0	0	0	0	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	0
chr2_191007700_191008050	0	0	0	0	0	0	50	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0
chr2_191009350_191009850	0	0	75	0	0	0	0	0	0	500	500	500	500	500	500	500	500	225	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0
chr2_196136850_196137300	0	0	0	0	0	0	75	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0
chr2_196142800_196143650	0	0	300	0	0	0	125	50	0	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	0
chr2_196154650_196156550	0	0	425	0	0	0	0	50	0	350	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	0
chr2_196777750_196778700	0	0	0	0	0	0	75	0	0	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	0
chr2_196790250_196791050	0	0	50	0	50	0	125	0	0	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	0
chr2_197101900_197102400	0	0	75	0	0	0	50	0	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	200	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0	500	500	500	500	500	500	500	500	500	0
chr2_197180950_197181300	0	0	0	0	0	0	0	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	150	350	350	350	350	350	350	350	350	350	0
chr2_197391900_197392500	0	0	75	0	0	0	75	0	0	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	0
chr2_197396050_197396750	50	0	50	0	0	0	50	0	50	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	0
