A.H3K9me3.intersect.value	CLL.A34021.CEMT_4.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34037.CEMT_5.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34076.CEMT_6.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34940.CEMT_26.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34947.CEMT_27.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34954.CEMT_28.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34961.CEMT_29.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A35238.CEMT_25.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CCCATG.FindER2.bed.remDups.bed.intersect.value	CLL.A35245.CEMT_30.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_ATGTCA.FindER2.bed.remDups.bed.intersect.value	CLL.A60645.CEMT_94.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60652.CEMT_95.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60659.CEMT_96.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60668.CEMT_97.H3K9me3.hg38.bwa-sb.IX4419.C9587ANXX_4_GGCTAC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135687_EGAR00001139769_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133243_EGAR00001137329_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215595_EGAR00001228091_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215955_EGAR00001228606_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171949_EGAR00001185105_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001135683_EGAR00001139773_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272637_EGAR00001300126_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272619_EGAR00001300046_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272595_EGAR00001300136_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291852_EGAR00001320579_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323209_EGAR00001352515_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326443_EGAR00001355794_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272620_EGAR00001300047_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272618_EGAR00001300045_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272625_EGAR00001300052_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272703_EGAR00001300107_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272706_EGAR00001300111_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272689_EGAR00001300082_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272659_EGAR00001300006_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272664_EGAR00001300011_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272653_merged2runs_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272585_EGAR00001300065_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304998_EGAR00001334471_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304995_EGAR00001334420_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326454_EGAR00001355727_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001326440_EGAR00001355791_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305062_EGAR00001334389_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326619_EGAR00001355765_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326520_EGAR00001355882_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326536_EGAR00001355851_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326492_EGAR00001355779_usMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	GCBC.A70850.CEMT_134.H3K9me3.hg38.A70850_3_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70857.CEMT_135.H3K9me3.hg38.IX5209.CAVPBANXX_2_GGCTAC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70864.CEMT_136.H3K9me3.hg38.IX5210.CAVPBANXX_3_ACGATA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70871.CEMT_137.H3K9me3.hg38.IX5212.CAVPBANXX_5_ATAATT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70878.CEMT_138.H3K9me3.hg38.IX5213.CAVPBANXX_6_CACCGG.FindER2.bed.remDups.bed.intersect.value
chr22_48259500_48259900	400	400	400	400	0	400	75	400	400	400	400	400	375	400	75	400	400	400	225	400	400	400	400	400	0	0	0	100	0	0	0	400	0	0	400	0	0	400	400	75	400	0	0	400	0	0	0	0	0
chr22_48929300_48929700	0	400	400	225	0	100	0	400	400	400	400	400	400	400	175	0	400	400	0	400	400	0	400	400	0	0	0	325	400	175	400	400	400	400	300	400	400	400	400	400	375	0	250	400	0	0	0	0	0
chr22_49254900_49255200	300	300	300	300	0	300	300	300	300	300	300	300	300	300	0	300	300	300	0	300	300	0	300	300	300	0	0	300	225	150	300	300	225	300	300	300	0	300	300	300	300	225	0	300	0	225	0	225	0
chr3_292650_292950	300	300	300	300	150	300	225	300	300	300	300	300	300	300	0	300	300	300	0	300	150	225	300	300	0	300	300	300	0	300	300	300	300	300	300	300	150	300	300	0	300	300	300	300	300	300	0	300	0
chr3_692700_693000	300	300	300	300	300	300	225	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	225	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	150	300	300
chr3_788850_789150	300	300	300	300	150	300	0	300	300	300	0	75	300	75	300	0	300	150	300	300	300	0	300	300	0	300	300	300	300	300	300	300	300	300	225	300	0	300	300	300	300	0	300	300	300	75	0	300	300
chr3_989600_989950	350	350	350	350	0	350	0	350	350	350	350	350	350	350	350	25	350	350	250	350	350	250	325	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	100	350	350	0
chr3_1135650_1136050	250	400	400	400	325	400	0	400	400	300	0	400	400	25	0	0	400	0	100	100	400	0	400	400	25	300	400	400	25	400	400	150	400	400	400	400	400	100	400	0	400	400	400	400	400	0	400	400	0
chr3_1163300_1163800	475	500	500	475	475	400	0	500	500	500	500	500	475	500	100	500	25	500	0	475	500	0	500	500	500	500	500	500	0	500	500	500	500	500	475	500	250	175	500	500	500	500	500	25	475	0	400	500	100
chr3_1218050_1218350	275	300	300	0	50	275	0	200	300	300	300	300	300	300	300	300	0	300	0	0	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	0	0	300	50
chr3_1947750_1948200	0	450	450	375	0	450	0	450	450	450	450	75	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	375	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	150	450	450	450
chr3_2093300_2093800	475	475	500	0	325	300	0	500	500	500	500	500	500	500	100	500	325	400	25	500	500	0	500	475	100	325	500	500	325	500	500	500	400	475	175	500	500	500	500	500	500	400	500	500	325	175	475	500	175
chr3_2132000_2132300	125	300	0	300	0	300	0	200	300	300	300	300	300	300	175	200	300	300	275	300	300	0	300	275	250	300	300	300	300	300	50	300	300	300	100	300	300	300	300	300	300	300	300	250	300	0	300	300	0
chr3_2184200_2184600	400	400	400	400	250	400	0	400	400	400	150	375	400	400	400	400	250	400	400	400	400	150	400	400	250	400	400	400	400	400	375	150	400	400	375	400	400	400	400	400	400	400	400	400	400	100	375	400	400
chr3_2514050_2514600	525	525	450	550	0	475	0	550	550	550	550	550	0	550	550	475	300	375	550	550	550	0	550	550	550	550	550	550	0	550	550	550	550	550	550	550	550	0	550	550	550	0	550	550	550	550	550	550	550
chr3_2606200_2606500	300	300	300	300	50	300	0	300	300	275	200	300	300	125	300	125	0	0	0	250	300	0	125	250	0	300	300	200	200	200	275	175	300	300	300	300	200	300	0	300	300	300	300	0	300	300	300	300	0
chr3_2708450_2708800	0	350	0	350	325	350	0	350	325	325	0	350	350	350	0	0	250	350	325	325	350	0	350	350	350	350	350	0	175	0	175	25	0	350	350	350	350	250	0	250	350	250	350	350	350	25	25	350	100
chr3_2728800_2729350	0	550	550	550	25	75	100	250	550	550	525	525	550	550	325	300	0	150	0	550	300	0	550	450	550	375	550	550	300	300	450	550	550	550	550	550	225	75	550	175	550	550	550	75	325	0	550	300	0
chr3_2790300_2790750	0	450	375	450	0	375	0	450	450	450	450	375	450	300	450	375	0	450	0	450	450	0	450	450	450	450	450	450	0	0	0	450	450	450	450	450	450	0	375	300	450	450	450	150	450	0	450	450	0
chr3_2791350_2791900	550	550	550	550	0	550	0	550	550	550	300	550	550	550	550	0	0	400	225	550	0	0	550	475	0	550	550	550	25	0	550	375	550	550	550	550	550	0	225	0	550	0	550	550	550	150	550	450	550
chr3_2895300_2895600	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	0	0	0	300	150	0	300	300	75	300	150	0	300	75	300	75	150	0	300	300	300	300	0	75	300	0	300	0	300	75	0	300	0
chr3_2905250_2905600	350	350	350	350	0	350	350	350	350	350	350	350	325	350	350	250	350	350	325	350	350	350	350	350	350	350	325	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	250	350	175	350	0	0	0
chr3_2970700_2971000	300	300	200	300	50	300	300	300	300	300	300	300	100	0	0	300	50	300	300	275	50	0	300	300	0	0	0	125	125	200	0	300	0	0	0	0	300	300	300	300	300	300	0	125	0	250	0	0	0
chr3_2978500_2978950	450	450	450	450	0	450	50	450	450	450	425	450	125	425	0	0	0	450	0	0	450	0	450	450	50	450	0	450	0	0	125	0	0	0	450	0	450	450	450	200	125	450	50	450	0	0	0	0	275
chr3_4131650_4132000	350	350	350	350	0	350	350	350	350	350	350	350	350	250	175	0	350	100	0	350	325	350	350	350	0	100	325	350	250	350	350	350	0	350	350	100	350	25	325	350	350	350	100	350	0	0	0	0	0
chr3_5590350_5590750	400	400	375	400	325	375	0	400	400	400	400	400	150	400	400	225	400	400	300	375	400	225	400	400	300	0	400	0	400	150	0	400	400	400	375	400	400	375	400	400	400	400	375	225	75	250	0	0	0
chr3_5613900_5614200	300	300	300	300	0	300	0	300	300	300	300	300	300	300	300	300	300	300	0	0	300	0	300	300	0	0	0	300	300	300	300	300	300	300	300	75	300	300	300	300	300	75	300	300	0	0	0	0	0
chr3_5793750_5794100	150	350	350	350	350	350	0	350	350	350	350	350	275	350	350	350	0	275	0	350	350	0	350	350	0	350	350	350	200	200	50	350	350	350	125	350	275	350	275	50	350	350	350	350	350	50	350	350	50
chr3_5812700_5813050	325	350	350	325	325	350	250	350	325	350	350	350	350	0	0	0	0	0	0	325	350	0	350	350	350	350	350	0	0	0	175	0	350	350	175	350	100	350	350	0	350	0	350	25	350	350	350	350	350
chr3_5843900_5844350	450	350	450	450	350	425	200	450	200	425	450	450	450	450	450	450	0	425	0	450	450	0	450	450	0	450	450	450	0	425	450	450	450	450	450	450	450	450	450	450	450	450	450	125	450	0	0	450	450
chr3_5850900_5851200	300	300	300	300	300	300	0	300	300	300	300	300	300	300	75	0	300	300	0	300	300	0	300	300	0	300	300	300	150	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr3_6054150_6054450	300	300	300	300	150	300	0	300	300	300	300	300	300	300	150	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	150	300	300	300	300	300	300	300	150	300	300	225
chr3_6470450_6471100	650	650	625	650	175	650	250	650	650	0	475	650	625	650	650	0	100	0	400	650	475	0	650	475	0	650	650	650	0	0	0	650	650	650	650	650	325	325	0	0	475	625	650	650	650	325	650	650	650
chr3_6541900_6542450	550	550	550	275	125	550	500	550	550	550	550	550	550	550	550	550	125	550	550	550	200	0	550	550	550	550	550	550	550	550	275	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	350	550	550
chr3_6742200_6742500	300	300	300	300	0	300	0	300	225	300	0	300	225	300	0	300	225	300	0	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	0	300	0
chr3_6745500_6745800	300	0	0	300	225	300	0	225	300	300	300	300	300	300	300	300	75	0	150	300	300	0	300	300	300	300	300	300	0	0	300	300	300	300	300	300	300	300	300	150	300	300	300	0	300	300	300	300	300
chr3_6842600_6843000	375	400	400	400	400	225	300	400	400	300	400	375	400	400	375	325	75	400	300	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	100	400	400	400	400	400	400	175	400	0
chr3_6843150_6843450	300	300	300	300	225	300	300	300	300	300	300	225	75	300	300	150	300	300	300	300	300	0	300	300	0	300	300	150	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	75	0	0	300	300
chr3_6859850_6860250	400	400	400	400	400	400	150	300	400	375	400	400	400	400	400	400	375	150	0	400	400	0	400	225	300	400	300	225	75	400	400	375	300	400	375	400	400	400	400	400	400	400	400	400	0	0	400	400	0
chr3_6872400_6872800	325	400	400	400	400	400	0	400	400	400	400	400	400	400	0	100	375	75	150	400	400	0	400	375	0	400	400	250	300	375	375	400	400	400	400	400	400	400	0	400	400	400	400	375	400	400	400	400	400
chr3_6884900_6885600	700	700	700	700	700	700	400	700	700	700	700	700	700	150	700	700	700	700	550	700	700	0	700	700	75	700	700	600	700	700	700	700	700	700	700	700	450	700	700	700	700	700	700	700	700	0	0	700	0
chr3_7024050_7024650	0	600	600	600	525	225	0	600	600	600	600	600	600	600	600	600	0	300	0	600	600	0	600	375	375	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	225
chr3_7092650_7093000	325	350	175	350	175	350	0	325	350	350	350	350	250	350	350	350	350	350	100	350	325	25	350	350	350	350	350	350	350	350	350	350	350	350	350	350	100	350	350	350	350	350	350	350	350	325	350	350	350
chr3_7472900_7473300	225	300	400	400	150	400	0	225	400	400	325	400	400	400	400	175	400	325	400	400	400	0	400	400	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	325	400	400	400
chr3_7476150_7476700	0	550	550	550	250	550	0	550	550	550	550	550	100	550	550	550	550	550	100	450	550	0	550	400	0	550	550	550	300	550	550	325	550	550	550	550	550	550	550	225	550	550	550	550	550	225	550	550	150
chr3_7479050_7479450	0	400	400	400	325	0	0	400	400	400	400	400	400	400	400	400	400	400	0	400	400	0	400	325	400	400	400	400	400	400	400	250	400	400	400	400	400	400	400	400	375	400	400	400	400	400	400	400	400
chr3_7574250_7574650	400	400	400	400	400	375	375	400	325	400	400	400	400	400	300	250	400	400	0	0	400	0	400	75	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	175	300	400	25	400	400	400	400	75
chr3_7585750_7586050	300	275	275	300	0	0	0	125	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	0	300	200	300	300	300	300	300	300	300	300	300	275	300	300	300	300	300	300	300
chr3_7625850_7626200	350	350	350	350	75	75	0	350	350	350	350	350	350	350	350	0	200	0	0	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350
chr3_7700900_7701200	275	300	300	300	50	275	200	275	275	300	200	300	300	300	300	250	175	300	0	0	300	0	300	300	300	300	300	300	300	200	300	200	300	300	300	300	200	300	300	300	300	300	300	300	300	100	300	300	25
chr3_7846400_7846700	300	300	300	300	25	300	0	300	300	300	300	300	275	300	0	275	300	50	0	300	125	0	50	300	300	300	300	0	200	50	200	300	300	300	300	300	300	300	50	300	300	200	300	300	300	175	300	300	300
chr3_7913700_7914300	600	600	600	600	600	600	0	525	600	600	600	600	600	0	600	600	600	600	450	600	600	0	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	375	600	0	600	600	375
chr3_8168400_8168900	500	500	500	500	75	500	500	500	500	500	450	500	500	500	200	275	500	150	0	500	500	0	500	500	500	0	0	425	425	500	500	500	350	500	500	0	500	500	500	500	500	500	500	500	0	0	0	0	350
chr3_8428100_8428400	25	300	300	300	200	275	200	300	175	300	300	300	25	0	200	50	0	300	0	300	300	0	275	300	300	0	0	0	0	0	175	0	0	0	300	0	0	0	0	0	100	0	0	300	0	175	0	0	0
chr3_8453100_8453400	300	300	300	300	0	300	0	300	0	300	300	300	300	300	300	300	150	300	150	300	0	0	300	300	75	0	0	0	0	225	225	300	0	0	0	0	300	300	75	0	300	0	0	300	0	0	0	0	0
chr3_8473150_8473650	500	500	500	500	125	500	0	500	500	500	500	500	450	275	350	0	0	0	0	500	500	0	500	500	0	0	0	425	275	50	0	500	0	0	50	0	425	375	0	450	500	500	0	500	0	0	0	0	0
chr3_8548800_8549150	350	350	350	350	75	350	0	350	0	350	350	350	350	350	350	275	0	0	0	350	350	0	350	350	0	0	0	0	0	275	0	350	0	0	0	0	0	350	0	0	300	0	0	350	0	0	0	0	0
chr3_8552350_8552700	350	350	350	350	50	350	0	350	0	350	200	50	350	0	125	0	0	0	0	350	350	0	350	0	0	50	0	0	0	0	0	350	0	0	350	0	0	0	0	350	350	350	0	0	0	0	0	0	0
chr3_8562250_8562750	500	500	500	500	50	450	500	500	0	500	500	0	200	200	225	0	425	500	0	500	500	0	500	500	500	0	0	75	0	500	0	150	0	0	500	0	50	500	425	500	500	500	0	500	0	0	0	0	0
chr3_8603350_8603650	300	300	275	300	50	275	200	300	300	300	300	300	300	300	300	300	300	25	0	300	300	0	300	300	300	275	200	300	50	0	275	125	125	0	125	200	300	0	300	0	300	200	0	300	0	0	50	0	0
chr3_8605650_8606300	650	650	650	425	50	650	0	650	650	650	650	650	650	0	650	0	0	425	0	650	650	0	650	650	0	425	0	0	0	350	0	350	0	0	0	0	650	0	650	575	650	0	0	650	0	0	0	0	0
chr3_8608350_8608700	350	350	350	350	0	350	0	350	275	350	350	350	350	350	350	0	275	0	50	350	350	0	350	0	0	200	0	0	350	350	350	0	0	0	200	0	350	125	350	125	350	0	0	200	0	0	0	0	0
chr3_8625900_8626300	375	400	375	0	225	400	0	300	75	400	400	375	400	0	250	0	325	400	0	400	400	0	400	400	0	75	25	0	0	0	0	400	0	0	400	0	0	0	400	0	400	0	0	400	0	0	0	0	0
chr3_8637100_8637450	350	350	350	350	50	350	350	350	350	350	350	350	350	125	225	350	275	50	200	350	350	350	350	350	350	350	0	0	50	275	350	350	0	0	350	50	350	350	350	350	350	350	0	350	0	200	275	0	0
chr3_8644950_8645450	500	500	425	500	350	500	0	500	500	500	500	500	500	0	500	125	275	500	50	500	500	150	500	500	0	0	500	350	350	300	500	0	0	0	450	0	200	500	75	200	500	0	0	500	0	450	0	0	0
chr3_8649200_8650150	0	950	250	700	0	750	0	925	250	950	950	950	950	450	950	100	0	550	0	950	950	0	950	950	950	0	0	850	0	25	700	400	0	0	175	175	0	950	925	550	950	0	0	850	0	0	0	0	0
chr3_8659600_8660100	225	500	500	225	150	500	0	500	375	500	500	500	500	0	0	300	0	75	200	500	500	0	500	500	225	0	225	0	0	425	0	0	0	0	500	0	0	200	0	0	500	225	0	500	0	0	0	0	0
chr3_8660750_8661150	400	400	400	225	150	400	0	400	400	400	400	400	400	0	0	300	0	400	75	400	400	225	400	400	0	0	0	0	100	0	300	0	0	0	225	0	0	400	400	75	400	0	0	400	0	0	0	0	225
chr3_8662800_8663150	350	350	350	350	275	350	0	350	350	350	350	350	350	0	0	0	0	300	0	225	350	0	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	200	300	0	350	0	0	300	0	0	0	0	0
chr3_8664050_8664450	400	400	400	400	0	0	0	400	400	400	400	400	400	0	400	0	0	0	0	400	400	0	400	175	400	0	0	0	0	0	400	375	0	0	0	0	0	400	0	250	400	0	0	400	0	0	0	0	0
chr3_8677000_8677300	300	300	300	100	25	300	0	250	300	300	275	300	300	300	0	0	0	300	0	300	300	0	300	275	300	0	0	0	0	300	200	200	125	0	300	0	300	300	0	125	300	275	0	300	0	0	0	0	0
chr3_8679600_8680350	675	750	750	750	0	750	0	750	450	750	675	750	300	750	150	600	750	750	0	750	750	0	225	450	0	0	0	0	0	75	0	0	0	0	750	0	375	75	375	0	750	75	150	375	0	0	0	0	300
chr3_8737350_8737800	450	450	450	0	0	450	0	450	0	450	450	450	300	450	0	0	300	0	0	450	450	0	300	450	0	0	0	150	0	300	0	0	0	0	450	0	75	225	300	450	450	0	0	450	0	0	0	0	0
chr3_8749200_8749950	750	750	750	750	300	750	0	750	750	600	750	750	750	375	0	0	225	450	0	750	0	0	750	525	0	525	0	300	0	75	150	0	0	0	750	0	0	600	750	150	600	0	0	750	0	75	0	0	0
chr3_8753250_8754000	750	750	750	750	0	300	0	750	750	750	750	750	750	450	225	0	150	150	0	750	0	0	750	300	0	0	0	675	75	0	0	375	0	0	450	0	0	0	750	0	750	0	0	750	0	0	0	0	0
chr3_9601600_9601900	300	300	300	300	0	300	300	300	275	300	300	300	300	275	125	300	300	300	0	300	275	0	300	300	0	275	0	0	300	300	0	300	300	0	300	0	300	300	300	200	300	300	0	300	0	0	0	0	0
chr3_10555050_10555600	550	550	450	75	0	550	0	550	550	550	550	550	550	550	550	225	75	100	0	525	550	550	550	525	550	0	0	300	0	300	300	0	0	0	550	0	525	0	550	0	550	225	0	225	0	0	0	0	0
chr3_10568000_10569700	1300	1700	1700	1700	250	1700	0	1700	1525	1300	1700	1075	25	1450	175	475	250	1300	0	1675	1700	0	1700	1125	175	0	0	550	675	0	625	900	375	0	450	0	925	1225	1700	550	1675	0	0	1700	0	0	0	0	0
chr3_10586550_10586850	300	300	225	300	0	300	0	300	0	300	300	0	0	300	150	300	0	300	0	300	300	0	300	300	0	150	75	0	0	0	0	300	0	0	300	0	0	0	300	300	300	0	75	0	0	0	0	0	0
chr3_10588350_10588750	0	400	400	400	75	375	0	400	400	400	400	250	375	0	0	375	0	100	0	400	400	0	300	400	150	0	0	0	0	0	0	250	0	0	400	0	325	0	400	0	0	0	0	400	0	0	0	0	75
chr3_10630550_10630950	400	225	400	400	400	400	0	400	300	400	400	400	400	400	400	400	400	400	25	400	400	0	400	400	25	0	0	0	400	0	0	400	0	0	400	0	400	0	0	325	400	400	0	400	0	0	0	0	0
chr3_10647750_10648200	450	450	450	225	450	450	0	450	450	450	450	450	450	375	75	75	75	75	0	450	450	0	450	450	225	0	0	450	375	75	300	450	0	0	450	0	0	225	450	450	225	450	0	300	0	0	0	0	225
chr3_10665600_10665900	0	300	75	0	0	300	150	300	300	300	300	300	300	300	75	300	150	0	0	300	300	0	300	150	300	0	0	0	0	150	0	150	75	0	300	0	150	0	300	225	75	150	0	300	0	0	0	0	0
chr3_10675500_10675850	350	350	350	350	50	350	0	350	75	350	350	350	350	125	350	350	350	350	350	350	350	0	350	350	275	0	0	0	0	0	0	50	0	200	0	0	350	0	350	0	350	0	0	350	0	0	0	0	350
chr3_10752000_10752750	450	750	750	750	150	450	750	750	300	750	750	600	750	600	750	675	600	300	0	750	750	0	375	750	675	0	225	0	0	150	675	750	0	0	750	0	675	750	750	750	750	525	0	750	0	0	0	0	0
chr3_10756850_10757200	350	350	350	350	0	325	0	350	350	350	350	350	250	175	250	0	175	250	0	0	250	0	175	250	350	0	0	0	0	0	0	350	0	0	175	0	250	0	0	350	350	325	0	175	0	0	0	0	0
chr3_10792950_10793250	300	300	300	300	75	300	300	300	300	300	300	300	300	300	300	0	0	0	0	300	300	300	300	300	0	0	0	150	300	300	300	300	0	0	300	0	300	0	300	0	300	150	0	300	0	0	0	0	0
chr3_10817200_10817500	300	300	300	275	0	300	275	300	300	300	300	300	300	300	300	0	300	300	0	300	300	300	300	300	0	0	50	25	175	125	200	200	300	0	300	300	300	0	300	50	300	300	300	300	0	0	0	0	0
chr3_10829300_10829700	375	400	400	300	0	225	0	400	400	400	400	375	400	150	0	400	0	400	0	400	400	0	400	400	400	0	0	0	0	225	0	250	0	0	400	0	325	400	0	375	400	100	0	400	0	0	0	0	150
chr3_10830750_10831050	300	300	300	300	300	0	0	300	300	300	300	300	300	300	300	0	0	75	0	300	300	0	300	300	300	150	0	0	0	0	300	0	0	0	0	0	300	225	0	0	300	0	0	300	0	0	0	0	0
chr3_10840850_10841200	350	350	325	350	350	350	350	350	250	350	350	350	250	0	0	0	0	0	0	350	350	100	350	350	0	0	0	350	0	175	0	350	0	0	350	0	350	0	350	0	325	350	0	350	0	0	0	0	0
chr3_10844350_10844950	600	600	600	100	175	600	100	600	600	600	600	600	600	600	275	275	425	600	0	600	600	0	600	325	600	100	0	100	0	250	300	350	0	0	575	400	275	600	600	600	100	0	600	475	0	100	0	0	0
chr3_10848150_10848750	600	600	600	600	375	600	0	600	600	600	600	600	600	600	300	0	0	600	0	600	600	150	600	600	0	0	0	0	75	0	75	375	0	0	600	0	0	450	450	0	600	0	0	600	0	0	0	0	0
chr3_10850400_10851150	750	750	750	750	75	0	0	750	750	750	750	750	750	450	150	750	0	525	0	675	750	0	750	750	375	450	0	0	0	0	75	525	0	0	750	0	0	750	750	0	750	300	0	750	0	0	0	0	450
chr3_10881000_10881300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	0	300	0	0	0	300	300	0	0	300	0	0	0	300	0	75	300	150	0	0	300	0	300	0	0	300	300	150	0	300	0	0	0	0	0
chr3_10881900_10882200	300	300	300	300	75	300	300	300	300	300	300	300	300	0	75	300	0	75	0	300	300	300	300	300	300	0	0	0	0	300	300	300	0	0	300	0	225	0	300	300	300	300	0	300	0	0	0	0	0
chr3_10885800_10886100	300	300	0	150	0	300	150	300	0	300	300	300	300	0	300	0	300	225	0	300	300	0	300	300	0	0	0	0	300	300	300	300	0	0	300	0	300	300	225	300	300	300	300	300	0	0	0	0	0
chr3_10926300_10926850	0	525	550	300	225	550	150	550	550	550	550	550	0	0	550	150	550	550	0	550	550	0	550	550	150	300	0	25	375	300	150	550	0	0	550	0	550	450	550	550	550	550	0	550	0	0	0	0	0
