A.H3K9me3.intersect.value	CLL.A34021.CEMT_4.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34037.CEMT_5.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34076.CEMT_6.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34940.CEMT_26.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34947.CEMT_27.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34954.CEMT_28.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34961.CEMT_29.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A35238.CEMT_25.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CCCATG.FindER2.bed.remDups.bed.intersect.value	CLL.A35245.CEMT_30.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_ATGTCA.FindER2.bed.remDups.bed.intersect.value	CLL.A60645.CEMT_94.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60652.CEMT_95.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60659.CEMT_96.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60668.CEMT_97.H3K9me3.hg38.bwa-sb.IX4419.C9587ANXX_4_GGCTAC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135687_EGAR00001139769_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133243_EGAR00001137329_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215595_EGAR00001228091_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215955_EGAR00001228606_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171949_EGAR00001185105_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001135683_EGAR00001139773_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272637_EGAR00001300126_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272619_EGAR00001300046_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272595_EGAR00001300136_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291852_EGAR00001320579_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323209_EGAR00001352515_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326443_EGAR00001355794_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272620_EGAR00001300047_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272618_EGAR00001300045_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272625_EGAR00001300052_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272703_EGAR00001300107_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272706_EGAR00001300111_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272689_EGAR00001300082_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272659_EGAR00001300006_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272664_EGAR00001300011_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272653_merged2runs_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272585_EGAR00001300065_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304998_EGAR00001334471_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304995_EGAR00001334420_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326454_EGAR00001355727_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001326440_EGAR00001355791_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305062_EGAR00001334389_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326619_EGAR00001355765_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326520_EGAR00001355882_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326536_EGAR00001355851_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326492_EGAR00001355779_usMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	GCBC.A70850.CEMT_134.H3K9me3.hg38.A70850_3_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70857.CEMT_135.H3K9me3.hg38.IX5209.CAVPBANXX_2_GGCTAC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70864.CEMT_136.H3K9me3.hg38.IX5210.CAVPBANXX_3_ACGATA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70871.CEMT_137.H3K9me3.hg38.IX5212.CAVPBANXX_5_ATAATT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70878.CEMT_138.H3K9me3.hg38.IX5213.CAVPBANXX_6_CACCGG.FindER2.bed.remDups.bed.intersect.value
chr7_63509600_63510150	0	0	0	0	0	0	550	0	25	0	550	0	0	0	0	0	0	0	0	0	525	550	0	0	0	550	225	0	75	150	0	75	375	550	0	525	75	225	225	0	0	75	0	0	0	75	0	550	0
chr7_63720650_63721050	400	400	0	400	400	250	400	400	400	0	375	0	0	0	0	0	0	0	0	0	300	375	0	0	0	400	0	0	0	400	0	0	100	400	0	400	0	0	0	0	0	100	375	300	400	250	0	400	0
chr7_64837950_64838250	300	300	300	300	300	0	300	0	300	300	300	300	0	0	0	300	300	300	0	0	300	300	0	0	300	300	300	300	0	75	300	300	300	300	75	300	225	300	300	300	0	300	300	300	300	225	300	300	300
chr7_67200150_67200550	0	25	325	100	400	300	0	0	400	25	400	400	0	0	325	0	0	0	0	0	375	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
chr7_68188950_68189400	450	75	0	0	450	75	450	450	450	0	0	0	0	75	0	0	0	0	0	150	450	450	0	75	450	450	450	0	0	0	0	0	450	450	375	450	450	450	450	150	0	375	450	225	450	150	450	450	450
chr7_87230900_87231300	400	0	0	0	400	0	400	325	225	400	400	400	0	0	0	225	400	75	0	0	400	375	400	400	0	400	400	400	0	0	0	0	0	0	0	400	400	0	100	0	0	325	0	100	400	0	0	0	100
chr7_99706050_99706650	600	0	0	0	600	0	0	0	0	0	0	0	0	600	600	600	600	600	600	0	600	600	0	0	525	600	600	600	600	600	600	600	300	375	0	0	600	600	600	600	0	600	600	600	225	600	600	0	0
chr7_128101650_128101950	300	0	0	225	0	0	0	0	300	0	300	0	0	0	300	300	300	300	0	0	300	300	300	300	0	0	300	150	0	300	300	300	0	0	0	0	300	300	0	300	0	300	0	225	0	0	0	0	300
chr7_134904200_134904600	400	325	325	0	250	250	400	400	400	0	0	0	0	0	300	400	0	0	0	0	375	400	0	0	0	0	0	0	0	0	0	250	0	0	0	0	75	0	0	0	0	0	300	375	0	0	0	0	0
chr7_143330900_143331250	350	175	0	100	0	0	0	0	350	0	0	0	0	325	25	350	100	350	325	0	350	350	0	0	25	0	0	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0
chr7_157952400_157952700	0	75	0	0	0	225	300	0	300	300	300	0	0	300	75	0	0	0	0	75	300	300	0	0	0	300	300	0	300	300	300	300	300	300	0	300	300	300	300	0	0	0	300	300	300	0	0	300	300
chr8_7573050_7573450	400	400	0	0	375	0	400	0	375	0	400	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	400	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	400	0	400	0
chr8_7714250_7714600	350	350	0	0	0	0	325	0	250	0	0	0	0	0	0	0	0	0	0	0	300	350	0	0	350	0	0	0	0	350	0	0	350	0	0	0	325	350	0	0	0	0	0	0	0	0	0	0	0
chr8_11526450_11526750	300	0	300	0	300	225	300	300	300	0	300	75	0	150	0	0	0	75	150	0	300	0	0	225	300	0	300	0	300	0	300	300	0	0	0	300	300	300	75	300	0	0	0	0	300	300	300	300	150
chr8_22906350_22906750	400	375	400	0	400	0	400	0	400	175	400	250	0	400	325	400	250	225	400	0	400	400	325	0	400	0	0	0	0	0	0	250	0	0	400	0	0	0	0	0	0	0	0	375	0	0	250	250	0
chr8_25126050_25126450	400	300	0	400	400	0	400	400	400	0	0	400	0	400	400	100	400	400	0	175	400	400	325	0	0	0	0	0	400	400	400	0	150	0	0	0	325	250	400	100	0	400	0	0	0	0	25	0	0
chr8_26641650_26642000	350	75	125	0	0	125	350	0	125	0	125	0	0	0	350	350	350	50	0	50	225	350	0	0	350	0	0	75	50	0	125	0	0	0	0	0	350	0	0	0	200	350	0	125	0	0	0	0	0
chr8_29455950_29456350	400	400	0	0	400	0	400	300	400	75	300	0	150	325	400	75	0	0	400	300	400	375	400	0	150	0	0	0	225	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	100	0	0	0
chr8_37375350_37375650	300	300	0	150	0	0	300	300	300	0	0	0	0	300	300	0	300	300	0	0	300	300	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	300	0	300	0	150	0	300	0	0	0	0	0
chr8_38460200_38460600	400	400	0	0	175	0	400	400	400	100	400	0	0	0	0	300	250	0	0	225	375	0	0	0	150	0	0	250	0	0	0	250	225	0	0	0	0	100	0	100	0	100	0	400	0	0	0	0	0
chr8_54091350_54091800	450	450	0	375	75	0	450	0	450	0	450	75	0	225	75	0	150	450	0	0	0	450	0	0	450	0	450	150	150	0	0	0	450	0	0	450	150	0	150	0	0	0	450	450	450	450	450	450	450
chr8_66486300_66486850	550	0	375	550	550	175	0	0	550	0	0	0	0	525	550	550	550	300	150	0	550	525	0	0	0	0	0	525	450	550	550	525	0	0	0	0	550	375	0	375	0	225	0	0	0	0	0	0	0
chr8_80426000_80426300	300	300	50	0	300	175	300	300	300	100	275	0	0	0	250	0	300	200	0	0	300	300	0	300	0	0	0	0	300	0	0	0	0	0	0	0	0	200	0	0	0	0	0	250	0	0	0	0	125
chr8_82948000_82948300	300	300	0	275	300	275	300	300	300	0	275	0	0	0	125	275	125	0	300	0	300	300	50	0	0	300	300	0	0	0	0	0	300	0	0	300	275	0	200	0	0	300	200	0	300	250	50	300	300
chr8_95217300_95217850	550	550	0	150	550	0	375	0	475	0	0	0	0	475	325	550	550	550	550	0	550	550	0	0	0	0	25	550	550	550	550	550	0	0	0	325	550	375	0	400	0	475	0	0	0	75	0	0	0
chr8_95437500_95437850	0	125	0	0	350	0	0	0	200	0	350	0	0	350	0	0	125	0	0	50	350	350	0	0	0	0	0	275	350	50	0	350	0	0	0	0	350	50	200	350	50	125	0	0	0	0	0	0	0
chr8_98855950_98856400	450	450	325	0	450	0	425	450	450	0	0	0	0	175	0	0	0	450	0	0	450	25	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	400	0	0	0	175	0	0	0	0	0	450
chr8_100684650_100685000	350	350	0	0	200	275	350	50	350	0	350	0	0	0	0	0	0	0	0	350	0	350	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_120581350_120581650	300	300	0	0	300	0	300	300	300	300	300	0	0	300	0	200	0	0	0	0	300	300	275	300	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_120601350_120601950	525	75	225	375	600	0	0	0	300	0	600	150	300	150	600	0	0	0	150	0	600	600	0	0	225	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	600	0	150	0	0	0
chr8_120695150_120695550	400	400	0	0	400	0	0	0	0	250	400	0	0	0	75	300	0	0	0	0	400	400	0	175	375	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0
chr8_120747400_120747750	350	350	0	0	350	0	350	0	275	0	200	0	200	200	125	0	50	125	0	125	350	350	350	200	0	0	200	0	125	0	0	350	125	0	0	200	0	200	0	0	0	0	50	200	350	50	200	275	0
chr8_120868700_120869050	350	300	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	250	100	0
chr9_17294500_17294800	200	50	50	0	275	125	200	125	300	300	300	0	0	0	0	0	0	0	0	0	300	300	0	0	50	300	300	300	0	300	0	25	300	300	0	200	300	25	300	25	0	0	0	175	50	200	0	0	0
chr9_30873300_30873600	300	300	0	225	300	150	300	300	300	0	0	0	0	225	0	0	0	0	0	0	300	300	0	150	150	300	300	0	225	0	0	0	300	300	0	300	0	0	300	225	0	0	300	0	300	225	300	300	300
chr9_61560600_61561150	525	0	0	0	0	0	550	0	550	300	525	0	0	550	0	375	375	0	0	0	0	450	0	0	525	150	475	300	0	375	0	0	0	0	0	550	375	0	0	0	0	225	0	0	0	550	550	0	0
chr9_61614050_61614600	550	0	0	0	0	0	550	0	550	175	550	75	0	250	0	0	475	0	0	0	525	0	0	0	550	0	0	375	0	550	0	0	0	0	300	525	0	0	0	175	0	0	550	0	0	0	550	525	0
chr9_65468400_65468700	300	300	300	0	300	0	300	0	300	0	300	300	0	0	0	0	0	0	0	0	300	0	0	0	0	300	300	0	0	0	0	300	300	300	0	300	0	0	300	0	0	300	75	0	300	300	0	300	300
chr9_91402100_91402400	275	300	300	50	300	0	0	200	300	0	300	0	0	0	300	0	0	0	0	125	300	300	0	175	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0
chr9_107250200_107250600	375	0	100	100	400	0	400	400	400	0	0	0	0	400	0	0	225	400	250	0	400	300	0	0	225	0	0	0	0	0	0	400	0	0	300	0	0	0	375	0	0	375	0	0	0	375	150	0	0
chr9_114786550_114786850	300	0	0	0	300	0	300	300	0	0	0	0	0	0	0	275	0	0	0	0	275	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	200	0	0	300
chr9_128518350_128518650	300	300	0	300	300	300	300	300	300	0	300	300	0	300	0	0	300	0	0	0	300	300	0	0	0	150	300	300	225	75	0	0	300	300	0	300	300	300	225	0	0	300	0	150	300	300	300	300	300
chr9_133170200_133170900	625	700	75	250	550	400	700	550	700	0	675	0	0	0	0	0	0	0	0	0	675	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	300	0	0	0	0	0	0	0	0
chr9_137308750_137309100	350	0	350	0	350	0	350	0	0	0	350	200	0	0	0	0	0	0	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	300
