A.H3K4me1.intersect.value	CLL.A34019.CEMT_4.H3K4me1.hg38.A34019_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34035.CEMT_5.H3K4me1.hg38.A34035_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34074.CEMT_6.H3K4me1.hg38.A34074_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34938.CEMT_26.H3K4me1.hg38.A34938_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34945.CEMT_27.H3K4me1.hg38.A34945_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34952.CEMT_28.H3K4me1.hg38.A34952_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34959.CEMT_29.H3K4me1.hg38.A34959_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35236.CEMT_25.H3K4me1.hg38.A35236_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35243.CEMT_30.H3K4me1.hg38.A35243_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60643.CEMT_94.H3K4me1.hg38.bwa-sb.IX4413.C958UANXX_6_ATCACG.FindER2.bed.remDups.bed.intersect.value	CLL.A60650.CEMT_95.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_CTAGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60657.CEMT_96.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_AACTTG.FindER2.bed.remDups.bed.intersect.value	CLL.A60670.CEMT_97.H3K4me1.hg38.bwa-sb.IX4412.C958UANXX_5_ACGATA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135686_EGAR00001139768_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133242_EGAR00001137328_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215953_EGAR00001228604_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215622_EGAR00001228081_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133247_EGAR00001137334_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272679_merged2runs_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001231900_EGAR00001245926_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001215636_EGAR00001228045_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001272596_EGAR00001300137_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234407_EGAR00001248465_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291824_EGAR00001320548_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272600_EGAR00001300131_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272621_EGAR00001300048_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272624_EGAR00001300051_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272707_EGAR00001300114_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272668_merged3runs_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001364257_EGAR00001401411_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272656_EGAR00001300003_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272661_EGAR00001300008_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272650_EGAR00001299997_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419429_EGAR00001456616_MBC_H3K4me1_PAIRED.FindER2.bed.intersect.value	EGAN00001276795_EGAX00001304981_EGAR00001334464_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276796_EGAX00001304983_EGAR00001334466_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001305005_EGAR00001334422_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326452_EGAR00001355725_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305085_EGAR00001334364_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305061_EGAR00001334388_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326574_EGAR00001355824_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326490_EGAR00001355777_usMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358538_EGAX00001371128_EGAR00001408501_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358558_EGAX00001371127_EGAR00001408500_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	GCBC.A68886.CEMT_129.H3K4me1.hg38.bwa-sb.IX5126.CAVYBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70848.CEMT_134.H3K4me1.hg38.IX5208.CAVPBANXX_1_ATCACG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70855.CEMT_135.H3K4me1.hg38.IX5209.CAVPBANXX_2_GATCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70862.CEMT_136.H3K4me1.hg38.IX5210.CAVPBANXX_3_ACCCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70869.CEMT_137.H3K4me1.hg38.IX5211.CAVPBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70876.CEMT_138.H3K4me1.hg38.IX5213.CAVPBANXX_6_CAAAAG.FindER2.bed.remDups.bed.intersect.value
chr15_20350250_20350750	375	475	500	0	0	500	0	0	450	500	500	25	500	500	175	0	500	500	325	500	0	500	500	0	0	0	0	25	0	100	500	500	500	475	400	500	0	475	500	0	500	500	475	500	0	0	0	0	0	0
chr15_25402050_25402600	375	475	550	550	175	550	0	550	375	550	550	550	550	550	550	550	0	300	550	550	0	550	550	550	550	550	550	550	550	550	450	550	550	550	550	550	550	550	550	550	550	550	0	550	550	550	550	550	550	550
chr15_40090600_40090950	350	200	350	350	0	350	0	350	350	350	350	350	225	300	300	350	300	0	350	350	0	0	350	350	0	0	350	350	350	350	350	0	0	350	350	350	300	350	350	350	350	0	350	0	0	0	0	0	0	0
chr15_42632500_42632850	350	350	300	350	225	300	225	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	0	350	350	350	350	350	200	0	350	75	350	0	350	350	75	350	350	350	0	350	350	350	350	350	350	350
chr15_45570000_45570450	0	450	450	450	0	450	0	450	450	450	450	450	450	450	450	450	450	450	450	0	0	0	450	450	300	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	450
chr15_50003750_50004150	375	400	400	400	400	400	325	400	400	400	400	400	400	400	0	400	400	250	400	400	0	400	400	400	400	0	400	400	400	400	400	325	0	325	325	400	325	400	400	250	400	400	0	325	250	325	0	100	250	100
chr15_65395550_65396200	0	0	625	0	0	650	0	300	525	650	650	650	650	650	650	650	650	650	650	650	0	650	625	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	625	625	450	450	525	450
chr15_68558550_68558850	300	75	300	225	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	225	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	150	300	300	300	300	300	300
chr15_72014400_72014700	150	300	300	300	0	300	75	300	300	300	0	300	300	0	0	75	0	0	300	0	0	300	300	225	300	300	0	75	0	0	0	300	300	300	0	300	300	300	225	150	300	300	0	0	300	300	300	300	300	300
chr15_81279600_81280800	0	1200	1200	1200	75	1200	0	1200	1200	1200	1200	1200	1200	0	0	900	0	0	1200	0	0	225	1050	1200	0	525	1200	750	600	975	0	150	525	450	1200	675	1125	600	600	1200	1200	0	675	0	675	525	0	0	825	0
chr15_82648900_82649250	350	350	350	350	0	350	200	350	350	350	350	350	350	125	0	125	0	0	350	350	350	350	350	0	0	0	0	0	125	0	0	0	0	350	50	125	125	50	50	0	350	0	350	350	275	0	0	0	0	0
chr15_83446850_83447350	325	0	475	500	0	400	100	0	500	500	475	475	500	500	500	500	500	325	500	500	0	500	500	500	500	500	475	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500
chr16_3232700_3233050	0	350	325	350	0	0	0	350	350	350	350	350	350	0	0	175	0	350	350	350	0	0	350	350	175	0	100	350	350	350	350	0	0	325	350	25	0	350	250	350	350	0	0	0	0	0	0	0	25	0
chr16_4364500_4366000	0	0	1500	1500	0	1500	0	1500	1325	1500	1500	1500	1500	1500	675	1500	1500	0	1500	525	0	1500	1500	1500	1500	1500	1225	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	0	950	1500	1500	1500	1500	1500	1500
chr16_11201700_11202350	650	125	650	650	0	650	50	650	275	525	650	650	650	200	425	525	450	0	650	300	0	650	650	425	650	650	500	575	425	275	650	650	650	650	500	650	650	650	575	125	650	650	425	0	650	650	650	650	650	650
chr16_11666050_11666550	500	500	500	75	0	500	275	500	500	500	500	500	500	500	500	500	500	500	500	500	0	500	350	500	500	500	500	500	500	500	500	0	500	500	500	450	500	500	500	500	500	500	500	500	500	500	275	200	350	0
chr16_11666850_11667150	300	300	300	300	0	300	150	300	300	300	300	300	300	300	300	300	300	300	300	75	0	300	0	300	75	300	300	300	300	300	225	150	300	300	300	75	300	300	150	300	75	150	0	300	300	300	0	300	0	0
chr16_24062550_24062850	300	300	300	300	300	300	300	300	300	300	300	300	300	0	0	150	0	0	300	300	0	300	300	0	0	0	300	225	0	0	0	0	0	300	300	0	0	150	0	0	300	0	0	0	0	0	0	0	0	0
chr16_24653250_24653700	450	300	450	450	0	450	0	450	450	450	450	450	450	0	0	0	0	0	450	0	0	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0
chr16_27381150_27381650	500	500	500	500	0	500	0	500	275	500	500	500	500	500	350	500	150	50	500	500	0	0	0	0	500	500	500	500	500	500	500	500	500	0	500	500	500	0	0	500	500	0	500	200	500	500	500	500	500	500
chr16_27382350_27382800	450	450	450	450	0	450	0	450	225	450	450	450	450	450	450	450	450	450	450	450	0	0	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	75	0	450	450	450	450	450	450	450	450	450	450	450
chr16_57051300_57051600	300	300	300	300	0	300	0	300	300	300	300	300	0	0	0	0	0	0	300	0	0	75	300	150	0	300	0	0	0	0	300	300	300	0	0	150	300	0	0	0	300	150	0	0	300	300	0	0	75	300
chr16_57358050_57358400	125	350	350	350	0	350	350	350	350	350	350	350	350	350	350	50	350	0	350	350	0	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350
chr16_67464600_67465100	0	425	500	200	0	500	75	500	500	500	500	500	500	125	500	500	500	500	500	500	0	500	125	500	350	0	500	500	500	500	275	500	425	500	500	350	0	500	500	500	500	500	0	500	0	0	0	0	0	0
chr16_72990250_72990700	0	450	450	125	0	450	0	450	450	425	450	450	450	450	375	0	0	450	425	0	0	450	450	450	0	0	0	450	450	0	0	0	0	450	0	0	0	450	450	450	450	450	425	425	0	0	0	0	0	0
chr16_80711100_80711400	300	300	300	300	300	300	0	300	300	300	300	300	300	0	0	0	0	0	300	300	0	300	300	300	300	300	0	300	0	300	0	300	300	300	0	300	300	300	300	0	300	300	0	0	300	300	300	300	300	300
chr16_80711550_80711850	75	300	300	300	75	300	0	300	300	300	300	300	300	0	0	0	0	0	300	0	0	300	300	300	300	300	0	150	0	0	0	300	300	300	0	300	300	300	75	0	300	150	0	0	300	300	300	300	300	300
chr16_85891700_85892050	250	325	325	350	0	350	350	350	0	350	350	350	350	350	0	350	0	0	325	350	0	0	350	0	0	350	0	0	0	250	0	0	350	0	325	0	350	350	0	350	350	0	0	0	350	350	350	350	350	350
chr16_88893000_88893300	0	300	300	0	0	300	0	150	300	300	300	300	300	0	0	300	0	0	300	300	0	300	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	300	300	0	0	0	0	0	0
chr16_88893750_88894050	225	300	300	225	0	300	0	300	300	300	300	300	300	0	0	225	0	0	300	300	300	300	300	0	0	0	0	0	0	150	0	0	0	300	300	0	0	300	0	0	300	0	300	75	0	0	0	0	0	0
chr16_88896550_88896900	0	350	350	0	0	350	0	350	350	350	350	350	350	200	0	0	0	0	350	350	0	0	350	350	350	350	50	200	350	0	350	350	350	350	350	0	350	225	0	200	350	350	0	350	350	200	0	0	0	0
chr17_1145550_1145900	0	350	350	200	0	350	0	350	225	350	350	350	350	0	350	200	350	200	350	0	0	350	350	0	0	0	200	350	200	50	0	0	0	0	0	0	0	0	0	350	350	0	300	350	0	0	0	0	0	0
chr17_3705750_3706050	300	300	300	300	75	300	300	300	300	300	300	300	300	300	300	300	300	300	150	0	0	300	300	150	0	300	300	300	300	300	300	0	300	300	300	0	300	300	0	300	0	300	75	300	300	300	300	300	300	300
chr17_5045900_5046200	300	300	300	300	0	300	0	300	300	275	300	275	300	0	0	300	25	0	300	0	0	0	300	0	0	0	300	0	300	300	300	0	0	0	300	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr17_5096900_5097200	0	0	300	275	0	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr17_17362500_17363150	650	650	650	650	0	0	0	650	650	650	650	650	650	0	0	0	200	0	650	125	0	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	650	650	0	0	0	0	0	0
chr17_17364750_17365050	300	300	300	300	0	0	150	300	300	300	300	300	300	0	0	0	0	0	300	150	0	0	300	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	300	0	300	0	0	0	0	0	0	0
chr17_17405050_17405700	650	650	650	650	125	650	200	650	650	650	650	650	650	650	650	650	650	650	650	125	0	0	650	650	0	425	650	650	650	650	650	0	575	650	650	0	200	500	200	650	650	425	650	500	275	275	125	50	50	50
chr17_17785250_17785600	250	175	350	250	0	350	0	350	350	350	350	325	350	350	350	350	350	250	350	350	100	100	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	325	350	325	350	350	175	350	350	350	350	350	350
chr17_27760050_27760450	375	0	400	0	0	400	0	400	375	400	400	400	400	0	0	0	0	0	400	400	0	375	0	400	0	0	0	400	400	0	150	0	0	0	150	0	0	400	300	0	400	375	325	0	0	0	0	0	0	0
chr17_29178750_29179050	0	225	300	300	0	300	0	0	300	300	300	300	300	0	0	0	0	0	300	300	0	0	300	300	300	0	0	0	150	0	0	300	150	300	0	150	75	300	75	0	300	0	0	0	0	0	0	0	0	0
chr17_29511600_29511900	300	300	300	300	0	300	0	300	300	300	300	300	300	0	0	0	225	0	300	0	0	0	300	0	300	300	0	0	0	0	0	300	300	300	0	300	300	0	75	0	300	300	0	0	300	300	300	300	300	300
chr17_31526100_31526550	450	450	450	450	150	450	150	450	450	450	450	450	450	0	450	225	375	0	450	450	0	225	450	450	450	450	0	450	225	225	0	450	450	450	225	450	450	450	450	225	450	450	450	0	450	450	450	450	450	450
chr17_42376950_42377500	0	550	550	550	0	550	150	550	550	550	550	550	550	0	550	550	0	550	550	450	0	550	375	550	550	550	550	375	475	550	550	550	550	550	550	550	550	550	475	550	550	550	0	0	550	550	550	550	550	550
chr17_44987250_44987550	300	0	150	300	0	300	0	300	300	300	300	300	300	150	0	300	225	300	300	150	0	300	300	300	300	300	300	225	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr17_50081700_50082250	0	550	550	550	0	550	550	550	550	550	225	550	525	0	0	0	0	0	550	0	0	550	550	550	525	375	0	0	0	0	0	550	375	375	0	450	450	550	525	0	550	150	550	550	550	450	150	550	300	550
chr17_64808300_64808600	275	300	0	0	0	300	0	275	300	300	300	275	300	300	300	300	300	300	300	200	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	275	300	300	300	300	300	300
chr17_68790450_68790750	300	300	300	300	300	300	150	300	300	300	300	300	300	300	300	150	0	300	300	300	0	300	300	300	0	0	0	300	0	0	0	0	0	300	300	300	300	300	300	150	300	0	300	300	300	300	300	300	300	75
chr17_72772100_72773200	375	1100	1100	1100	0	1100	0	1075	1100	1100	1100	1100	1100	0	0	0	525	0	1100	0	0	375	1100	0	1100	1100	0	0	0	0	0	1100	1100	0	0	1100	1100	0	300	0	1100	0	0	0	1100	1100	1100	1100	1100	1100
chr17_72971800_72972100	0	300	300	300	0	300	50	300	300	300	300	300	300	300	300	300	300	0	300	0	0	50	275	300	300	300	300	300	275	300	300	300	300	300	275	300	300	300	300	300	300	300	125	0	300	300	300	300	300	300
chr17_73482600_73482900	150	300	300	300	0	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	0	300	300	300	300	300	0	75	300	300	300	0	300	300	300	300	300	300	300	0	0	0	0	0	0
chr17_73598550_73598850	0	300	300	225	0	300	150	300	300	300	300	300	300	300	300	300	300	300	300	0	0	300	225	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	0	0	75	0	0	0	0	0	0
chr17_73639900_73640450	0	550	550	550	0	550	50	550	550	550	550	550	550	0	200	200	0	0	550	0	0	550	275	0	0	0	125	0	550	200	0	0	0	550	0	0	0	0	0	50	550	0	550	50	0	0	0	0	0	0
chr18_5122450_5122750	200	300	300	300	0	300	0	200	300	300	300	300	300	0	0	0	0	0	125	250	0	125	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr18_5139450_5139900	75	450	450	450	0	450	0	450	450	450	450	450	450	0	0	0	0	0	450	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	450	150	0	150	375	0
chr18_5197400_5197800	375	400	175	400	0	400	250	400	400	400	400	175	400	175	400	325	400	0	400	400	0	400	400	25	400	400	400	400	400	400	400	400	400	400	400	400	400	400	175	400	400	325	250	400	400	400	0	400	250	250
chr18_23184500_23184800	0	300	275	300	125	300	0	300	300	300	300	300	300	0	0	0	0	0	300	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	300	0	300	0	0	0	0	0	0	0
chr18_32767500_32767900	400	400	400	375	0	400	0	400	400	400	400	400	400	400	400	400	400	400	400	225	75	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400
chr18_32769150_32769450	300	225	225	300	150	300	0	300	300	300	225	300	300	300	0	300	300	225	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr18_32872200_32872550	0	350	350	350	350	225	0	350	350	350	350	350	350	350	350	350	350	350	350	50	0	350	350	350	75	350	350	350	350	350	350	125	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350
chr18_49435150_49435450	250	300	300	300	300	300	0	300	300	275	300	0	300	300	125	0	0	300	125	50	0	275	300	0	0	275	300	0	200	50	0	0	275	125	300	0	50	0	0	25	275	0	0	0	300	300	0	0	125	0
chr18_55146300_55146600	300	300	300	300	0	300	0	300	300	300	300	300	300	75	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	225	0	0	0	0	0	0	0
chr18_59941800_59942400	600	600	375	600	300	600	150	600	600	600	600	600	600	300	0	375	0	0	600	300	0	150	600	600	0	300	0	150	525	150	0	0	75	600	300	0	600	375	600	600	600	0	150	150	600	150	150	225	150	0
chr18_74795750_74796150	0	400	400	400	300	400	400	400	375	400	400	400	400	150	100	400	325	0	400	0	0	400	400	400	400	400	375	375	400	300	0	400	400	400	0	400	400	400	400	0	400	400	0	0	400	400	400	400	400	400
chr19_1701350_1701850	0	0	500	175	0	475	0	400	500	475	500	500	500	500	400	500	500	500	500	450	0	500	400	500	0	500	500	500	500	500	500	475	450	500	500	500	475	500	500	500	500	500	0	500	475	400	175	500	0	0
chr19_3052500_3052950	450	375	450	450	0	450	0	450	450	450	450	450	450	0	0	150	0	0	450	450	75	150	450	0	0	0	0	0	0	0	0	0	0	450	0	0	0	150	0	75	300	0	0	0	0	0	0	0	0	0
chr19_3055050_3055600	525	525	550	550	300	550	150	550	550	550	550	550	550	550	175	550	550	550	550	550	175	550	550	550	400	0	550	550	550	550	550	100	0	550	550	550	0	550	325	550	550	550	0	550	0	0	0	0	0	0
chr19_3073850_3074350	325	475	500	500	0	500	0	500	500	500	500	500	450	300	0	500	0	0	500	475	0	0	500	500	0	250	500	325	0	0	0	0	400	0	400	0	0	0	400	175	500	250	0	325	500	0	0	0	0	0
chr19_4535300_4535850	525	550	550	550	0	550	550	550	550	550	550	550	550	550	550	550	550	475	550	550	0	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550
chr19_5946450_5947050	600	75	75	600	75	600	0	600	525	600	600	600	600	0	0	225	0	0	600	525	0	375	450	0	0	0	0	225	450	375	375	0	0	375	0	0	0	0	0	525	600	0	600	0	0	0	0	0	0	0
chr19_9669800_9670100	300	300	300	300	0	300	200	300	300	300	300	300	300	0	0	300	0	0	0	300	0	0	0	0	0	0	300	0	0	300	300	0	0	300	300	0	0	300	125	300	275	300	0	0	0	0	0	0	0	0
chr19_10092150_10092450	300	225	300	300	0	300	300	300	300	300	300	300	300	0	0	300	300	300	300	300	0	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr19_10142850_10143250	400	400	0	375	0	400	0	0	400	0	400	400	400	0	0	0	0	0	400	400	0	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	400	0	0	400	0	0	0	0	0	0
chr19_11386700_11387000	125	300	300	300	0	300	0	300	300	300	300	300	300	300	275	300	300	300	300	50	0	0	275	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300
chr19_12194600_12195300	325	75	600	450	75	700	0	75	700	700	700	700	700	700	700	700	700	75	700	375	0	700	700	525	700	700	700	700	700	700	700	700	700	400	700	700	700	700	525	700	700	700	525	700	700	700	700	700	700	700
chr19_12195600_12196000	225	375	400	400	300	300	0	400	400	400	400	400	400	400	400	400	375	400	400	400	0	400	400	300	400	400	400	400	400	400	400	400	400	400	400	400	400	375	300	400	400	400	375	400	400	400	400	400	400	400
chr19_17191750_17192250	500	500	500	500	0	500	125	500	500	500	500	500	500	0	0	0	0	0	500	0	0	425	500	500	500	500	0	0	0	275	0	500	500	500	0	500	500	200	350	0	350	275	275	0	500	500	500	500	500	500
chr19_18866400_18866750	350	350	350	350	200	350	350	350	350	350	350	350	350	350	0	350	350	0	350	350	0	350	350	350	350	150	0	200	50	0	350	350	350	350	350	350	350	350	350	0	350	350	275	350	350	350	350	350	350	350
chr19_19677900_19678300	400	400	375	400	0	400	75	400	400	400	375	400	400	0	0	225	0	0	375	150	0	150	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr19_19815850_19816200	350	350	350	350	50	350	75	350	350	350	350	350	350	0	350	350	0	0	350	350	350	350	350	350	0	0	350	350	350	350	350	0	0	350	350	0	0	350	50	350	350	350	0	0	0	0	0	350	0	0
chr19_20482400_20483000	600	600	600	600	600	600	0	600	600	600	600	600	600	0	575	450	0	475	600	600	0	600	600	350	0	0	575	0	0	575	0	0	0	0	500	0	0	425	0	500	600	0	0	600	0	0	0	0	0	0
chr19_23116850_23117250	175	100	400	325	0	400	0	250	400	400	150	400	400	225	225	400	75	225	400	400	0	375	300	400	400	400	400	150	400	400	100	400	400	75	400	400	400	400	300	225	400	300	75	400	400	400	400	400	400	400
chr19_37252600_37252950	350	350	350	350	50	350	0	350	350	350	350	350	350	125	125	275	300	0	350	350	0	0	50	0	350	125	50	200	350	0	200	350	350	350	200	125	125	200	0	200	0	125	0	275	350	50	125	200	125	50
chr19_37551050_37551450	0	0	375	0	0	400	0	0	250	400	400	400	400	400	400	400	150	400	400	400	0	400	400	75	400	400	400	400	400	400	400	400	400	250	400	400	400	400	75	400	400	400	0	400	400	400	400	400	400	400
chr19_37971200_37971700	500	500	500	500	500	500	250	500	500	500	500	500	500	500	500	500	0	500	475	500	0	475	500	325	500	500	500	500	500	500	500	500	400	325	500	500	500	0	0	500	500	400	0	500	500	500	500	500	500	500
chr19_45516400_45516700	300	250	300	275	0	300	300	300	300	300	275	275	300	300	300	300	300	300	300	275	0	300	275	300	300	300	300	300	300	300	300	275	300	300	300	275	300	300	300	300	300	300	125	300	300	300	125	200	125	300
chr19_50147850_50148300	450	0	450	0	0	450	0	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	300	450	450	450	450	450	450	450	450	450
chr19_53183300_53183900	600	600	600	600	400	600	0	600	600	600	600	600	600	0	0	275	175	0	475	600	0	600	450	0	0	0	575	300	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0
chr19_57618450_57619050	75	600	600	600	0	600	0	600	600	600	600	600	600	0	0	0	0	0	450	600	0	375	0	0	0	0	300	225	0	0	0	0	0	450	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0
chr19_57684600_57684900	300	300	300	300	300	300	0	300	300	300	300	300	300	0	300	300	0	300	300	300	0	300	300	300	0	0	300	0	300	300	300	0	0	300	300	0	0	300	0	300	300	300	0	0	0	0	0	0	0	0
chr2_10317900_10318200	300	75	300	300	75	300	0	300	300	300	300	300	300	300	0	300	0	0	300	300	0	0	300	300	300	0	225	300	300	300	300	150	0	300	300	0	0	300	300	300	300	300	0	0	0	0	0	0	0	0
chr2_15971300_15971900	600	0	175	0	0	600	0	200	575	575	600	600	600	0	0	0	575	0	600	575	0	400	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	600	0	200	0	0	0	0	0	0	0
chr2_15973050_15973500	450	450	450	450	450	450	0	450	450	450	450	450	450	0	0	0	75	0	450	450	0	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	375	450	0	0	0	0	0	0
chr2_16057950_16058250	300	0	300	300	0	300	0	300	0	300	300	300	300	150	0	0	300	0	0	300	0	225	150	0	0	0	0	0	0	0	0	300	0	225	0	0	0	0	0	0	300	0	300	225	0	0	0	0	0	0
chr2_17151350_17151650	275	300	300	300	0	300	0	300	300	300	300	300	300	0	0	0	100	0	300	300	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	25	0	0	0	0	0	0	0	0
chr2_18598700_18599200	500	500	500	500	500	500	475	500	500	500	500	500	500	500	500	500	500	250	500	500	0	500	500	500	0	0	475	500	500	500	0	0	0	500	0	0	0	500	500	500	500	500	500	250	0	0	0	0	0	0
