A.dname	CLL_25.bed.combine.5mC.CpG.dname	CLL_26.bed.combine.5mC.CpG.dname	CLL_27.bed.combine.5mC.CpG.dname	CLL_28.bed.combine.5mC.CpG.dname	CLL_28.large.bed.combine.5mC.CpG.dname	CLL_28.small.bed.combine.5mC.CpG.dname	CLL_29.bed.combine.5mC.CpG.dname	CLL_30.bed.combine.5mC.CpG.dname	CLL_30.large.bed.combine.5mC.CpG.dname	CLL_30.small.bed.combine.5mC.CpG.dname	CLL_4.bed.combine.5mC.CpG.dname	CLL_5.bed.combine.5mC.CpG.dname	CLL_6.bed.combine.5mC.CpG.dname	CLL_94.bed.combine.5mC.CpG.dname	CLL_95.bed.combine.5mC.CpG.dname	CLL_96.bed.combine.5mC.CpG.dname	CLL_97.bed.combine.5mC.CpG.dname	EGAN00001095766:NBC.1:C003K9.bed.combine.5mC.CpG.dname	EGAN00001095769:NBC.2:C0068L.bed.combine.5mC.CpG.dname	EGAN00001096889:csMBC.2:C003JB.bed.combine.5mC.CpG.dname	EGAN00001096891:MBC.3:C003N3.bed.combine.5mC.CpG.dname	EGAN00001096949:NBC.3:S001JP.bed.combine.5mC.CpG.dname	EGAN00001170519:HMPC.1:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001170520:PreBC.1:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001170521:GCBC.1:T11_8.bed.combine.5mC.CpG.dname	EGAN00001170522:PBC.1:MO7071.bed.combine.5mC.CpG.dname	EGAN00001220205:csMBC.1:S004P1.bed.combine.5mC.CpG.dname	EGAN00001220214:NBC.4:S00DM8.bed.combine.5mC.CpG.dname	EGAN00001235812:MBC.2:csMBC.bed.combine.5mC.CpG.dname	EGAN00001266052:HMPC.2:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001266053:PreBC.2:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001266054:GCBC.2:T14_10.bed.combine.5mC.CpG.dname	EGAN00001266055:NBC.5:NC11_41.bed.combine.5mC.CpG.dname	EGAN00001266056:csMBC.3:NC11_41.bed.combine.5mC.CpG.dname	EGAN00001266057:PBC.2:V156.bed.combine.5mC.CpG.dname	EGAN00001280907:MBC.1:S017RE.bed.combine.5mC.CpG.dname	EGAN00001282097:GCBC.3:T14_11.bed.combine.5mC.CpG.dname	EGAN00001282098:PBC.3:T14_10.bed.combine.5mC.CpG.dname	EGAN00001282099:PBC.4:T12_20.bed.combine.5mC.CpG.dname	EGAN00001282100:PBC.5:T13_1.bed.combine.5mC.CpG.dname	EGAN00001286337:NBC.6:NC11_83.bed.combine.5mC.CpG.dname	EGAN00001343490:CLL.182:182CLL.bed.combine.5mC.CpG.dname	EGAN00001343492:CLL.12:12CLL.bed.combine.5mC.CpG.dname	EGAN00001343494:CLL.110:110CLL.bed.combine.5mC.CpG.dname	EGAN00001356805:NBC.7:NC15_72.bed.combine.5mC.CpG.dname	EGAN00001358479:CLL.1525:1525CLL.bed.combine.5mC.CpG.dname	EGAN00001358480:CLL.1532:1532CLL.bed.combine.5mC.CpG.dname	EGAN00001401801:CLL.1228:1228CLL.bed.combine.5mC.CpG.dname	GCBC_129.bed.combine.5mC.CpG.dname	GCBC_134.bed.combine.5mC.CpG.dname	GCBC_135.bed.combine.5mC.CpG.dname	GCBC_136.bed.combine.5mC.CpG.dname	GCBC_137.bed.combine.5mC.CpG.dname	GCBC_138.bed.combine.5mC.CpG.dname
chr17_82321050_82322350	0.200744	0.207934	0.089052	0.195542	0.173211	0.184967	0.056917	0.089519	0.091455	0.082929	0.132093	0.117846	0.168246	0.179472	0.145938	0.326363	0.098436	0.559416	0.531918	0.342741	0.392738	0.508926	0.554586	0.551634	0.395060	0.242538	0.354404	0.491197	0.313088	0.521789	0.536765	0.413271	0.481461	0.315289	0.286519	0.387153	0.424268	0.454013	0.443864	0.409339	0.528768	0.051675	0.042797	0.202100	0.509459	0.273849	0.065157	0.189533	0.392512	0.433283	0.424584	0.371553	0.396816	0.345087
chr17_82702650_82703400	0.726157	0.583175	0.059651	0.798152	0.817087	0.825479	0.002179	0.519950	0.605758	0.439332	0.412978	0.210689	0.488672	0.498456	0.730476	0.820327	0.218750	0.902183	0.908297	0.692147	0.809521	0.926419	0.922507	0.915104	0.802962	0.531565	0.742799	0.907848	0.125000	0.913843	0.904212	0.808602	0.914790	0.658229	0.677464	0.823897	0.853052	0.836016	0.813999	0.750134	0.863272	0.134043	0.054884	0.379877	0.915916	0.664880	0.377307	0.448893	0.843039	0.844729	0.817919	0.792788	0.772746	0.666984
chr18_2976600_2977300	0.686653	0.671479	0.265574	0.565738	0.545339	0.582826	0.175194	0.300408	0.326804	0.286233	0.182020	0.354830	0.645809	0.620990	0.316555	0.207268	0.562766	0.980892	0.950932	0.918310	0.984849	0.916201	0.952450	0.955607	0.960206	0.927457	0.908743	0.867591	NAN	0.948528	0.951900	0.928301	0.912075	0.945398	0.902740	0.934677	0.959420	0.904867	0.935803	0.897554	0.607851	0.261481	0.346088	0.811307	0.948351	0.446074	0.727164	0.668733	0.924964	0.873548	0.904532	0.945255	0.894614	0.933590
chr18_3384300_3384400	0.477012	0.951475	0.744534	0.909529	0.878028	0.880761	0.229654	0.776284	0.760915	0.674573	0.868687	0.868217	0.607625	0.798175	0.931372	0.970729	0.944753	1.000000	0.925000	0.902930	NAN	0.952381	0.939394	1.000000	0.769048	0.789294	0.944444	1.000000	NAN	0.958182	0.977343	0.906990	0.885041	0.953725	0.786771	0.944974	1.000000	0.856396	0.966667	0.943678	0.791684	0.875200	0.938271	0.882310	0.979779	0.883205	0.935418	0.706100	0.800721	0.862159	0.855555	0.801183	0.854946	0.983051
chr18_3453150_3453300	1.000000	0.892593	0.500000	0.779762	0.710526	0.702381	0.481191	0.673797	0.729167	0.694042	0.027778	0.821983	0.937500	0.660802	0.440000	0.593333	0.000000	0.964160	0.977778	0.888370	0.876173	0.972813	0.954376	0.950310	0.912342	0.811078	0.878990	0.977941	NAN	0.948428	0.932028	0.916410	0.936040	0.908259	0.916919	0.880769	0.907578	0.924706	0.893050	0.884328	0.745895	0.855236	0.903017	0.856754	0.960846	0.943939	0.673722	0.745283	0.944445	0.772728	0.837037	0.923295	0.925000	0.829667
chr18_8602600_8602900	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
chr18_12860100_12860450	0.880198	0.877728	0.391659	0.893360	0.912045	0.865543	0.561593	0.747594	0.792431	0.754071	0.558521	0.613966	0.785950	0.690608	0.648073	0.424513	0.573076	0.868322	0.904817	0.888589	0.862625	0.908949	0.972572	0.948572	0.889296	0.861966	0.884226	0.914288	NAN	0.963844	0.951838	0.866121	0.924349	0.900904	0.856509	0.888552	0.870690	0.856818	0.883526	0.848060	0.684169	0.688534	0.642881	0.784146	0.911796	0.807616	0.767022	0.816141	0.828270	0.844833	0.860706	0.860518	0.852971	0.861306
chr18_13938600_13939200	0.075000	0.000000	0.031746	0.009259	-0.000000	-0.000000	0.002874	0.000000	0.080026	0.000000	0.025641	0.018109	-0.000000	0.000000	0.003205	0.007752	0.000000	0.498360	0.579879	0.549513	0.374775	0.475385	0.611439	0.597522	0.513899	0.396890	0.396379	0.658287	1.000000	0.612847	0.622406	0.418503	0.571725	0.504714	0.459875	0.499346	0.462578	0.418501	0.511575	0.397910	0.597368	0.071302	0.039307	0.114426	0.607343	0.014040	0.029994	0.065088	0.456794	0.439301	0.597943	0.462036	0.565696	0.446899
chr18_23133800_23134900	0.108154	0.102380	0.067701	0.151182	0.144784	0.112306	0.128188	0.042286	0.057418	0.031587	0.109647	0.036477	0.166646	0.000000	0.057060	0.066785	0.005797	0.316319	0.296727	0.242303	0.233856	0.219428	0.321603	0.348777	0.255984	0.175184	0.221817	0.226310	0.370481	0.312039	0.346163	0.227660	0.214232	0.266637	0.162746	0.236500	0.258722	0.245428	0.221287	0.260767	0.213357	0.052290	0.041722	0.108245	0.187546	0.062597	0.030130	0.064808	0.239137	0.239493	0.273240	0.234657	0.275144	0.201269
chr18_23224100_23224750	0.236853	0.204203	0.212956	0.242732	0.251500	0.262875	0.040904	0.304797	0.177061	0.197647	0.147192	0.349654	0.106169	0.135055	0.204516	0.220551	0.089038	0.756032	0.871970	0.265473	0.361110	0.787483	0.867832	0.908643	0.418105	0.209138	0.380199	0.669466	NAN	0.902686	0.936256	0.449211	0.799371	0.266471	0.197033	0.321992	0.516402	0.513856	0.384782	0.451532	0.646246	0.161858	0.212455	0.344461	0.788793	0.183086	0.200514	0.302510	0.306369	0.422919	0.520644	0.436666	0.496238	0.361109
chr18_23227200_23227550	0.934782	0.840336	0.982143	0.937963	0.935185	0.974858	1.000000	0.935223	0.983334	0.893665	0.978261	0.835065	0.644265	0.910715	0.729798	0.735732	0.500000	0.962113	0.977273	0.944160	0.953044	0.976694	0.960227	0.978070	0.964788	0.905827	0.955944	0.975000	1.000000	0.984915	0.953079	0.958334	0.942498	0.903488	0.926897	0.969136	0.910629	0.975807	0.932306	0.864205	0.856100	0.958334	0.782213	0.948477	0.990385	0.947973	0.738637	0.947812	0.950000	0.933334	0.936005	0.852272	0.944664	0.893200
chr18_23232600_23234150	0.776643	0.801408	0.792420	0.688883	0.701991	0.656890	0.654805	0.760867	0.765038	0.741027	0.759355	0.750767	0.679154	0.813514	0.762448	0.847046	0.683234	0.913018	0.932094	0.760146	0.841558	0.946502	0.965864	0.952971	0.791439	0.708217	0.775020	0.887077	0.778491	0.933480	0.924753	0.830776	0.931248	0.716246	0.755474	0.842738	0.831605	0.825955	0.844708	0.797376	0.773290	0.818196	0.809545	0.828897	0.917201	0.811079	0.713522	0.833020	0.777296	0.813503	0.789033	0.772634	0.847002	0.751013
chr18_23234400_23237000	0.852316	0.848499	0.771952	0.817417	0.827505	0.811500	0.759115	0.854984	0.857429	0.854381	0.833765	0.812751	0.815245	0.733494	0.764773	0.898828	0.805353	0.931320	0.950005	0.818046	0.891443	0.936605	0.951320	0.955234	0.875289	0.840880	0.871909	0.900261	0.759722	0.937773	0.933133	0.895869	0.926712	0.822348	0.846709	0.866106	0.851054	0.900383	0.845758	0.823810	0.781433	0.799708	0.743818	0.791857	0.909184	0.881120	0.814770	0.871280	0.871245	0.871949	0.885024	0.849089	0.864683	0.842242
chr18_23237200_23237600	0.806005	0.761480	0.458928	0.850708	0.851465	0.820998	0.672402	0.539223	0.431163	0.531746	0.583827	0.671635	0.818052	0.550000	0.573115	0.742965	0.720455	0.896302	0.918858	0.819752	0.827950	0.873159	0.929289	0.908877	0.830164	0.807750	0.815422	0.895739	0.768254	0.918720	0.920861	0.812968	0.886025	0.787588	0.799374	0.864066	0.851790	0.837744	0.814856	0.760292	0.736138	0.565851	0.567441	0.818716	0.898722	0.763524	0.649252	0.803130	0.842459	0.812990	0.845974	0.808671	0.833998	0.814854
chr18_23238150_23239600	0.783295	0.723960	0.682746	0.716134	0.687829	0.699845	0.742573	0.714288	0.714802	0.672899	0.725959	0.620858	0.746414	0.535305	0.553246	0.816669	0.559744	0.905993	0.925496	0.810583	0.811775	0.838925	0.918202	0.924395	0.788031	0.848504	0.822328	0.795276	0.750000	0.918526	0.927072	0.785200	0.822820	0.799122	0.818450	0.842656	0.757525	0.740197	0.718406	0.701290	0.715039	0.640170	0.696206	0.786033	0.826819	0.752862	0.580247	0.815504	0.759744	0.733695	0.797729	0.770002	0.778014	0.800478
chr18_23239800_23240750	0.755487	0.814119	0.557932	0.819457	0.791438	0.777497	0.728869	0.703542	0.713695	0.703385	0.471087	0.636784	0.844874	0.466663	0.694149	0.841758	0.662258	0.921387	0.935045	0.728966	0.854788	0.943245	0.944367	0.947799	0.769285	0.788632	0.787154	0.922688	NAN	0.930476	0.922580	0.745470	0.897986	0.706090	0.807639	0.844211	0.666683	0.687630	0.551424	0.605002	0.716841	0.822588	0.748245	0.585984	0.936496	0.863052	0.674133	0.799530	0.635452	0.753763	0.727929	0.697291	0.689962	0.734424
chr18_23267250_23267700	0.108242	0.145240	0.258379	0.101515	0.140254	0.141134	0.183581	0.022352	0.032835	0.002778	0.027108	0.069003	0.047667	0.022866	0.015310	0.033249	0.021600	0.659709	0.683208	0.414789	0.339712	0.541920	0.778194	0.710163	0.475840	0.462928	0.441751	0.556242	0.574435	0.805317	0.744839	0.478982	0.560038	0.517310	0.458049	0.349744	0.512352	0.524274	0.401928	0.556396	0.479865	0.114727	0.077258	0.095207	0.463646	0.064963	0.043397	0.128065	0.433332	0.464216	0.522848	0.457873	0.635893	0.404318
chr18_44791650_44792000	0.024242	0.056891	0.132637	0.077646	0.092923	0.030418	0.000000	0.026620	0.000000	0.000000	0.000000	0.067903	0.027132	0.013611	0.016204	0.068066	0.043293	0.948900	0.900530	0.875447	0.911675	0.916690	0.952046	0.926054	0.851664	0.824779	0.895751	0.882236	NAN	0.944450	0.936668	0.834148	0.942078	0.843447	0.814238	0.896977	0.820158	0.808815	0.799166	0.705048	0.610850	0.049064	0.020216	0.176820	0.908876	0.098301	0.181736	0.228779	0.655490	0.927885	0.780507	0.804871	0.858866	0.819915
chr18_50308350_50308450	0.041667	0.000000	0.022222	0.000000	-0.000000	-0.000000	0.000000	0.105263	0.052632	0.173913	0.000000	0.064516	-0.000000	0.000000	0.000000	-0.000000	0.137931	0.690476	0.552239	0.179487	0.494949	0.465753	0.576577	0.798246	0.391753	0.162500	0.173333	0.419355	NAN	0.475410	0.585366	0.360544	0.431193	0.196721	0.121212	0.491935	0.500000	0.298507	0.406593	0.369565	0.222222	0.094340	0.034483	0.018519	0.348837	0.140000	0.000000	0.000000	0.210526	0.250000	0.533333	0.484375	0.425000	0.200000
chr18_51138050_51139450	0.261065	0.132243	0.145745	0.148193	0.151104	0.153400	0.078977	0.209373	0.095639	0.134952	0.095149	0.121695	0.193026	0.080906	0.083132	0.166187	0.098531	0.922453	0.924221	0.624180	0.665249	0.943588	0.959168	0.952355	0.686050	0.533577	0.605244	0.892285	0.766349	0.960940	0.952213	0.723764	0.939151	0.593552	0.569958	0.673136	0.690004	0.751966	0.656038	0.682666	0.754203	0.118275	0.184499	0.215527	0.917768	0.197615	0.133640	0.188182	0.625729	0.697647	0.776919	0.619252	0.670077	0.485866
chr18_51159350_51160000	0.916581	0.735000	0.159190	0.881383	0.811128	0.789416	0.604240	0.560462	0.545253	0.556709	0.630245	0.764288	0.750949	0.555556	0.216190	0.858974	0.679233	0.802921	0.882739	0.926134	0.944556	0.951408	0.880310	0.880465	0.887434	0.884594	0.919975	0.948999	NAN	0.861140	0.879792	0.888945	0.900237	0.906835	0.867428	0.940968	0.904212	0.912545	0.853084	0.803899	0.848276	0.318850	0.476738	0.747915	0.916093	0.763493	0.419732	0.698632	0.885272	0.899343	0.868757	0.857250	0.933894	0.854154
chr18_51160150_51160300	0.343472	0.267857	0.035088	0.621693	0.486111	0.628007	0.207672	0.000000	0.028485	0.030303	0.000000	0.061905	0.318345	0.000000	0.000000	0.396902	0.047619	-0.000000	0.000000	NAN	0.500000	NAN	0.016667	0.040441	0.136905	0.628572	NAN	NAN	NAN	0.000000	0.000000	0.171717	0.000000	0.422751	0.513681	0.368212	0.375757	0.113027	-0.000000	0.276190	NAN	0.043860	0.056505	0.151464	0.098679	-0.000000	0.137824	0.591407	0.108351	0.205013	0.231647	0.252891	0.256757	0.554018
chr18_54229500_54230050	0.017385	0.009028	0.047767	0.011085	0.023889	0.005208	0.002165	0.015253	0.008570	0.010379	0.000000	0.027825	-0.000000	0.022523	0.003704	-0.000000	0.009524	0.931088	0.926438	0.578537	0.679242	0.948967	0.936922	0.931901	0.557884	0.543383	0.573755	0.866503	1.000000	0.972538	0.939364	0.635031	0.906399	0.591651	0.531759	0.622396	0.684951	0.543832	0.588773	0.455916	0.823153	0.011224	0.028986	0.120997	0.904281	0.014998	0.079664	0.028804	0.654394	0.521594	0.718050	0.536194	0.577721	0.440707
chr18_55065900_55066450	0.726961	0.638796	0.255845	0.694425	0.711842	0.684100	0.759365	0.415422	0.512153	0.412338	0.260766	0.505037	0.619844	0.604342	0.159091	0.042120	0.537500	0.942466	0.970855	0.879342	0.919447	0.956868	0.975466	0.942442	0.879638	0.836005	0.929672	0.947542	1.000000	0.956912	0.937391	0.928431	0.930654	0.889696	0.827849	0.904963	0.934244	0.928253	0.806806	0.878180	0.715205	0.475428	0.217638	0.469551	0.964138	0.357041	0.355483	0.625222	0.876037	0.901453	0.928565	0.943485	0.930401	0.850934
chr18_55067850_55068300	0.750000	0.622222	0.085227	0.290000	0.299043	0.254010	0.751516	0.068182	0.062271	0.080515	0.200000	0.172949	0.571429	0.908334	0.325000	0.872381	0.037037	0.935489	0.980963	0.932522	0.946198	0.941667	0.958317	0.958848	0.905903	0.851636	0.852288	0.967034	NAN	0.978675	0.962434	0.906672	0.950304	0.871049	0.857220	0.926490	0.929796	0.870901	0.832350	0.808625	0.832290	0.239131	0.171247	0.105000	0.953704	0.529412	0.411348	0.296946	0.886040	0.869048	0.872291	0.937963	0.858975	0.843750
chr18_55079000_55079600	0.794668	0.866064	0.514472	0.792655	0.743070	0.735802	0.691954	0.692107	0.731467	0.716498	0.718752	0.753471	0.603823	0.806696	0.617197	0.919799	0.716537	0.928002	0.931418	0.784426	0.890326	0.920562	0.930818	0.940590	0.854399	0.629844	0.840524	0.908772	1.000000	0.908234	0.918405	0.867501	0.928936	0.773909	0.755692	0.912858	0.859409	0.869162	0.859432	0.781663	0.806718	0.768914	0.740031	0.847394	0.927551	0.821498	0.712986	0.808935	0.836228	0.851423	0.856012	0.834992	0.870667	0.781393
chr18_55080000_55080300	0.984848	0.937037	0.780291	0.789975	0.815507	0.801789	0.943181	0.855953	0.871789	0.883680	0.930108	0.882547	0.955777	0.876858	0.658175	0.971781	0.703154	0.901293	0.895707	0.837761	0.936608	0.931360	0.918937	0.877241	0.870534	0.605484	0.876356	0.929573	NAN	0.894589	0.879123	0.823991	0.954134	0.753991	0.751253	0.926402	0.893058	0.809979	0.857946	0.754266	0.808881	0.909506	0.634829	0.849031	0.928492	0.897637	0.926539	0.918640	0.883188	0.852610	0.868631	0.876671	0.917965	0.899821
chr18_55086600_55087050	0.013889	0.000000	0.064250	0.000000	-0.000000	0.020000	0.011905	0.000000	0.038851	0.000000	0.011905	0.063458	-0.000000	0.000000	0.000000	-0.000000	0.000000	0.856552	0.760317	0.518056	0.502069	0.826687	0.954185	0.898644	0.416045	0.571368	0.410606	0.484763	1.000000	0.805486	0.796331	0.488815	0.817515	0.592331	0.490321	0.446185	0.399790	0.416832	0.311052	0.343536	0.751984	0.044765	0.084829	0.146153	0.730159	0.030955	0.123106	0.065499	0.275436	0.321429	0.545982	0.434381	0.582553	0.484724
chr18_55091450_55092450	0.583005	0.536423	0.147016	0.306592	0.371003	0.314113	0.600488	0.108290	0.149380	0.170250	0.611830	0.375846	0.396981	0.639184	0.432211	0.414591	0.211861	0.916731	0.914489	0.606529	0.717019	0.960196	0.895681	0.871879	0.836755	0.562815	0.862523	0.817225	0.925926	0.844343	0.832834	0.716236	0.946768	0.808438	0.703764	0.772273	0.808035	0.788716	0.889730	0.856805	0.751892	0.231514	0.278260	0.446063	0.774009	0.388060	0.622231	0.396123	0.712118	0.817159	0.735160	0.831106	0.861388	0.722325
chr18_55093650_55093950	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
chr18_55096100_55098550	0.472793	0.397846	0.363326	0.470096	0.444052	0.474082	0.449651	0.298865	0.299891	0.287745	0.294843	0.317508	0.404362	0.371533	0.312443	0.417856	0.315920	0.761801	0.781767	0.696625	0.711078	0.732453	0.778834	0.789237	0.738698	0.627788	0.724240	0.790453	1.000000	0.765741	0.781002	0.750470	0.757093	0.729152	0.677644	0.774866	0.743810	0.727562	0.774502	0.733307	0.659452	0.314905	0.346202	0.478989	0.787185	0.491723	0.460971	0.461075	0.758783	0.707199	0.767990	0.718678	0.769223	0.702583
chr18_55100000_55100800	0.529941	0.539298	0.115623	0.324935	0.314990	0.302017	0.812875	0.175922	0.124546	0.144103	0.147436	0.418728	0.849477	0.215020	0.143507	0.520089	0.058491	0.913424	0.956766	0.845304	0.927912	0.954023	0.911822	0.942769	0.873047	0.727742	0.873288	0.922756	0.962963	0.933814	0.935819	0.885504	0.922425	0.807999	0.836634	0.910047	0.863909	0.908431	0.907130	0.829782	0.857263	0.595877	0.227309	0.271982	0.975837	0.451638	0.547109	0.280103	0.862169	0.878451	0.902795	0.877454	0.874895	0.856920
chr18_55101050_55104050	0.275436	0.122395	0.070595	0.205370	0.211713	0.196296	0.231335	0.142386	0.106663	0.107476	0.086145	0.173321	0.236509	0.203426	0.134454	0.201995	0.157929	0.923515	0.870506	0.708589	0.685942	0.849394	0.896312	0.913450	0.784321	0.673540	0.776448	0.831574	0.614286	0.867435	0.889453	0.772075	0.829061	0.730604	0.738704	0.715491	0.826276	0.796987	0.807300	0.752514	0.755296	0.279350	0.138913	0.224795	0.852942	0.255636	0.239518	0.282261	0.706743	0.771625	0.746169	0.765865	0.788104	0.735030
chr18_55104250_55105550	0.428389	0.596150	0.743069	0.800676	0.817441	0.816076	0.887827	0.360426	0.328233	0.349535	0.698199	0.632734	0.786532	0.654905	0.585752	0.791225	0.771686	0.908968	0.969159	0.858786	0.859190	0.969145	0.982232	0.899966	0.906125	0.675063	0.761827	0.954286	0.888889	0.967778	0.943497	0.782095	0.918240	0.701809	0.766039	0.890324	0.840028	0.858878	0.831770	0.790417	0.843845	0.840775	0.363348	0.412178	0.954094	0.864870	0.790850	0.630082	0.811185	0.838274	0.797665	0.820423	0.806030	0.796839
chr18_55106650_55107000	-0.000000	0.000000	0.101449	0.000000	-0.000000	-0.000000	0.065217	0.140351	0.015625	0.000000	0.000000	0.017857	-0.000000	0.017241	0.000000	0.012346	0.000000	0.966667	1.000000	0.777778	0.724138	0.952381	1.000000	1.000000	0.862069	0.666667	0.750000	1.000000	NAN	0.985294	0.948718	0.857143	0.962264	0.750000	0.666667	0.645833	0.937500	0.833333	0.840000	0.818182	0.818182	0.407407	0.037037	0.189655	0.944444	0.060000	0.288889	0.050848	0.661290	0.741935	0.855263	0.909091	0.882353	0.701299
chr18_55122550_55122900	0.855082	0.906349	0.920238	0.906735	0.915556	0.939576	0.847552	0.844697	0.849359	0.802174	0.890517	0.941622	0.975330	0.746154	0.764706	0.968060	0.775599	0.935078	0.965517	0.830631	0.982143	0.982456	0.939394	0.959877	0.937500	0.871008	0.976744	0.982758	1.000000	0.963636	0.937399	0.937879	0.973118	0.954259	0.908552	0.979327	0.976190	0.957925	0.935540	0.951515	0.810967	0.932245	0.948585	0.772589	0.963942	0.975750	0.945397	0.945756	0.933489	0.927158	0.858586	0.926587	0.925354	0.919847
chr18_55136250_55136550	-0.000000	0.035304	0.072278	0.050101	-0.000000	0.008130	0.000000	0.061022	0.049048	0.010101	0.000000	0.023810	-0.000000	0.000000	0.000000	0.022321	0.051282	0.858699	0.869214	0.423398	0.398592	0.916936	0.972892	0.949153	0.646346	0.251462	0.454156	0.897293	0.666667	0.866469	0.894324	0.671752	0.876451	0.463816	0.298440	0.451545	0.563976	0.666738	0.618290	0.551933	0.892384	0.058141	0.000000	0.131059	0.846525	0.152146	0.031902	0.102764	0.620768	0.643896	0.649080	0.536796	0.623604	0.512820
chr18_55242300_55242750	0.773673	0.680093	0.626048	0.651638	0.681469	0.665919	0.539227	0.635065	0.620502	0.652752	0.621701	0.718247	0.703017	0.725473	0.606212	0.542457	0.517353	0.995370	0.972883	0.922356	0.914254	0.975707	0.965485	0.978619	0.931461	0.926254	0.907634	0.953556	1.000000	0.968890	0.966229	0.936603	0.877311	0.863620	0.910539	0.909312	0.950450	0.950444	0.928816	0.891068	0.794071	0.537366	0.622573	0.699276	0.944237	0.723050	0.704423	0.768615	0.881640	0.885285	0.926965	0.950319	0.898588	0.905795
chr18_55284150_55284500	0.925587	0.912752	0.706395	0.887610	0.899313	0.779722	0.784694	0.811258	0.858961	0.834575	0.833132	0.866905	0.784275	0.978375	0.879359	0.810451	0.687454	0.940350	0.940467	0.939922	0.928425	0.983453	0.983037	0.963952	0.953167	0.921811	0.958532	0.915221	1.000000	0.962955	0.942736	0.931964	0.933403	0.920387	0.945679	0.950170	0.948950	0.959291	0.970850	0.899445	0.640969	0.790867	0.882739	0.910537	0.963589	0.831774	0.919031	0.708074	0.928782	0.867255	0.982828	0.930566	0.928040	0.947583
chr18_55298850_55299350	0.234262	0.193030	0.232286	0.263659	0.291771	0.247934	0.484856	0.118564	0.150408	0.139368	0.419357	0.505190	0.142233	0.466437	0.048843	0.249248	0.197490	0.967654	0.900323	0.560099	0.655524	0.929960	0.985931	0.963357	0.681821	0.387074	0.536042	0.928571	NAN	0.967067	0.957658	0.531352	0.799401	0.484704	0.380286	0.684935	0.608390	0.588785	0.641759	0.532745	0.640510	0.452834	0.407264	0.270175	0.921162	0.592702	0.320754	0.207984	0.600369	0.631483	0.631980	0.606492	0.655619	0.417583
chr18_55339850_55340150	0.787879	0.728388	0.147366	0.630345	0.659559	0.706044	0.738889	0.541667	0.313283	0.322051	0.333333	0.911655	0.713828	0.477053	0.263889	0.911206	0.333333	0.895991	0.862699	0.849057	0.852499	0.883612	0.927583	0.881462	0.750660	0.767786	0.759383	0.932580	1.000000	0.921764	0.953110	0.634597	0.930916	0.824318	0.738997	0.919092	0.799003	0.750260	0.771745	0.798904	0.842947	0.474206	0.552778	0.874840	0.908065	0.948770	0.865541	0.507977	0.728036	0.837753	0.741570	0.726648	0.729746	0.748713
chr18_55383950_55384650	0.514732	0.019189	0.138194	0.232559	0.281151	0.203215	0.453731	0.097070	0.030093	0.073333	0.044643	0.188219	0.190840	0.251863	0.000000	0.031746	0.000000	0.782630	0.773569	0.648475	0.598185	0.746642	0.962602	0.935738	0.628562	0.608095	0.596102	0.768564	1.000000	0.962629	0.915083	0.661062	0.736995	0.646627	0.564305	0.572649	0.647598	0.646075	0.604175	0.624999	0.603701	0.151517	0.065187	0.357566	0.749018	0.424993	0.095581	0.150958	0.646822	0.654618	0.664791	0.656891	0.702641	0.640932
chr18_55385400_55386000	0.958808	0.882576	0.921501	0.931420	0.954989	0.959480	0.805092	0.838955	0.846672	0.757459	0.831503	0.847107	0.871765	0.783272	0.759797	0.680486	0.699823	0.934561	0.966503	0.914370	0.919564	0.932266	0.928980	0.922124	0.939198	0.915782	0.903396	0.965716	NAN	0.966835	0.966972	0.937090	0.933875	0.900212	0.892656	0.884771	0.949142	0.915442	0.909500	0.900195	0.714674	0.833351	0.942798	0.935922	0.926892	0.911933	0.840449	0.698623	0.965124	0.959663	0.922631	0.882315	0.936963	0.944547
