A.ID	CLL_25.bed.combine.5mC.CpG.NA_id.methValue	CLL_26.bed.combine.5mC.CpG.NA_id.methValue	CLL_27.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.large.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.small.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.large.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.small.bed.combine.5mC.CpG.NA_id.methValue	CLL_4.bed.combine.5mC.CpG.NA_id.methValue	CLL_5.bed.combine.5mC.CpG.NA_id.methValue	CLL_6.bed.combine.5mC.CpG.NA_id.methValue	CLL_94.bed.combine.5mC.CpG.NA_id.methValue	CLL_95.bed.combine.5mC.CpG.NA_id.methValue	CLL_96.bed.combine.5mC.CpG.NA_id.methValue	CLL_97.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001095766:NBC.1:C003K9.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001095769:NBC.2:C0068L.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096889:csMBC.2:C003JB.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096891:MBC.3:C003N3.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096949:NBC.3:S001JP.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170519:HMPC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170520:PreBC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170521:GCBC.1:T11_8.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170522:PBC.1:MO7071.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001220205:csMBC.1:S004P1.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001220214:NBC.4:S00DM8.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266052:HMPC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266053:PreBC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266054:GCBC.2:T14_10.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266055:NBC.5:NC11_41.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266056:csMBC.3:NC11_41.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266057:PBC.2:V156.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001280907:MBC.1:S017RE.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282097:GCBC.3:T14_11.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282098:PBC.3:T14_10.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282099:PBC.4:T12_20.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282100:PBC.5:T13_1.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343490:CLL.182:182CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343492:CLL.12:12CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343494:CLL.110:110CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001356805:NBC.7:NC15_72.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001358479:CLL.1525:1525CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001358480:CLL.1532:1532CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001401801:CLL.1228:1228CLL.bed.combine.5mC.CpG.NA_id.methValue	GCBC_129.bed.combine.5mC.CpG.NA_id.methValue	GCBC_134.bed.combine.5mC.CpG.NA_id.methValue	GCBC_135.bed.combine.5mC.CpG.NA_id.methValue	GCBC_136.bed.combine.5mC.CpG.NA_id.methValue	GCBC_137.bed.combine.5mC.CpG.NA_id.methValue	GCBC_138.bed.combine.5mC.CpG.NA_id.methValue
22:28680229:28680231	0.0357143	0.1	0.0294118	0.0645161	0	0.108108	0.05	0	0	0	0.0232558	0.0333333	0.117647	0	0	0	0	0	0	0	0.0273973	0	0.0442478	0	0.0421053	0	0.0105263	0	0.0212766	0.00675676	0.016129	0.027027	0.0277778	0.0357143	0.0114943	0	0.0103093	0.0384615	0	0	0.0212766	0.0363636	0.222222	0	0.0571429	0.0571429	0	0	0	0.025641	0
22:35334484:35334486	0	0	0.0714286	0	0	0	0	0	0	0	0.0833333	0	0	0	0	0	0.910891	0.931507	0.308511	0.429379	0.908163	0.913669	0.873333	0.363057	0.333333	0.342105	0.72	0.886076	0.894737	0.243421	0.908397	0.424242	0.306931	0.263473	0.314286	0.188235	0.258333	0.0897436	0	0	0.0377358	0.862069	0.047619	0	0.0952381	0.25	0.272727	0.176471	0.0666667	0.0769231	0.125
22:35334565:35334567	0	0.1	0.15	0.1	0.363636	0.263158	0.285714	0	0	0	0.142857	0	0	0	0.4	0	0.988636	1	0.952381	0.958333	0.974359	0.963235	0.975207	0.88785	0.946667	0.956989	0.966667	0.992481	0.961832	0.965278	0.991379	0.846847	0.966667	0.952381	0.958904	0.9375	0.923913	0.854839	0.027027	0	0.212766	0.964286	0.585366	0.08	0.0222222	0.875	1	0.970588	0.884615	1	0.903226
22:35334834:35334836	0	0	0.0714286	0.0625	0.125	0.1875	0	0	0	0	0	0	0	0	0	0	0.782609	0.774194	0.8	0.85	0.944444	0.941176	0.684211	0.783784	0.707317	0.833333	0.833333	0.962963	0.764706	0.666667	0.87234	0.931034	0.837209	0.844444	0.64	0.692308	0.709677	0.725	0.0263158	0	0.117647	0.724138	0.447368	0.0222222	0.0285714	0.6	0.5625	0.791667	0.809524	0.555556	0.761905
22:35335499:35335501	0	0	0	0	0.454545	0.0833333	0.142857	0.0625	0	0	0	0	0	0	0	0	0.873239	0.756757	0.438095	0.671233	0.776119	0.909836	0.798077	0.45045	0.372093	0.536082	0.722892	0.912752	0.762963	0.509615	0.842105	0.23301	0.602564	0.63	0.521739	0.467742	0.443182	0.428571	0.0263158	0.0652174	0.0851064	0.818182	0.53125	0.0454545	0.03125	0.5625	0.222222	0.714286	0.55	0.521739	0.452381
22:35342357:35342359	0.166667	0.636364	0.272727	0.388889	0.5	0.478261	0	0	0	0.0909091	0.0857143	0.518519	0.7	0	0.333333	0	0.97561	0.953488	0.8125	0.868421	0.972222	0.958333	0.9375	0.863636	0.904762	0.780488	0.979592	1	0.959596	0.831461	0.95122	0.851852	0.938776	0.83871	0.870968	0.875	0.753425	0.818182	0	0.222222	0.111111	0.966667	0.5	0.137931	0.291667	0.807692	0.857143	0.92	0.941176	0.772727	0.814815
22:35342377:35342379	0.75	0.727273	0.176471	0.466667	0.5	0.666667	0.1	0	0.166667	0	0.0882353	0.862069	0.428571	0.25	0.5	0	0.974359	1	0.935484	0.942857	0.942857	0.95082	0.948718	0.822581	0.983051	0.952381	0.977778	0.951807	0.961538	0.904762	0.940299	0.915663	0.97561	0.946429	0.961538	0.846154	0.923077	0.948718	0.0930233	0.358974	0.275	0.882353	0.941176	0.220339	0.12	0.75	0.909091	0.961538	1	0.842105	0.909091
22:35343197:35343199	0.310345	0.130435	0.0416667	0.344828	0.37931	0.212121	0.16	0.153846	0.130435	0.0384615	0.208333	0	0.0882353	0.0625	0.333333	0.0227273	0.9	1	0.881579	0.902174	0.916667	0.975904	0.88	0.833333	0.880952	0.928571	0.938144	0.935484	0.90625	0.897059	0.925926	0.966102	0.871795	0.863636	0.886792	0.9	0.830508	0.875	0.0909091	0.0625	0.235294	1	0.25	0.047619	0.315789	0.821429	0.833333	0.893617	0.871795	0.878049	0.931034
22:35345086:35345088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.702128	0.873016	0.111111	0.0606061	0.469388	0.922414	0.867925	0.110092	0.0238095	0.0819672	0.137931	0.92	0.930435	0.283333	0.515789	0.00613497	0.0462963	0	0.172043	0.0547945	0.103896	0.0434783	0	0.027027	0.0892857	0.361702	0.0208333	0.0588235	0.0571429	0.047619	0.0769231	0	0.0571429	0.0882353	0.119048
22:35345112:35345114	0	0	0	0	0	0	0	0	0	0	0.047619	0	0	0	0	0	0.859649	0.966667	0.616162	0.435294	0.881356	0.938596	0.945946	0.466667	0.0875	0.485714	0.552239	0.968	0.901786	0.754386	0.769231	0.157233	0.140187	0.395604	0.659341	0.58209	0.578947	0.688312	0	0.102564	0.301887	0.744681	0.0212766	0.0487805	0.0526316	0.473684	0	0.533333	0.482759	0.2	0.318182
22:35347636:35347638	0.461538	0.25	0.0769231	0.428571	0.444444	0.833333	0	0	0	0	0.416667	0	0	0	0	1	0.931034	0.924528	0.725	0.905882	0.981481	0.951807	0.930693	0.847458	0.575758	0.790323	0.8	0.951923	0.910891	0.742857	0.916667	0.559524	0.625	0.804348	0.833333	0.9375	0.9	0.780488	0.047619	0.0606061	0.135135	0.897436	0.8	0.0769231	0.272727	0.7	1	0.73913	0.515152	0.848485	0.631579
22:35363008:35363010	0.047619	0	0.04	0.142857	0.105263	0.34375	0.0714286	0	0	0	0	0	0	0	0	0	0.84507	0.742857	0.297521	0.108333	0.903614	0.948905	0.932886	0.424242	0.426829	0.258427	0.75	0.95092	0.852564	0.242188	0.75	0.382353	0.295082	0.2	0.387755	0.316456	0.336957	0.355932	0.0212766	0	0.122449	0.861111	0.3125	0.0606061	0.0208333	0.216216	0.185185	0.344828	0.236842	0.454545	0.265306
22:35393287:35393289	0.333333	0	0.157895	0.466667	0.588235	0.48	0.0555556	0.0769231	0	0.181818	0.147059	0.357143	0	0	0.2	0	0.93617	0.933333	0.798851	0.822222	0.9	0.896552	0.956522	0.837662	0.89011	0.831776	0.9375	0.964497	0.927007	0.852941	0.977273	0.861635	0.697917	0.804196	0.840278	0.952381	0.880734	0.824742	0.244898	0.173913	0.157895	0.961538	0.511628	0.0512821	0.203704	0.689655	0.9	0.880952	0.769231	0.861111	0.744681
22:35393385:35393387	0.5625	0.857143	0.34375	0.636364	0.590909	0.642857	0.08	0.115385	0.166667	0.142857	0.236842	0.869565	0.222222	0.454545	0.625	0.555556	0.893204	0.962963	0.846715	0.87069	0.936709	0.942308	0.931034	0.890323	0.822034	0.880342	0.927083	0.942623	0.935897	0.944882	0.934426	0.864	0.873239	0.9	0.910448	0.854839	0.873563	0.865854	0.266667	0.642857	0.684211	0.962963	0.837838	0.375	0.419355	0.714286	1	0.814815	0.916667	0.8	0.702128
22:35393427:35393429	0.176471	1	0.194444	0.571429	0.823529	0.521739	0.26087	0.227273	0	0	0.0967742	0.631579	0.857143	0.333333	0.625	0.3	0.902778	0.795455	0.901639	0.933962	0.960526	0.962963	0.940678	0.901639	0.931818	0.978022	0.975904	0.962264	0.955224	0.89899	0.927835	0.925234	0.971014	0.968421	0.931034	0.954545	0.915663	0.944444	0.21875	0.702703	0.939394	0.911111	0.939394	0.125	0.613636	0.75	1	0.961538	0.92	0.972222	0.72093
22:35394578:35394580	0	0	0	0	0	0.0434783	0	0	0	0	0	0	0	0	0	0	0.902439	0.848485	0.162791	0.294118	0.794118	1	0.94186	0.20339	0.119403	0.0634921	0.6	0.959459	0.960526	0.119048	0.659574	0.112676	0.0833333	0.0754717	0.157895	0.292683	0.0754717	0.0689655	0	0.0483871	0.0652174	0.777778	0	0.0555556	0.103448	0.172414	0.25	0.153846	0.15625	0.108108	0.0701754
22:35397803:35397805	0.157895	0	0.0952381	0	0.0416667	0	0	0	0	0	0	0	0	0	0.0740741	0	0.907407	0.875	0.227273	0.208955	0.846154	0.87931	0.959596	0.206522	0.283951	0.188679	0.612903	0.900826	0.922481	0.362205	0.882353	0.328125	0.288288	0.236559	0.290698	0.415385	0.271429	0.38806	0	0.0263158	0.0540541	0.882353	0.030303	0.0294118	0.0322581	0.177778	0.6	0.409091	0.264706	0.313433	0.191489
22:35397872:35397874	0.24	0.391304	0.129032	0.0555556	0.103448	0	0.0357143	0	0	0	0	0	0	0	0	0.027027	0.98	0.965517	0.52809	0.375	0.930233	0.948052	0.939024	0.512195	0.519231	0.590164	0.850746	0.980198	0.96	0.644444	0.898305	0.650602	0.341176	0.434211	0.6875	0.829787	0.728814	0.725	0.04	0.0882353	0.102564	0.928571	0.0810811	0.0714286	0.030303	0.408163	0.791667	0.733333	0.470588	0.583333	0.382353
22:35398036:35398038	0.777778	0.6	0.2	0	0	0	0	0.0833333	0	0.722222	0.0952381	0.7	0.037037	0	0	0	0.853659	0.973333	0.951456	0.909091	0.923077	0.959184	0.965217	0.875	0.705128	0.961538	1	0.957265	0.95122	0.930435	0.955556	0.826087	0.789474	0.971429	0.90625	0.965517	0.797297	0.969231	0	0.0212766	0.744186	0.945946	0.71875	0.0857143	0.0512821	0.913043	0.921053	0.73913	0.903226	0.96	0.783784
22:35398053:35398055	0.9	0.714286	0.153846	0	0.142857	0	0	0.0909091	0	0.619048	0.269231	0.695652	0.0357143	0.0434783	0.3125	0	0.976471	0.941176	0.9	0.819444	0.970149	0.95614	0.95082	0.88	0.776596	0.910112	0.985507	0.938462	0.955882	0.977444	0.95098	0.824	0.674419	0.860759	0.913043	0.915493	0.928571	0.935897	0	0.230769	0.88	0.955556	0.914286	0.0930233	0.0434783	0.791667	0.925	1	0.864865	0.956522	0.880952
22:35398095:35398097	0.769231	0.777778	0.142857	0.142857	0	0.166667	0	0	0	0.631579	0.285714	0.714286	0.0434783	0	0.0909091	0.0769231	0.923077	0.986486	0.788889	0.629032	0.935484	0.963636	0.973913	0.75	0.676471	0.772727	0.909091	0.963303	0.98374	0.8	0.956522	0.830357	0.662791	0.794118	0.698413	0.736842	0.694444	0.776471	0.097561	0.0185185	0.891892	0.945946	0.903226	0.104167	0.297297	0.76	0.907407	0.807692	0.583333	0.621622	0.563636
22:35398107:35398109	0.818182	0.583333	0.0666667	0	0	0.0526316	0	0	0	0.533333	0.130435	0.714286	0.272727	0	0.0909091	0.0666667	0.948718	0.972603	0.727273	0.757576	0.966667	0.941667	0.958678	0.65	0.743363	0.707692	0.822222	0.970874	0.952	0.793893	0.912088	0.764706	0.625	0.738462	0.692308	0.702703	0.824324	0.802469	0.1	0.08	0.657895	0.897436	0.878788	0.0833333	0.135135	0.521739	0.925926	0.714286	0.571429	0.710526	0.709091
22:35398111:35398113	1	0.923077	0	0	0	0.1	0	0	0	0.4	0.125	0.8	0.35	0	0.272727	0	0.918919	0.959459	0.703704	0.681159	0.967213	0.975806	0.95122	0.743802	0.583333	0.720588	0.95	0.961165	0.928	0.788321	0.928571	0.625	0.556701	0.666667	0.757576	0.780822	0.818182	0.813953	0.0952381	0.037037	0.868421	0.945946	0.971429	0.0833333	0.388889	0.538462	0.890909	0.866667	0.642857	0.702703	0.660377
22:35447914:35447916	0.375	0	0.0333333	0.25	0.333333	0.28	0	0	0.105263	0	0	0.428571	0	0	0.0833333	0	0.441176	0.52	0.417722	0.485294	0.446429	0.2	0.418367	0.32	0.218182	0.3875	0.560976	0.438356	0.615385	0.446429	0.519481	0.493333	0.241379	0.45	0.478261	0.333333	0.380952	0.395833	0.075	0.025641	0.387755	0.26087	0.222222	0	0	0.473684	0.375	0.32	0.357143	0.321429	0.292308
22:35447932:35447934	0.133333	0	0.0555556	0.0625	0	0	0	0	0	0	0.0833333	0.115385	0	0	0.0833333	0	0.470588	0.58	0.333333	0.283582	0.538462	0.27381	0.474747	0.298701	0.185185	0.358974	0.418182	0.552632	0.625	0.491803	0.433735	0.454545	0.230769	0.392857	0.447368	0.338983	0.439394	0.351852	0.1	0.0425532	0.18	0.44	0.05	0	0.0833333	0.444444	0.5	0.333333	0.333333	0.391304	0.183333
22:35448016:35448018	0.4	0	0	0	0	0.0666667	0	0.0714286	0	0	0	0	0	0	0	0	0.571429	0.742857	0.178571	0.166667	0.766667	0.491803	0.680556	0.295082	0.0925926	0.16	0.531915	0.656716	0.777778	0.339623	0.649123	0.233333	0.027027	0.235294	0.218182	0.217391	0.368421	0.645161	0.0909091	0	0.0869565	0.444444	0.0652174	0	0	0.413793	0.333333	0.1875	0.222222	0.4375	0.173913
22:35448071:35448073	0.533333	0	0	0	0	0	0	0.0833333	0	0	0	0	0.0833333	0	0	0	0.458333	0.5	0.172414	0.259259	0.590909	0.304348	0.565217	0.244444	0.03125	0.0333333	0.434783	0.255814	0.447761	0.226415	0.456522	0.181818	0.025641	0.309524	0.264706	0.27907	0.363636	0.32	0	0.0652174	0.125	0.323529	0.0540541	0	0	0.227273	0.407407	0.2	0.176471	0.24	0.454545
22:35448112:35448114	0.470588	0	0	0	0	0.147059	0	0.0588235	0	0	0.0526316	0.0909091	0	0	0.166667	0	0.444444	0.294118	0.285714	0.375	0.714286	0.272727	0.454545	0.340909	0.0821918	0.277778	0.666667	0.277778	0.581818	0.33871	0.34	0.290909	0.0701754	0.341463	0.285714	0.395833	0.40625	0.371429	0.0344828	0.0322581	0.0862069	0.296296	0.0434783	0	0	0.333333	0.333333	0.243902	0.217391	0.482759	0.333333
22:35448158:35448160	0.5	0	0	0	0	0	0	0.0588235	0	0	0.0526316	0	0	0	0	0	0.428571	0.516129	0.190476	0.1875	0.473684	0.541667	0.488372	0.316667	0.0952381	0.0769231	0.428571	0.378378	0.463415	0.168675	0.37037	0.2	0.0277778	0.341463	0.28	0.267857	0.390244	0.204082	0	0.0172414	0.0701754	0.319149	0	0.0508475	0.05	0.428571	0.314286	0.128205	0.233333	0.40625	0.24
22:35448218:35448220	0.823529	0.428571	0	0.0344828	0.0714286	0.1	0.2	0.05	0.181818	0	0.0740741	0.210526	0.0909091	0	0	0	0.8	0.851064	0.59322	0.625	0.833333	0.675325	0.75	0.663043	0.222222	0.666667	0.877551	0.586957	0.682171	0.676768	0.863636	0.531646	0.294118	0.746479	0.707865	0.654545	0.775862	0.472727	0	0.0625	0.408163	0.842105	0.382353	0.0175439	0.125	0.888889	0.606061	0.621622	0.689655	0.757576	0.633333
22:35448242:35448244	0.944444	0.4	0.0555556	0.62963	0.272727	0.638889	0.5	0.45	0.473684	0	0.04	0.6	0.0833333	0	0.0555556	0.0769231	0.833333	0.938776	0.887324	0.888889	0.863636	0.829545	0.819149	0.843137	0.65	0.95	0.875	0.685393	0.864	0.893805	0.876289	0.814815	0.68	0.848101	0.945652	0.966102	0.892308	0.881356	0	0.0588235	0.875	0.921053	0.764706	0.0172414	0.121951	0.823529	0.83871	0.666667	0.852941	0.916667	0.566667
22:35449352:35449354	0	0.428571	0.45	0.357143	0.6875	0.305556	0.142857	0.0952381	0.08	0	0.515152	0	1	0.5	0.473684	0.444444	0.0222222	0.513514	0.0153061	0	0	0.518987	0.507353	0	0.465649	0	0.445312	0.00704225	0	0	0.470149	0.496503	0.107692	0	0	0.0238095	0.866667	0.520833	0	0	0.44	0.305556	0.459459	0.359375	0.434783	0.961538	0	1	0.428571	0.294118	0.522727
22:36258648:36258650	0.846154	0.848485	0.27027	0.921053	0.849057	0.978261	0.37037	0.333333	0.324324	0.452381	0.15625	0.794118	0.25	0.0434783	0.690476	0.805556	0.980952	0.954545	0.93722	0.918367	0.978723	0.95625	0.981481	0.957895	0.8625	0.935484	0.976378	0.978947	0.949367	0.964539	0.92562	0.965517	0.980583	0.935961	0.946429	0.947368	0.922078	0.911392	0.0232558	0.65	0.675	0.971429	1	0.0350877	0.789474	1	1	0.820513	0.942308	0.911111	0.888889
22:36258667:36258669	0.866667	0.793103	0.0810811	0.780488	0.75	0.844444	0.241379	0.163265	0	0.473684	0.0322581	0.735294	0.0666667	0.0344828	0.522727	0.594595	0.841121	0.827586	0.844444	0.792208	0.778947	0.836364	0.880503	0.790816	0.710526	0.75817	0.809859	0.82	0.777027	0.765625	0.673077	0.8125	0.828283	0.790323	0.754237	0.526316	0.717949	0.712329	0	0.363636	0.487805	0.75	0.846154	0	0.377049	0.733333	0.758621	0.540541	0.769231	0.72	0.787234
22:36258881:36258883	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0.0434783	0	0	0.047619	0.080292	0.0116279	0.0277778	0.021978	0.0824742	0.0330579	0.0422535	0.021978	0.0652174	0.020202	0.10101	0.0416667	0.130952	0.0487805	0.0185185	0.016	0.0588235	0.0232558	0.0810811	0.031746	0	0	0	0.03125	0	0	0	0.142857	0.0454545	0	0.0606061	0.04	0.0833333
22:36258900:36258902	0	0.0454545	0	0	0	0.0344828	0	0	0	0	0	0	0	0	0	0	0.0634921	0	0.14876	0.0413793	0.0952381	0.01	0.0208333	0.0598291	0.0285714	0.0348837	0.117647	0.0714286	0.0693069	0.0416667	0.0470588	0.134146	0	0.025641	0.102941	0.0238095	0.19697	0.178571	0	0	0	0.0571429	0	0	0	0.0909091	0.185185	0.0357143	0.0606061	0.137255	0.333333
22:36259203:36259205	0.0526316	0.111111	0	0.4375	0.285714	0.372093	0.192308	0	0	0	0	0.0465116	0.037037	0	0.0625	0	0.516129	0.777778	0.75	0.692308	0.538462	0.419355	0.625	0.59375	0.075	0.764706	0.809524	0.714286	0.648148	0.53125	0.659574	0.561404	0.0909091	0.625	0.666667	0.358974	0.472222	0.288889	0.0434783	0.0857143	0.0384615	0.672727	0.0540541	0.0588235	0.0882353	0.4375	0.431818	0.525	0.625	0.880952	0.652174
22:36259386:36259388	1	0.166667	0	0.4	0.809524	0.521739	0.235294	0.181818	0.0625	0.181818	0.0344828	0.321429	0	0	0.166667	0.153846	0.5	0.357143	0.571429	0.5	0.285714	0.214286	0.259259	0.5	0.806452	0.611111	0.933333	0.0952381	0.0666667	0.52	0.6	0.894737	0.627907	0.826087	0.444444	0.473684	0.466667	0.666667	0.0232558	0.0588235	0.314286	0.486486	0.0857143	0	0	0.37931	0.73913	0.454545	0.5	0.558824	0.829787
22:36259466:36259468	0	0.333333	0	0.473684	0.565217	0.52381	0	0	0	0.529412	0	0	0	0	0.0526316	0	0	0.0555556	0.529412	0.489362	0	0	0	0	0.05	0.05	0.529412	0	0	0	0	0	0.0491803	0	0	0	0.473684	0	0	0	0.512821	0	0	0	0	0	0	0.0227273	0.0833333	0	0
22:37124683:37124685	0.125	0	0	0	0	0.0285714	0.0588235	0.0434783	0.0526316	0	0.0344828	0	0	0.0714286	0.461538	0	0.5	0.857143	0.5	0.8	0.9	0.694444	0.653846	0.681818	0.756098	0.6	0.833333	0.529412	0.666667	0.722222	0.828571	0.733333	0.783784	0.894737	0.666667	0.692308	0.777778	0.727273	0.027027	0.0526316	0.333333	0.806452	0.361111	0	0.0384615	0.4	0.913043	0.75	0.84375	0.804878	0.954545
22:37124854:37124856	0.75	1	0.941176	0.538462	0.666667	0.576923	0	0	0	0.52	0.52381	0.52	0.333333	0.5	1	0	0.447761	0.976744	0.516129	0.394118	0	0.506667	0.406977	0.951807	0.864865	0	0.515789	0	0	0.493827	0.528571	0.484375	0.578947	0.95082	0.611111	0.28	0.973333	0.557377	0	0.454545	1	0.961538	0.769231	0.967742	1	0.428571	1	0.333333	0.421053	0.444444	1
22:37124929:37124931	0	1	0.133333	0.666667	1	0.588235	0	0	0	0	0	0	0	0	0	0	0.722222	0	0	0	0	0	0	0.803279	0.681818	0	0.90625	0	0	0	0	0	0.52	0	0.744681	0	0.846154	0	0	0	0.64	0	0	0.571429	0.869565	0	0.9	0.2	0	0.583333	0.948718
22:37616342:37616344	0.142857	0	0.0384615	0	0	0	0	0	0	0.1	0.0555556	0	0	0	0	0	0.906977	0.857143	0.25	0.169014	0.851064	0.975	0.872549	0.333333	0.321429	0.176471	0.541667	0.990826	0.904255	0.378378	0.795181	0.341772	0.357895	0.105263	0.410959	0.527027	0.393939	0.553191	0	0	0.333333	0.75	0.025	0.0192308	0.047619	0.344828	0.307692	0.466667	0.464286	0.307692	0.28125
22:37616428:37616430	0	0	0.0454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0.973684	0.956522	0.366667	0.145631	0.847222	0.962264	0.943089	0.443478	0.336735	0.375	0.645833	0.943262	0.97561	0.55	0.86747	0.407407	0.424242	0.145631	0.580247	0.584416	0.553191	0.333333	0	0	0.196429	0.846154	0.0243902	0.0327869	0	0.375	0.307692	0.433333	0.615385	0.387097	0.3
22:37616440:37616442	0	0	0.0833333	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0.897436	0.895833	0.41573	0.137255	0.864198	0.897196	0.9	0.47619	0.427184	0.431034	0.8	0.971429	0.958333	0.544304	0.829545	0.443038	0.454545	0.130841	0.552632	0.549296	0.48913	0.569444	0.025	0	0.244898	0.863636	0.0238095	0.015873	0	0.454545	0.285714	0.5625	0.586207	0.4	0.4
22:37621032:37621034	0.888889	0.444444	0.466667	0.88	0.8	0.864865	0.222222	0.35	0.521739	0.0588235	0.377778	0.541667	0.333333	0	0.277778	0.333333	0.884615	0.952381	0.788462	0.707317	0.848485	0.911111	0.862069	0.794872	0.824561	0.761905	0.94	0.946667	0.903226	0.731707	0.796296	0.805556	0.753846	0.72973	0.8125	0.866667	0.783784	0.925	0.368421	0.162162	0.717391	0.884615	0.806452	0.275362	0.431818	0.769231	0.791667	0.931034	0.8	0.785714	0.711111
22:37621410:37621412	0.666667	0	0.1	0.65	0.633333	0.571429	0	0.0526316	0.0869565	0	0.0277778	0	0	0	0	0	0.909091	0.979592	0.705882	0.22	0.961538	0.95	0.914286	0.863014	0.870968	0.833333	0.872727	0.955556	0.962963	0.862069	0.894118	0.821782	0.67619	0.333333	0.898305	0.793651	0.957447	0.844828	0	0.0697674	0.487805	0.972222	0.5	0.015625	0.172414	0.837838	0.886364	1	0.957447	0.939394	0.847826
22:37621442:37621444	0.363636	0	0.09375	0.142857	0.576923	0.433333	0	0	0.0666667	0	0.0638298	0	0	0	0	0	0.9	0.957447	0.591398	0.170732	0.933333	0.969697	0.935065	0.861702	0.804348	0.638298	0.776119	0.932039	0.988889	0.788889	0.847222	0.731481	0.666667	0.311828	0.838235	0.836066	0.888889	0.881356	0.025	0.113636	0.581395	0.911765	0.342857	0.015873	0.15625	0.777778	0.857143	1	0.888889	0.846154	0.590909
22:37621534:37621536	0.538462	0	0.115385	0.375	0.538462	0.666667	0	0.0833333	0	0	0.0645161	0	0	0	0	0	0.983607	0.931034	0.651852	0.131387	0.967213	0.978495	0.967033	0.813559	0.680556	0.658228	0.777778	0.927083	0.939394	0.737864	0.943182	0.809524	0.752809	0.271845	0.905263	0.833333	0.954545	0.906667	0.0769231	0.097561	0.4375	0.878788	0.206897	0	0.075	0.884615	1	0.833333	0.783784	0.863636	0.793103
22:37621624:37621626	1	0	0	1	0.375	0.75	0	0	0	0	0.0588235	0	0	0	0	0	0.949367	0.934426	0.759615	0.168317	0.952381	0.958333	0.968504	0.888	0.808219	0.641975	0.939394	0.954545	0.981818	0.788991	0.966292	0.883721	0.805195	0.446602	0.915789	0.888889	0.92	0.807229	0.0789474	0.047619	0.517241	0.846154	0.344828	0.0576923	0.025641	0.782609	0.764706	0.916667	0.862069	0.956522	0.791667
22:37621647:37621649	1	0	0	1	0.75	0.666667	0.666667	0	0.0769231	0	0	0	0	0	0	0	0.961538	0.964912	0.711111	0.191489	0.968254	0.978947	0.983871	0.907407	0.823529	0.625	0.95	0.951923	0.972222	0.854369	0.925	0.858974	0.77193	0.463918	0.966292	0.888889	0.921875	0.658824	0.0810811	0.139535	0.692308	0.96	0.545455	0.0961538	0.0294118	0.75	0.904762	1	0.851852	0.807692	0.92
22:37621657:37621659	1	0	0	1	1	1	0.666667	0.2	0.0714286	0	0	0.153846	0	0	0	0	0.987654	1	0.826087	0.27381	1	0.979381	0.983471	0.915094	0.824324	0.712329	0.983051	0.98	0.980952	0.833333	0.962963	0.946667	0.864407	0.583333	0.953488	0.974359	0.968254	0.675676	0.135135	0.205128	0.625	0.96	0.84375	0.0714286	0	0.857143	1	1	0.903226	1	0.892857
