A.H3K27me3.intersect.value	CLL.A34022.CEMT_4.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34038.CEMT_5.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34077.CEMT_6.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34941.CEMT_26.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34948.CEMT_27.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34955.CEMT_28.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34962.CEMT_29.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A35239.CEMT_25.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_CTCAGA.FindER2.bed.remDups.bed.intersect.value	CLL.A35246.CEMT_30.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60646.CEMT_94.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60653.CEMT_95.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A60660.CEMT_96.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A60667.CEMT_97.H3K27me3.hg38.bwa-sb.IX4419.C9587ANXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135679_EGAR00001139765_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135684_EGAR00001139766_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215956_EGAR00001228607_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215954_EGAR00001228605_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171948_EGAR00001185104_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001231898_EGAR00001245924_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272597_EGAR00001300138_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272594_EGAR00001300135_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001231899_EGAR00001245925_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234408_EGAR00001248463_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326545_EGAR00001355700_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272701_EGAR00001300104_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265739_EGAX00001272601_EGAR00001300132_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272617_EGAR00001300044_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272702_EGAR00001300105_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272666_merged3runs_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272690_EGAR00001300083_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272658_EGAR00001300005_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272665_EGAR00001300012_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272654_EGAR00001300001_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272586_EGAR00001300133_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304999_EGAR00001334472_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304996_EGAR00001334421_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305064_EGAR00001334391_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305086_EGAR00001334365_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305083_EGAR00001334362_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001364335_EGAR00001401453_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326521_EGAR00001355883_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326518_EGAR00001355880_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326493_EGAR00001355780_usMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68889.CEMT_129.H3K27me3.hg38.bwa-sb.IX5126.CAVYBANXX_4_ATACGG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70851.CEMT_134.H3K27me3.hg38.IX5208.CAVPBANXX_1_TGACCA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70858.CEMT_135.H3K27me3.hg38.A70858_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70865.CEMT_136.H3K27me3.hg38.IX5211.CAVPBANXX_4_ACTCTC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70872.CEMT_137.H3K27me3.hg38.IX5212.CAVPBANXX_5_ATACGG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70879.CEMT_138.H3K27me3.hg38.IX5214.CAVPBANXX_7_CACGAT.FindER2.bed.remDups.bed.intersect.value
chr18_58387800_58388200	400	400	0	250	400	0	0	0	325	300	375	0	400	0	0	0	100	400	0	400	400	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_63425000_63425300	300	0	0	0	300	0	300	275	300	275	300	0	0	0	0	0	275	0	300	300	300	300	100	0	0	300	0	300	0	0	200	0	0	300	0	0	0	300	0	0	250	275	0	300	0	50	300	0	0
chr18_75207000_75207600	450	150	0	0	600	0	600	300	0	300	600	75	0	600	600	600	600	600	0	600	600	0	0	600	600	0	600	375	600	600	600	600	600	0	600	600	450	150	375	0	600	600	600	600	600	600	600	600	600
chr19_770200_770500	300	0	0	0	300	300	300	300	300	50	275	0	300	300	175	300	125	300	0	300	300	0	25	300	0	0	0	300	50	200	0	0	0	0	0	300	0	300	300	300	25	50	0	0	100	175	0	0	0
chr19_1306100_1306500	400	0	0	0	400	0	400	0	400	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400
chr19_2021450_2022000	550	0	0	0	550	100	225	0	0	0	550	0	0	525	0	0	0	0	450	525	525	0	0	400	450	0	400	300	0	375	0	525	550	450	525	0	550	450	450	0	0	550	0	550	550	550	550	550	375
chr19_2254050_2254500	0	0	0	450	450	0	450	0	0	0	450	0	0	450	450	0	0	0	0	450	450	225	0	0	450	225	450	0	450	0	450	450	450	0	450	0	450	450	0	0	150	450	450	450	450	450	450	450	450
chr19_2284500_2285400	900	225	0	0	825	75	0	0	450	0	75	0	150	0	0	0	0	0	0	375	900	0	0	0	0	0	0	0	0	0	0	525	75	0	0	0	0	0	0	0	0	375	0	900	900	900	150	900	300
chr19_2522450_2522850	375	0	0	0	375	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_2546500_2547050	550	0	0	0	550	0	0	0	550	125	550	0	0	0	0	0	0	275	275	550	550	550	200	125	0	0	0	0	0	0	0	550	550	350	0	0	0	0	0	0	0	0	0	0	0	0	275	125	0
chr19_2547750_2548100	350	125	0	0	350	50	0	0	300	0	350	0	0	0	0	0	0	0	0	0	350	350	0	0	0	0	0	0	0	0	0	0	225	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_2559650_2560750	1100	250	0	0	1100	0	0	0	1100	0	675	0	0	0	0	0	0	0	0	900	1100	1100	0	0	450	0	975	0	0	0	0	1100	900	0	600	0	0	0	0	0	0	925	0	1100	25	1100	475	550	400
chr19_2570800_2571100	300	300	0	0	300	0	0	0	300	0	300	0	300	0	0	0	0	0	0	0	300	0	0	0	0	300	0	0	0	0	0	125	275	0	200	0	0	0	0	0	0	300	0	300	0	300	200	125	300
chr19_2580450_2580900	450	0	150	300	450	150	450	0	450	0	450	0	0	0	0	0	0	0	0	0	75	450	0	0	225	0	450	0	0	0	0	450	450	0	450	0	0	75	0	0	0	450	0	450	450	450	450	450	450
chr19_2601150_2601900	750	75	0	0	750	0	225	0	750	0	675	0	675	525	0	0	0	0	0	750	750	750	0	0	0	0	750	0	0	0	0	750	750	0	750	0	0	0	0	0	0	750	0	750	750	750	750	750	750
chr19_2645750_2646050	300	0	300	0	25	0	300	0	300	0	275	0	0	0	0	0	0	0	0	0	300	300	0	0	275	0	275	0	0	0	0	300	0	0	300	0	0	0	0	0	0	300	0	300	300	300	300	175	300
chr19_3037950_3038250	300	0	0	300	300	0	300	150	300	75	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	300	300	300	300	300	300
chr19_3051450_3051750	300	0	0	0	75	0	300	0	0	0	150	0	0	0	75	0	0	0	0	300	300	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	75	75	0	75	75	0	150
chr19_3052200_3052600	400	325	0	400	400	0	400	0	400	0	300	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_3074750_3075150	400	300	0	0	400	0	400	0	225	0	0	0	0	0	0	0	0	0	0	225	400	150	150	0	0	0	400	150	0	0	0	300	0	0	0	0	0	0	0	0	0	0	300	400	175	0	25	400	175
chr19_3356400_3356800	400	0	25	400	400	0	400	400	400	0	400	400	0	0	400	0	0	400	375	375	400	0	0	325	175	0	400	0	0	0	0	400	400	0	400	0	400	0	0	175	0	400	0	400	400	400	400	400	400
chr19_4769700_4770200	500	50	375	0	500	50	0	0	500	0	500	0	300	200	200	150	0	0	0	500	125	0	0	0	0	0	0	500	0	0	0	0	0	125	0	0	0	0	0	0	350	500	0	0	0	0	0	0	0
chr19_5207250_5207650	0	0	0	0	375	0	0	0	400	0	400	0	0	0	25	0	0	300	225	400	400	100	0	100	0	0	0	250	25	0	325	0	0	0	0	0	0	400	25	0	25	0	175	0	0	0	0	0	0
chr19_5223300_5223950	650	0	0	275	650	0	650	0	650	150	0	0	0	150	0	0	0	0	0	650	0	0	0	225	0	0	0	0	0	0	75	0	0	225	0	0	525	150	75	0	0	0	225	0	0	0	0	0	0
chr19_5224700_5225250	550	0	0	550	450	0	550	0	550	550	550	0	0	0	250	0	375	0	550	550	550	550	150	550	0	0	0	550	550	550	550	0	0	0	0	550	550	550	550	0	550	0	550	0	0	0	0	0	0
chr19_5230650_5231500	750	450	0	375	450	0	850	600	825	0	850	0	0	550	850	850	625	675	850	850	850	150	175	400	0	525	150	850	850	850	850	525	0	600	750	850	850	850	700	0	850	0	850	300	75	300	75	225	225
chr19_5240350_5240750	400	0	275	50	400	0	0	200	400	0	200	0	0	50	50	0	200	350	200	400	275	0	0	125	0	350	0	350	0	200	275	0	0	125	0	50	125	275	200	0	350	0	275	0	0	0	0	0	0
chr19_5242250_5243150	900	900	100	900	900	0	900	550	900	0	175	0	0	375	0	0	725	0	500	900	600	0	0	200	0	0	0	0	0	0	550	0	0	25	0	0	475	900	0	0	0	0	400	0	0	0	0	0	0
chr19_5244300_5244950	650	50	0	425	650	0	650	425	650	0	225	75	0	575	0	0	0	300	75	650	375	0	0	75	0	0	0	225	0	0	375	0	0	150	0	0	0	650	150	0	0	0	525	0	0	0	0	0	0
chr19_5245550_5246100	550	100	0	550	550	0	550	25	550	550	550	0	375	0	550	300	400	0	550	550	525	550	0	75	0	525	0	375	0	300	450	0	0	0	0	0	550	550	550	0	0	0	550	0	0	0	0	0	0
chr19_5247150_5247450	150	0	0	300	225	0	300	0	300	0	300	0	0	300	0	300	0	150	300	300	300	150	0	300	0	0	0	0	150	150	300	0	0	0	0	75	225	300	300	0	300	0	150	0	0	0	0	0	0
chr19_5248200_5248500	300	0	300	0	300	0	300	0	300	0	0	0	0	300	0	0	300	225	300	300	300	300	0	300	0	0	0	300	300	150	300	0	0	0	0	300	300	300	300	0	225	0	300	0	0	0	0	0	0
chr19_5250200_5250600	0	0	0	175	225	0	400	0	400	0	400	25	100	400	400	300	400	400	400	400	400	400	400	400	0	400	0	400	400	400	400	0	0	0	0	400	400	400	400	0	400	0	400	0	0	0	0	0	0
chr19_5251100_5251650	550	0	0	0	550	0	525	0	75	75	300	150	0	550	450	550	0	550	550	550	550	550	0	550	0	0	0	550	550	75	475	0	0	150	0	550	550	550	550	0	550	0	550	0	0	0	0	0	0
chr19_5252100_5252500	400	0	75	400	400	175	400	300	400	375	375	0	0	75	0	0	0	400	400	375	375	75	0	0	0	0	0	75	0	0	300	0	0	150	0	225	150	400	400	0	0	0	300	0	0	0	0	0	0
chr19_5260350_5262300	1950	75	0	450	1950	0	1275	0	1950	75	1575	0	0	825	0	300	450	0	1950	1950	1950	1050	750	750	0	450	0	375	975	450	1500	0	0	750	0	525	1725	1575	900	0	675	0	525	0	0	0	0	0	0
chr19_5265150_5265600	450	0	75	75	450	75	450	0	450	225	450	0	0	0	0	0	450	0	450	450	300	450	0	0	0	0	0	0	450	225	450	0	0	0	0	450	150	450	450	0	450	0	450	0	0	0	0	0	0
chr19_5267200_5268650	1450	750	50	0	1100	0	200	0	1450	275	275	50	0	0	200	0	425	0	1450	1450	200	350	600	0	0	0	0	0	50	350	50	0	0	125	0	125	200	1450	1450	0	425	0	350	0	0	0	0	0	0
chr19_5271200_5271600	400	400	0	400	400	300	400	0	400	0	375	0	0	0	175	0	0	0	400	400	400	400	0	0	0	0	0	325	0	175	25	0	0	0	0	0	325	400	0	0	325	0	325	0	0	0	0	0	0
chr19_5271750_5272300	550	550	0	550	550	550	550	0	550	0	550	0	0	0	0	0	0	0	450	550	525	175	0	0	0	0	0	0	0	525	0	0	0	0	0	0	550	550	400	0	0	0	0	0	0	0	0	0	0
chr19_5272500_5273050	550	300	0	550	550	150	550	225	550	550	550	100	0	475	550	100	0	400	325	550	475	550	0	175	0	0	0	100	0	175	0	0	0	0	0	100	550	550	550	0	400	0	475	0	0	0	0	450	0
chr19_5274750_5275200	450	0	0	450	450	150	450	300	450	0	450	0	0	375	0	0	450	0	450	450	450	450	0	75	0	0	0	450	450	450	450	0	0	375	0	0	450	450	450	0	450	0	450	0	0	0	0	0	0
chr19_5279100_5279650	550	75	0	550	550	75	550	550	550	0	550	0	0	550	0	0	0	0	550	525	550	550	450	550	0	0	0	0	550	0	375	0	0	0	0	0	550	550	450	0	0	0	550	0	0	0	0	0	0
chr19_5281650_5283450	1800	0	0	375	1800	600	1800	0	1800	150	225	675	0	1350	1125	0	300	375	750	1800	1575	675	0	825	0	0	0	0	900	975	825	0	0	0	0	450	1800	1800	1800	0	600	0	1500	0	0	0	0	0	0
chr19_5283750_5284200	450	150	0	450	450	0	450	225	450	0	300	0	0	0	0	0	375	0	450	450	450	75	0	450	0	0	0	300	225	0	75	0	0	300	0	0	150	450	75	0	0	0	0	0	0	0	0	0	0
chr19_5287850_5288400	550	450	0	550	550	0	550	0	525	550	550	0	0	550	75	525	550	75	550	550	550	550	0	550	0	550	0	450	550	550	550	0	0	100	0	550	550	550	550	0	550	0	550	0	0	0	0	0	0
chr19_5290300_5291000	700	0	0	700	700	0	700	0	700	700	700	0	0	575	700	650	700	700	700	700	700	700	0	700	0	700	0	700	700	700	700	0	0	700	0	700	700	700	700	0	700	0	700	0	0	0	0	0	0
chr19_5291250_5291550	300	300	0	300	300	0	300	0	300	0	300	0	0	300	300	300	300	300	300	300	300	300	0	300	0	300	0	300	300	300	300	0	0	300	0	300	300	300	300	0	300	75	300	0	0	0	0	0	0
chr19_5292700_5293500	350	0	0	0	125	0	800	0	150	150	800	0	0	800	800	800	800	800	800	800	800	800	50	800	600	800	800	800	800	800	800	225	800	50	525	800	800	800	800	150	800	800	800	75	75	225	150	0	0
chr19_5296500_5296800	300	0	0	300	300	0	300	0	300	300	300	0	0	300	300	0	225	300	300	300	300	300	0	0	0	0	75	300	300	300	300	300	300	300	300	150	300	300	300	0	300	0	300	300	0	300	0	0	0
chr19_5309250_5309600	350	0	0	0	275	0	350	0	350	350	350	0	0	275	0	350	350	350	350	350	350	350	0	350	0	350	0	0	350	350	350	0	0	0	0	350	350	350	350	0	350	0	350	0	0	0	0	0	0
chr19_5310850_5311200	350	50	0	350	350	50	350	350	350	50	0	0	0	350	350	0	75	0	0	225	350	0	0	0	0	0	0	0	150	350	350	0	0	300	0	0	300	350	150	0	150	0	350	0	0	75	0	0	0
chr19_5328150_5328500	350	0	225	350	350	0	350	225	300	275	350	350	0	225	0	0	50	350	350	350	350	0	0	350	0	0	0	0	350	350	125	0	0	0	0	350	125	350	350	0	50	0	350	0	0	50	0	0	0
chr19_6486450_6486750	300	0	0	0	300	150	300	0	300	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_7150100_7150550	425	0	400	0	425	0	450	0	0	0	450	0	0	0	0	0	0	0	0	0	450	0	275	200	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	200
chr19_10588650_10589100	450	0	0	450	450	450	450	0	450	0	450	0	0	225	450	375	375	450	450	450	0	0	0	375	0	450	450	75	375	450	450	450	450	0	225	375	450	0	0	0	225	375	450	450	450	450	450	450	450
chr19_10589250_10590000	750	375	0	675	750	300	750	0	750	0	375	0	0	375	0	150	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	225	225	150	225
chr19_11388150_11388450	300	300	75	300	300	300	300	300	300	0	300	0	0	0	0	0	0	0	0	300	300	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_11405100_11405400	300	0	0	0	300	0	300	75	300	0	300	0	0	300	300	0	0	0	0	300	0	225	150	0	300	300	150	300	300	0	0	0	0	150	0	300	300	0	300	225	300	150	225	150	0	300	0	0	300
chr19_11737700_11738100	175	0	0	0	400	0	0	0	400	0	0	0	0	0	0	0	0	0	0	225	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_12512850_12513350	500	500	300	500	500	425	500	0	500	0	500	0	0	500	500	500	500	500	75	500	500	0	500	500	275	500	500	500	500	500	500	500	500	0	200	500	500	275	500	0	500	500	275	500	500	500	500	500	50
chr19_12552950_12553350	400	0	0	400	400	0	400	0	400	0	0	0	0	75	0	0	0	0	0	400	0	0	400	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	375	0	0	300	0	0
chr19_13784500_13785050	200	0	0	0	550	0	550	350	550	0	275	200	0	0	0	275	0	0	0	550	550	275	550	0	0	125	0	0	125	0	0	0	0	550	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0
chr19_13785550_13785850	300	0	0	0	300	0	300	0	300	0	0	0	0	0	0	0	300	0	0	0	275	0	300	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_13786050_13786750	700	0	0	0	700	100	700	250	700	0	450	475	0	0	0	0	450	0	0	300	700	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_14071200_14071800	600	0	0	0	525	450	600	0	600	0	0	0	0	225	75	150	225	150	600	75	225	0	300	75	0	0	75	600	75	0	0	0	0	0	150	300	375	75	600	75	150	0	75	600	450	600	225	225	300
chr19_14431250_14431850	600	600	0	0	600	0	600	100	575	0	0	0	0	125	0	200	0	0	0	600	575	0	50	0	0	0	25	125	0	100	275	550	0	600	25	350	0	600	350	0	400	600	0	25	600	0	0	100	400
chr19_17854350_17854750	400	400	0	0	400	225	400	0	25	0	0	250	150	0	0	0	0	225	0	225	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_17870750_17871050	300	0	50	0	300	0	300	300	300	0	300	300	0	300	300	300	0	300	300	300	275	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300
chr19_17879400_17879700	300	0	300	0	300	0	300	300	300	0	300	0	0	300	300	0	0	0	150	0	300	0	0	300	0	0	225	0	0	0	0	300	300	0	300	0	300	300	0	0	0	300	0	300	300	300	300	300	300
chr19_18778350_18779100	0	0	150	0	750	0	750	0	750	300	750	750	150	750	750	0	750	750	0	750	600	0	525	0	0	525	750	750	750	525	0	0	750	0	750	750	375	600	675	0	750	750	750	750	750	750	0	750	600
chr19_18780000_18780450	0	0	0	0	450	0	450	0	450	0	450	300	0	375	450	0	375	450	0	450	450	300	450	0	0	450	375	450	450	375	300	150	0	0	0	450	450	450	450	0	450	225	450	0	225	225	0	150	0
chr19_33182900_33183300	400	400	0	0	400	0	400	0	400	0	0	0	0	0	0	0	75	0	0	250	300	0	0	0	0	0	0	400	0	0	325	325	325	300	0	0	0	0	0	0	0	400	0	400	150	325	0	175	250
chr19_34131600_34131900	300	0	300	150	300	300	300	225	300	0	300	300	150	0	225	0	300	0	0	300	300	300	0	0	0	0	300	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	300	300	300	300
chr19_35284350_35284800	450	150	0	0	450	0	450	0	450	375	450	225	300	75	0	0	150	0	0	450	450	0	0	450	0	0	0	0	0	0	0	0	375	450	450	0	375	450	0	0	0	0	0	450	450	450	450	300	450
chr19_38765750_38766300	550	550	0	0	550	0	550	225	550	0	300	325	0	450	100	0	0	325	0	550	100	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	300	0	550	550	550	550	250	250
chr19_38912400_38912850	450	0	0	0	450	0	450	0	450	300	225	0	75	150	450	150	450	450	150	450	225	0	375	0	75	450	450	450	150	0	300	75	225	300	300	300	150	0	300	0	450	0	450	375	450	300	0	150	0
chr19_39915900_39916300	300	250	0	0	325	0	400	0	0	0	400	0	75	400	400	400	400	400	0	375	400	0	300	400	75	75	300	400	400	400	300	300	400	0	400	400	400	400	400	0	400	400	400	0	75	0	175	0	0
chr19_39927800_39928300	475	0	100	0	0	0	500	0	0	250	500	0	100	500	25	325	500	500	0	475	500	0	0	400	0	175	0	500	475	250	175	0	0	0	0	0	400	500	325	0	400	0	475	0	0	0	0	0	0
chr19_40185100_40185450	350	350	0	350	350	300	350	350	350	0	350	0	0	350	275	0	350	0	0	350	350	0	350	0	0	0	350	200	75	0	0	350	0	275	0	0	0	75	0	0	75	350	350	350	350	350	350	350	350
chr19_40186400_40186800	400	400	0	400	400	75	400	400	400	0	250	75	0	0	400	400	0	400	0	400	400	0	0	0	0	250	150	0	0	0	375	0	0	0	0	0	0	0	0	0	175	400	75	400	400	400	400	400	400
chr19_40409300_40409750	425	0	200	0	25	175	450	0	450	0	0	0	0	25	0	0	0	0	0	425	450	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_41931000_41931300	300	0	0	300	225	0	300	300	300	0	300	0	0	300	300	75	0	300	300	300	300	0	300	300	300	0	0	300	0	0	0	300	0	300	75	0	300	300	0	0	0	300	0	150	150	300	0	0	0
chr19_41936350_41936750	400	0	0	0	400	0	400	0	0	0	400	400	0	275	400	125	0	125	0	400	275	0	400	400	350	0	200	200	0	125	0	50	125	50	350	0	400	200	125	0	0	125	0	350	275	400	400	400	0
chr19_44934000_44934300	300	300	300	0	300	75	300	75	300	0	0	0	0	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	300	300	300	300	300
chr19_44936250_44936700	450	0	0	0	450	375	450	450	450	0	0	0	75	225	0	0	0	0	0	0	450	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	450	0	225	0	0
chr19_46605500_46605900	0	0	0	0	225	0	400	0	0	225	400	0	375	375	0	0	0	375	0	400	0	0	0	0	0	0	0	0	0	0	175	0	0	175	0	0	25	0	0	0	100	0	0	0	0	0	0	0	0
chr19_46606900_46607400	125	0	75	0	275	0	500	0	0	0	75	0	0	275	0	0	0	0	300	500	375	0	0	0	0	0	0	0	150	0	300	0	0	0	0	0	300	0	0	0	300	0	450	0	0	0	0	0	0
chr19_47237300_47237650	0	0	0	0	350	0	350	25	325	0	0	0	0	350	350	0	350	250	0	350	300	0	0	175	0	325	350	0	325	350	0	350	350	0	350	350	350	350	350	325	350	350	325	350	350	350	350	350	350
chr19_47238450_47239200	750	0	0	0	750	225	750	0	450	0	450	0	0	750	750	450	600	750	0	750	375	0	375	750	675	375	750	675	750	450	750	750	750	525	750	300	150	450	750	0	450	750	375	750	750	750	750	750	750
chr19_48392600_48392900	275	0	0	0	275	0	300	200	50	0	300	0	0	300	300	125	300	125	200	300	200	300	0	0	300	300	300	300	275	125	50	300	300	275	300	300	300	275	300	200	200	300	300	300	300	300	300	300	300
chr19_48951900_48952500	600	300	0	375	600	0	600	0	600	0	375	0	0	0	600	150	0	150	0	375	225	225	0	0	0	0	0	0	0	0	0	600	150	375	0	0	375	0	0	0	0	225	0	600	225	75	375	600	600
chr19_49025450_49026400	250	325	950	250	925	0	950	400	850	450	925	950	300	0	0	0	300	0	0	900	950	525	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
chr19_49034850_49035150	300	0	0	300	300	75	300	300	300	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
chr19_56316950_56317300	175	0	0	0	350	0	350	0	325	0	325	0	100	0	0	0	0	350	175	0	0	0	0	25	0	300	0	0	0	0	0	0	0	0	0	0	350	100	0	0	0	0	0	0	0	0	0	0	0
chr2_10732000_10732350	350	0	0	125	350	0	350	350	350	0	350	0	0	350	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	300	0	0	0
chr2_11374650_11375250	600	75	0	0	0	0	0	0	600	0	525	0	0	600	0	0	0	0	0	600	600	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_11377400_11377800	400	100	0	0	400	0	0	0	400	75	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
